LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY
0;5;0.9047852;0;49.11934;56.1162;0;0;49.11934;56.1162
1;5;0.9221191;0;49.11934;56.1162;0;0;49.11934;56.1162
2;5;1.191162;1;88.69751;59.22591;0;0;88.69751;59.22591
3;5;1.210449;1;88.69751;59.22591;0;0;88.69751;59.22591
4;5;1.223633;1;88.84064;59.22591;0.1431351;0;88.69751;59.22591
5;5;1.240967;1;88.94487;59.22591;0.1042252;0;88.69751;59.22591
6;5;1.478516;2;90.81777;100.0762;0;0;90.81777;100.0762
7;5;1.494385;2;90.81777;100.0762;0;0;90.81777;100.0762
8;5;1.510498;2;90.88844;100.0762;0.07067108;0;90.81777;100.0762
9;5;3.142578;3;128.9824;59.29658;0;0;128.9824;59.29658
10;5;3.159424;3;129.0554;59.29658;0.07292175;0;128.9824;59.29658
11;5;3.174316;3;129.1591;59.29658;0.1037598;0;128.9824;59.29658
12;5;3.409668;4;87.21333;58.02443;0;0;87.21333;58.02443
13;5;3.426514;4;87.31522;57.92253;0.1018906;-0.1018906;87.21333;58.02443
14;5;3.445557;4;87.35468;57.7488;0.03945923;-0.1737366;87.21333;58.02443
15;5;3.664551;5;88.69751;19.78909;0;0;88.69751;19.78909
16;5;3.678223;5;88.69751;19.78909;0;0;88.69751;19.78909
17;5;3.695557;5;88.88426;19.60233;0.1867523;-0.1867561;88.69751;19.78909
18;5;5.242676;6;89.26291;98.87476;0;0;89.26291;98.87476
19;5;5.259766;6;89.26291;98.87476;0;0;89.26291;98.87476
20;5;5.274902;6;89.41392;98.95509;0.1510086;0.0803299;89.26291;98.87476
21;5;5.564209;7;88.13211;56.75227;0;0;88.13211;56.75227
22;5;5.578125;7;88.13211;56.75227;0;0;88.13211;56.75227
23;5;5.595215;7;88.267;56.75227;0.1348877;0;88.13211;56.75227
24;5;5.846924;8;126.8622;56.9643;0;0;126.8622;56.9643
25;5;5.865479;8;126.954;56.9643;0.09181213;0;126.8622;56.9643
26;5;7.634277;9;92.79668;16.39667;0;0;92.79668;16.39667
27;5;7.645264;9;92.79668;16.39667;0;0;92.79668;16.39667
28;5;7.665527;9;92.79668;16.50268;0;0.1060123;92.79668;16.39667
29;5;7.679199;9;92.66042;16.74241;-0.136261;0.2397289;92.79668;16.39667
30;5;7.91333;10;86.4359;56.04552;0;0;86.4359;56.04552
31;5;7.931885;10;86.4359;56.04552;0;0;86.4359;56.04552
32;5;7.950195;10;86.6021;56.04552;0.1661987;0;86.4359;56.04552
33;5;8.165527;11;86.01185;94.06883;0;0;86.01185;94.06883
34;5;8.184814;11;86.01185;94.06883;0;0;86.01185;94.06883
35;5;8.199463;11;86.08252;94.15992;0.07067108;0.09108734;86.01185;94.06883
36;5;9.79834;12;91.45384;17.7395;0;0;91.45384;17.7395
37;5;9.813232;12;91.45384;17.7395;0;0;91.45384;17.7395
38;5;9.830322;12;91.52452;17.87964;0.07067871;0.1401348;91.45384;17.7395
39;5;10.0647;13;91.8779;62.75967;0;0;91.8779;62.75967
40;5;10.08276;13;91.8779;62.75967;0;0;91.8779;62.75967
41;5;10.09863;13;92.04592;62.75967;0.1680222;0;91.8779;62.75967
42;5;10.26611;14;128.6997;58.44848;0;0;128.6997;58.44848
43;5;10.28345;14;128.8019;58.44848;0.1021576;0;128.6997;58.44848
44;5;11.91699;15;132.9402;57.5297;0;0;132.9402;57.5297
45;5;11.93384;15;132.9402;57.5297;0;0;132.9402;57.5297
46;5;11.94849;15;133.0109;57.5297;0.07067871;0;132.9402;57.5297
47;5;12.11621;16;93.99816;59.08456;0;0;93.99816;59.08456
48;5;12.13306;16;94.08064;59.08456;0.08247375;0;93.99816;59.08456
49;5;12.15186;16;94.13951;59.12896;0.05887604;0.04439926;93.99816;59.08456
50;5;12.98975;17;133.9297;56.3989;0;0;133.9297;56.3989
51;5;13.00659;17;133.9297;56.3989;0;0;133.9297;56.3989
52;5;13.02319;17;133.529;56.58979;-0.4007416;0.1908989;133.9297;56.3989
53;5;14.62109;18;129.4065;56.54025;0;0;129.4065;56.54025
54;5;14.6377;18;129.4065;56.54025;0;0;129.4065;56.54025
55;5;14.90894;19;88.76819;60.63941;0;0;88.76819;60.63941
56;5;14.92334;19;88.76819;60.63941;0;0;88.76819;60.63941
57;5;14.94043;19;88.90734;60.63941;0.1391525;0;88.76819;60.63941
58;5;14.95654;19;89.01092;60.63941;0.1035767;0;88.76819;60.63941
59;5;15.24097;20;130.1132;58.16578;0;0;130.1132;58.16578
60;5;15.26001;20;130.4097;57.99169;0.296463;-0.1740875;130.1132;58.16578
61;5;15.27563;20;130.6338;57.78656;0.2241211;-0.2051277;130.1132;58.16578
62;5;16.8645;21;47.14043;57.5297;0;0;47.14043;57.5297
63;5;16.87402;21;47.14043;57.5297;0;0;47.14043;57.5297
64;5;16.88989;21;47.24644;57.5297;0.1060143;0;47.14043;57.5297
65;5;17.07422;22;88.62683;63.67845;0;0;88.62683;63.67845
66;5;17.09351;22;88.62683;63.67845;0;0;88.62683;63.67845
67;5;17.1084;22;88.80082;63.57515;0.1739883;-0.1033058;88.62683;63.67845
68;5;17.34424;23;87.49603;13.42831;0;0;87.49603;13.42831
69;5;17.36011;23;87.59345;13.42831;0.09741974;0;87.49603;13.42831
70;5;19.09253;24;50.25014;57.8124;0;0;50.25014;57.8124
71;5;19.10913;24;50.34231;57.8124;0.0921669;0;50.25014;57.8124
72;5;19.12671;24;50.49988;57.8124;0.1575699;0;50.25014;57.8124
73;5;19.27686;25;92.65533;56.25755;0;0;92.65533;56.25755
74;5;19.29395;25;92.84975;56.06312;0.1944275;-0.1944275;92.65533;56.25755
75;5;19.31177;25;93.19867;55.78487;0.3489151;-0.278244;92.65533;56.25755
76;5;19.54614;26;50.53284;60.14469;0;0;50.53284;60.14469
77;5;19.56274;26;50.53284;60.14469;0;0;50.53284;60.14469
78;5;19.5791;26;50.68936;59.34693;0.156517;-0.79776;50.53284;60.14469
79;5;21.07788;27;88.90954;96.25977;0;0;88.90954;96.25977
80;5;21.09424;27;88.90954;96.25977;0;0;88.90954;96.25977
81;5;21.10938;27;89.06087;96.25977;0.1513367;0;88.90954;96.25977
82;5;21.3103;28;89.26291;58.16578;0;0;89.26291;58.16578
83;5;21.32959;28;89.34406;58.16578;0.08115387;0;89.26291;58.16578
84;5;21.34497;28;89.44804;58.0951;0.1039734;-0.0706749;89.26291;58.16578
85;5;21.36108;28;89.55133;58.0951;0.1032944;0;89.26291;58.16578
86;5;21.54688;29;87.99076;97.3199;0;0;87.99076;97.3199
87;5;21.56592;29;87.99076;97.3199;0;0;87.99076;97.3199
88;5;21.57935;29;88.13842;97.3199;0.1476593;0;87.99076;97.3199
89;5;21.59644;29;88.23812;97.42591;0.09970093;0.1060104;87.99076;97.3199
90;5;23.2522;30;127.6396;56.3989;0;0;127.6396;56.3989
91;5;23.26172;30;127.6396;56.3989;0;0;127.6396;56.3989
92;5;23.27783;30;127.7103;56.51453;0.07067108;0.1156349;127.6396;56.3989
93;5;23.42993;31;89.61629;59.15523;0;0;89.61629;59.15523
94;5;23.44897;31;89.61629;59.15523;0;0;89.61629;59.15523
95;5;23.46313;31;89.61629;59.15523;0;0;89.61629;59.15523
96;5;23.47925;31;89.61629;59.15523;0;0;89.61629;59.15523
97;5;23.64868;32;90.88844;95.34099;0;0;90.88844;95.34099
98;5;23.66479;32;90.88844;95.43089;0;0.08989716;90.88844;95.34099
99;5;23.68359;32;90.73226;95.69058;-0.1561813;0.259697;90.88844;95.34099
100;5;25.24902;33;49.47271;58.30713;0;0;49.47271;58.30713
101;5;25.26221;33;49.62725;58.22986;0.1545372;-0.07726669;49.47271;58.30713
102;5;25.28174;33;50.09129;57.97839;0.4640388;-0.2514725;49.47271;58.30713
103;5;25.29614;33;50.67777;57.74053;0.5864792;-0.2378578;49.47271;58.30713
104;5;25.44824;34;90.81777;58.9432;0;0;90.81777;58.9432
105;5;25.46411;34;90.81777;58.9432;0;0;90.81777;58.9432
106;5;25.48193;34;91.03305;58.9432;0.2152786;0;90.81777;58.9432
107;5;25.4978;34;91.20603;58.9432;0.1729813;0;90.81777;58.9432
108;5;25.68433;35;89.05089;99.29881;0;0;89.05089;99.29881
109;5;25.69922;35;89.12732;99.29881;0.07643127;0;89.05089;99.29881
110;5;25.71729;35;89.22758;99.29881;0.1002579;0;89.05089;99.29881
111;5;25.73291;35;89.19224;99.29881;-0.03533936;0;89.05089;99.29881
112;5;27.36499;36;92.23128;11.87345;0;0;92.23128;11.87345
113;5;27.38257;36;92.23128;11.95878;0;0.08532429;92.23128;11.87345
114;5;27.58203;37;86.36523;59.57928;0;0;86.36523;59.57928
