LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY
0;6;5.039307;0;50.39149;56.89362;0;0;50.39149;56.89362
1;6;5.056152;0;50.39149;56.89362;0;0;50.39149;56.89362
2;6;5.073975;0;50.39149;56.9643;0;0.07067871;50.39149;56.89362
3;6;5.089111;0;50.39149;56.9643;0;0;50.39149;56.89362
4;6;5.105469;0;50.39149;56.9643;0;0;50.39149;56.89362
5;6;5.12207;0;50.39149;56.9643;0;0;50.39149;56.89362
6;6;6.030273;1;91.38317;56.61092;0;0;91.38317;56.61092
7;6;6.049072;1;91.38317;56.61092;0;0;91.38317;56.61092
8;6;6.069336;1;91.38317;56.6816;0;0.07067871;91.38317;56.61092
9;6;6.082275;1;91.38317;56.80824;0;0.1266403;91.38317;56.61092
10;6;6.097412;1;91.38317;56.91092;0;0.1026802;91.38317;56.61092
11;6;6.784912;2;90.11102;14.77114;0;0;90.11102;14.77114
12;6;6.802734;2;90.11102;14.77114;0;0;90.11102;14.77114
13;6;6.81958;2;90.11102;14.84181;0;0.07067394;90.11102;14.77114
14;6;6.836182;2;90.11102;14.94584;0;0.1040287;90.11102;14.77114
15;6;6.85498;2;90.11102;15.04954;0;0.103693;90.11102;14.77114
16;6;8.569092;3;88.98022;96.96652;0;0;88.98022;96.96652
17;6;8.585449;3;88.98022;96.96652;0;0;88.98022;96.96652
18;6;8.603271;3;88.98022;96.96652;0;0;88.98022;96.96652
19;6;8.618408;3;88.98022;96.96652;0;0;88.98022;96.96652
20;6;8.634766;3;88.98022;96.96652;0;0;88.98022;96.96652
21;6;8.651855;3;88.98022;96.96652;0;0;88.98022;96.96652
22;6;9.206299;4;91.73655;58.16578;0;0;91.73655;58.16578
23;6;9.225098;4;91.73655;58.16578;0;0;91.73655;58.16578
24;6;9.23999;4;91.89458;57.77903;0.1580353;-0.3867531;91.73655;58.16578
25;6;9.257324;4;91.8779;57.69268;-0.01668549;-0.08634567;91.73655;58.16578
26;6;9.273682;4;91.8779;57.63571;0;-0.05696869;91.73655;58.16578
27;6;9.292236;4;91.8779;57.67105;0;0.03533554;91.73655;58.16578
28;6;9.743896;5;50.95689;57.03497;0;0;50.95689;57.03497
29;6;9.761719;5;51.06144;57.03497;0.1045418;0;50.95689;57.03497
30;6;9.777832;5;51.06144;57.03497;0;0;50.95689;57.03497
31;6;9.794189;5;51.06144;57.03497;0;0;50.95689;57.03497
32;6;9.814453;5;51.06144;57.03497;0;0;50.95689;57.03497
33;6;11.37476;6;89.12157;95.34099;0;0;89.12157;95.34099
34;6;11.39258;6;89.19778;95.41721;0.07621765;0.07622528;89.12157;95.34099
35;6;11.4126;6;89.30117;95.52059;0.1033859;0.1033783;89.12157;95.34099
36;6;11.42603;6;89.40421;95.55302;0.1030426;0.03242493;89.12157;95.34099
37;6;11.44165;6;89.40426;95.55302;4.577637E-05;0;89.12157;95.34099
38;6;12.03784;7;89.82832;58.02443;0;0;89.82832;58.02443
39;6;12.05054;7;89.82832;58.02443;0;0;89.82832;58.02443
40;6;12.06348;7;89.82832;58.02443;0;0;89.82832;58.02443
41;6;12.08105;7;89.82832;57.96315;0;-0.0612793;89.82832;58.02443
42;6;12.09717;7;89.82832;57.91841;0;-0.04473495;89.82832;58.02443
43;6;12.11548;7;89.82832;57.91841;0;0;89.82832;58.02443
44;6;12.13232;7;89.82832;57.95375;0;0.03534317;89.82832;58.02443
45;6;12.14966;7;89.82832;57.95375;0;0;89.82832;58.02443
46;6;12.16406;7;89.82832;58.03941;0;0.0856514;89.82832;58.02443
47;6;12.99414;8;90.04034;94.70491;0;0;90.04034;94.70491
48;6;13.00391;8;90.04034;94.70491;0;0;90.04034;94.70491
