UserID;Age;Gender;DominantHand;HitType;TouchTime;LiftTime;TargetX;TargetY;TouchX;TouchY;LiftX;LiftY
0;25;M;R;Center;0.5572352;0.6077833;189.4096;106.484;188.198;105.0032;189.0057;105.0032
0;25;M;R;Target;0.8942182;0.9447691;279.275;106.484;285.124;105.0032;285.124;105.0032
0;25;M;R;Center;1.24805;1.315448;189.4096;106.484;198.9676;100.1569;198.9676;100.1569
0;25;M;R;Target;1.601882;1.686128;267.2353;151.4167;261.9695;146.466;260.8925;144.3121
0;25;M;R;Center;2.023111;2.073659;189.4096;106.484;185.7749;98.81069;188.7365;104.7339
0;25;M;R;Target;2.44434;2.511737;234.3423;184.3097;231.5455;184.1594;230.1993;176.6207
0;25;M;R;Center;2.835377;2.919625;189.4096;106.484;194.3905;109.8495;194.3905;116.042
0;25;M;R;Target;3.324004;3.40825;189.4096;196.3494;183.3517;197.6214;183.3517;197.6214
0;25;M;R;Center;3.880029;3.930577;189.4096;106.484;197.8906;108.7725;193.5828;113.0804
0;25;M;R;Target;4.21701;4.284406;144.4769;184.3097;146.1967;181.1978;146.1967;178.7746
0;25;M;R;Center;4.722485;4.789881;189.4096;106.484;187.1211;107.1571;182.8132;109.311
0;25;M;R;Target;5.211109;5.278506;111.5839;151.4167;114.1573;146.7352;114.1573;146.7352
0;25;M;R;Center;5.716638;5.767132;189.4096;106.484;190.6212;105.2724;190.3519;105.0032
0;25;M;R;Target;6.120964;6.20521;99.54418;106.484;104.4647;106.0801;104.4647;106.0801
0;25;M;R;Center;6.525343;6.559042;189.4096;106.484;178.7746;102.8493;178.7746;102.8493
0;25;M;R;Target;7.064517;7.131914;111.5839;61.5513;107.4263;61.11723;107.4263;61.11723
0;25;M;R;Center;7.559816;7.593514;189.4096;106.484;188.7365;103.1185;188.7365;103.1185
0;25;M;R;Target;8.183258;8.267479;144.4769;28.65827;153.7354;34.73182;153.7354;34.73182
0;25;M;R;Center;8.705559;8.772955;189.4096;106.484;190.3519;102.0415;190.3519;102.0415
0;25;M;R;Target;9.093088;9.160484;189.4096;16.6186;195.7367;21.80835;195.7367;21.80835
0;25;M;R;Center;9.480619;9.581715;189.4096;106.484;185.7749;101.7723;185.7749;101.7723
0;25;M;R;Target;9.935547;10.00294;234.3423;28.65827;233.4301;32.84715;233.4301;32.84715
0;25;M;R;Center;10.39047;10.44102;189.4096;106.484;194.6597;100.4261;194.6597;100.4261
0;25;M;R;Target;10.778;10.8454;267.2353;61.55128;271.6621;65.15582;271.6621;65.15582
