StudyID;UserID;Age;Gender;PlayingHand;TargetSize;TargetDistance;ColliderSize;HitType;TargetID;RoundID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY;Repetition;Delay;TargetCombination;DominantEye;LongNails;MistakeOccured;Clockwise;DominantHand;TouchID;Outset;Goal;CrossTargets
StudyID;UserID;Age;Gender;PlayingHand;TargetSize;TargetDistance;ColliderSize;HitType;TargetID;;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;;;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;;;;Delay;TargetCombination;DominantEye;LongNails;MistakeOccured;;DominantHand;TouchID;Outset;Goal;CrossTargets
11;1;22;FALSE;R;6;-1;18;Outset;21;;91.23584;91.30182;1.722107;58.52121;53.10909;;;59.36288;55.70681;0.3606071;2.116669;0.841671;2.597725;0.065979;;;;1;WW;R;No;No;;R;63;W;W;True
11;1;22;FALSE;R;6;40.00001;18;Center;21;;91.7478;91.78387;0.5119629;98.52122;53.10909;;;99.09849;50.60757;0.5772705;-2.501514;0.5772705;-2.501514;0.03607178;;;;1;WW;R;No;No;;R;64;W;W;True
11;1;22;FALSE;R;6;40.00001;18;Goal;21;;92.33295;92.3894;0.585144;58.52121;53.10909;;;59.65151;56.58031;1.130302;3.078789;1.130302;3.471218;0.05645752;;;;1;WW;R;No;No;;R;65;W;W;True
11;1;22;FALSE;R;6;-1;18;Outset;22;;93.99426;94.04053;1.661316;98.52122;93.10909;;;101.5038;89.95834;2.116661;-2.284843;2.982567;-3.150749;0.04626465;;;;1;NW;R;No;No;;R;66;N;W;True
11;1;22;FALSE;R;6;40;18;Center;22;;94.54706;94.59631;0.5527954;98.52122;53.10909;;;98.61742;49.83788;-0.1924362;-3.27121;0.09620667;-3.27121;0.04925537;;;;1;NW;R;No;No;;R;67;N;W;True
11;1;22;FALSE;R;6;40.00001;18;Goal;22;;95.16675;95.21741;0.6196899;58.52121;53.10909;;;59.65151;49.83788;1.130302;-3.27121;1.130302;-3.27121;0.05065918;;;;1;NW;R;No;No;;R;68;N;W;True
11;1;22;FALSE;R;6;-1;18;Outset;23;;96.80249;96.84253;1.635742;138.5212;53.10909;;;138.353;53.87878;-0.1681824;0.7696953;-0.1681824;0.7696953;0.04003906;;;;1;EN;R;No;No;;R;69;E;N;True
11;1;22;FALSE;R;6;39.99999;18;Center;23;;97.34387;97.38861;0.5413818;98.52122;53.10909;;;98.94946;55.61061;0.192421;2.501518;0.4282379;2.501518;0.04473877;;;;1;EN;R;No;No;;R;70;E;N;True
11;1;22;FALSE;R;6;40;18;Goal;23;;97.84375;97.89276;0.4998779;98.52122;93.10909;;;98.75105;94.05804;0;1.178795;0.2298355;0.9489517;0.04901123;;;;1;EN;R;No;No;;R;71;E;N;True
11;1;22;FALSE;R;6;-1;18;Outset;24;;99.56799;99.64478;1.724243;98.52122;13.10909;;;99.632;13.35161;0.3848419;-0.02424335;1.110786;0.2425194;0.07678223;;;;1;SN;R;No;No;;R;72;S;N;True
11;1;22;FALSE;R;6;40;18;Center;24;;100.0322;100.0848;0.4642334;98.52122;53.10909;;;101.9848;48.68333;3.463631;-4.425758;3.463631;-4.425758;0.05255127;;;;1;SN;R;No;No;;R;73;S;N;True
11;1;22;FALSE;R;6;40;18;Goal;24;;100.6337;100.6826;0.6014404;98.52122;93.10909;;;98.69349;93.43204;-0.3848572;0.6015244;0.1722717;0.3229523;0.04888916;;;;1;SN;R;No;No;;R;74;S;N;True
11;1;22;FALSE;R;6;-1;18;Outset;25;;102.4604;102.5001;1.826721;98.52122;13.10909;;;100.849;13.68087;2.116661;0.3606052;2.327827;0.5717754;0.03967285;;;;1;SN;R;No;No;;R;75;S;N;True
11;1;22;FALSE;R;6;40;18;Center;25;;103.0139;103.0595;0.5534668;98.52122;53.10909;;;101.4076;55.61061;2.88636;2.501518;2.88636;2.501518;0.0456543;;;;1;SN;R;No;No;;R;76;S;N;True
11;1;22;FALSE;R;6;40;18;Goal;25;;103.5114;103.5861;0.4975586;98.52122;93.10909;;;100.8684;94.28788;2.116661;1.178795;2.347206;1.178795;0.07470703;;;;1;SN;R;No;No;;R;77;S;N;True
11;1;22;FALSE;R;6;-1;18;Outset;26;;105.1933;105.2577;1.681885;138.5212;53.10909;;;138.9303;54.45606;0.4090881;1.346973;0.4090881;1.346973;0.06439209;;;;1;EW;R;No;No;;R;78;E;W;True
11;1;22;FALSE;R;6;39.99999;18;Center;26;;105.6309;105.6711;0.4376221;98.52122;53.10909;;;100.4455;53.68636;1.92424;0.5772705;1.92424;0.5772705;0.04016113;;;;1;EW;R;No;No;;R;79;E;W;True
11;1;22;FALSE;R;6;40.00001;18;Goal;26;;106.1197;106.1687;0.4887695;58.52121;53.10909;;;59.07424;54.74469;-0.6015129;1.346973;0.5530281;1.635605;0.04901123;;;;1;EW;R;No;No;;R;80;E;W;True
11;1;22;FALSE;R;6;-1;18;Outset;27;;107.9595;107.9982;1.839783;58.52121;53.10909;;;60.03636;57.15;1.515152;4.040909;1.515152;4.040909;0.03875732;;;;1;WW;R;No;No;;R;81;W;W;True
11;1;22;FALSE;R;6;40.00001;18;Center;27;;108.5445;108.5926;0.585022;98.52122;53.10909;;;101.9848;54.84091;3.463631;1.731823;3.463631;1.731823;0.0480957;;;;1;WW;R;No;No;;R;82;W;W;True
11;1;22;FALSE;R;6;40.00001;18;Goal;27;;109.0963;109.1216;0.5518188;58.52121;53.10909;;;58.49697;56.57273;-0.0242424;3.463638;-0.0242424;3.463638;0.02526855;;;;1;WW;R;No;No;;R;83;W;W;True
11;1;22;FALSE;R;6;-1;18;Outset;28;;110.8314;110.8966;1.735107;98.52122;13.10909;;;100.3902;10.17754;0.3848419;-4.834848;1.868988;-2.931552;0.06518555;;;;1;SW;R;No;No;;R;84;S;W;True
11;1;22;FALSE;R;6;40;18;Center;28;;111.4122;111.4343;0.5807495;98.52122;53.10909;;;99.67576;54.45606;1.154541;1.346973;1.154541;1.346973;0.02215576;;;;1;SW;R;No;No;;R;85;S;W;True
11;1;22;FALSE;R;6;40.00001;18;Goal;28;;111.8651;111.9206;0.4529419;58.52121;53.10909;;;61.19091;55.24614;2.669701;1.924244;2.669701;2.137054;0.05548096;;;;1;SW;R;No;No;;R;86;S;W;True
11;1;22;FALSE;R;6;-1;18;Outset;29;;113.5881;113.6263;1.722961;98.52122;13.10909;;;100.253;18.08788;1.731812;4.978786;1.731812;4.978786;0.03826904;;;;1;SE;R;No;No;;R;87;S;E;True
11;1;22;FALSE;R;6;40;18;Center;29;;114.2096;114.2628;0.621521;98.52122;53.10909;;;100.5417;56.3803;1.731812;3.271214;2.020447;3.271214;0.05316162;;;;1;SE;R;No;No;;R;88;S;E;True
11;1;22;FALSE;R;6;39.99999;18;Goal;29;;114.7255;114.7548;0.5158691;138.5212;53.10909;;;139.3152;54.07121;0.7939453;0.9621239;0.7939453;0.9621239;0.02929688;;;;1;SE;R;No;No;;R;89;S;E;True
11;1;22;FALSE;R;6;-1;18;Outset;30;;116.4669;116.527;1.741455;58.52121;53.10909;;;59.65151;54.16742;0.3606071;0.5772705;1.130302;1.058334;0.06011963;;;;1;WN;R;No;No;;R;90;W;N;True
11;1;22;FALSE;R;6;40.00001;18;Center;30;;116.9024;116.9756;0.4354858;98.52122;53.10909;;;102.4643;51.2795;3.463631;-2.30909;3.94313;-1.829594;0.07324219;;;;1;WN;R;No;No;;R;91;W;N;True
11;1;22;FALSE;R;6;40;18;Goal;30;;117.4314;117.4833;0.5289917;98.52122;93.10909;;;99.96439;92.94091;0.5772705;-0.1681747;1.443176;-0.1681747;0.05187988;;;;1;WN;R;No;No;;R;92;W;N;True
11;1;22;FALSE;R;6;-1;18;Outset;31;;119.2288;119.3138;1.797363;98.52122;93.10909;;;98.3764;93.49438;-0.5772858;0.6015244;-0.1448212;0.3852921;0.08502197;;;;1;NN;R;No;No;;R;93;N;N;True
11;1;22;FALSE;R;6;40;18;Center;31;;119.8468;119.8685;0.618042;98.52122;53.10909;;;99.86818;50.41515;1.346962;-2.693939;1.346962;-2.693939;0.02166748;;;;1;NN;R;No;No;;R;94;N;N;True
11;1;22;FALSE;R;6;40;18;Goal;31;;120.4801;120.5343;0.6333008;98.52122;93.10909;;;104.0047;92.26804;5.19545;-0.5530243;5.483482;-0.8410492;0.05419922;;;;1;NN;R;No;No;;R;95;N;N;True
11;1;22;FALSE;R;6;-1;18;Outset;32;;122.2631;122.2969;1.782959;98.52122;13.10909;;;100.9265;14.81667;2.116661;1.707575;2.405296;1.707575;0.03381348;;;;1;SS;R;No;No;;R;96;S;S;True
11;1;22;FALSE;R;6;40;18;Center;32;;122.7893;122.8195;0.5262451;98.52122;53.10909;;;101.0227;56.18788;2.501511;3.078789;2.501511;3.078789;0.0302124;;;;1;SS;R;No;No;;R;97;S;S;True
11;1;22;FALSE;R;6;40;18;Goal;32;;123.3581;123.4103;0.5687866;98.52122;13.10909;;;101.2811;12.7;2.501511;-0.409091;2.759834;-0.409091;0.05224609;;;;1;SS;R;No;No;;R;98;S;S;True
11;1;22;FALSE;R;6;-1;18;Outset;33;;125.0251;125.1089;1.667053;138.5212;53.10909;;;133.5562;57.16378;-5.171219;3.848488;-4.965012;4.054695;0.08380127;;;;1;EN;R;No;No;;R;99;E;N;True
