LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY
0;11;0.9692383;0;49.33136;60.28604;0;0;49.33136;60.28604
1;11;0.9882813;0;49.45359;60.40826;0.1222229;0.1222191;49.33136;60.28604
2;11;1.005371;0;49.5562;60.51087;0.1026115;0.1026154;49.33136;60.28604
3;11;1.021484;0;49.54339;60.61444;-0.01280975;0.1035728;49.33136;60.28604
4;11;1.430176;1;89.89899;57.8124;0;0;89.89899;57.8124
5;11;1.440918;1;89.89899;57.8124;0;0;89.89899;57.8124
6;11;1.460938;1;90.21703;58.02443;0.3180313;0.2120285;89.89899;57.8124
7;11;1.475586;1;90.60629;58.23681;0.389267;0.2123833;89.89899;57.8124
8;11;1.491699;1;90.7104;58.34111;0.1041107;0.1043053;89.89899;57.8124
9;11;1.812012;2;87.77873;97.17854;0;0;87.77873;97.17854
10;11;1.830566;2;87.77873;97.17854;0;0;87.77873;97.17854
11;11;1.844727;2;87.92489;97.25403;0.1461563;0.07548523;87.77873;97.17854
12;11;1.861328;2;88.13211;97.35523;0.207222;0.1012039;87.77873;97.17854
13;11;1.878906;2;88.20264;97.39057;0.07053375;0.03533936;87.77873;97.17854
14;11;3.510254;3;90.60574;20.35449;0;0;90.60574;20.35449
15;11;3.525879;3;90.68911;20.35449;0.08336639;0;90.60574;20.35449
16;11;3.54248;3;90.74709;20.40021;0.0579834;0.04571724;90.60574;20.35449
17;11;3.55957;3;90.74709;20.50285;0;0.1026478;90.60574;20.35449
18;11;3.577637;3;90.6659;20.93187;-0.08119202;0.4290199;90.60574;20.35449
19;11;3.91748;4;89.40426;59.64996;0;0;89.40426;59.64996
20;11;3.929199;4;89.40426;59.64996;0;0;89.40426;59.64996
21;11;3.946289;4;89.61519;59.76738;0.2109299;0.1174202;89.40426;59.64996
22;11;3.962402;4;89.84459;59.87012;0.2294006;0.1027374;89.40426;59.64996
23;11;3.97998;4;89.94051;59.86198;0.09592438;-0.008140564;89.40426;59.64996
24;11;4.282227;5;46.00962;55.90417;0;0;46.00962;55.90417
25;11;4.299316;5;46.10352;55.99807;0.09389496;0.09389496;46.00962;55.90417
26;11;4.316895;5;46.20725;56.10179;0.1037292;0.1037216;46.00962;55.90417
27;11;4.332031;5;46.31018;56.20473;0.102932;0.1029396;46.00962;55.90417
28;11;5.87207;6;92.79668;17.10342;0;0;92.79668;17.10342
29;11;5.882324;6;92.79668;17.10342;0;0;92.79668;17.10342
30;11;5.896484;6;92.86736;17.25524;0.07067871;0.1518154;92.79668;17.10342
31;11;5.916504;6;92.69493;17.57409;-0.1724243;0.3188496;92.79668;17.10342
32;11;6.181641;7;88.69751;58.51916;0;0;88.69751;58.51916
33;11;6.201172;7;88.89863;58.61971;0.2011185;0.1005554;88.69751;58.51916
34;11;6.215332;7;89.17443;58.85472;0.2758026;0.2350082;88.69751;58.51916
35;11;6.234375;7;89.28716;58.96745;0.1127243;0.1127319;88.69751;58.51916
36;11;6.472168;8;88.34413;94.98761;0;0;88.34413;94.98761
37;11;6.483398;8;88.34413;94.98761;0;0;88.34413;94.98761
38;11;6.501953;8;88.46619;95.16103;0.1220551;0.1734238;88.34413;94.98761
39;11;6.52002;8;88.56953;95.28369;0.1033478;0.1226578;88.34413;94.98761
40;11;8.222168;9;129.9719;59.08456;0;0;129.9719;59.08456
41;11;8.233398;9;129.9719;59.08456;0;0;129.9719;59.08456
42;11;8.250977;9;130.0662;59.17889;0.09434509;0.09432983;129.9719;59.08456
43;11;8.266602;9;130.1132;59.28236;0.04701233;0.103466;129.9719;59.08456
44;11;8.282227;9;130.1132;59.38555;0;0.1031914;129.9719;59.08456
45;11;8.600586;10;86.01185;55.83349;0;0;86.01185;55.83349
46;11;8.621582;10;86.11605;55.93769;0.1042023;0.1042023;86.01185;55.83349
47;11;8.637695;10;86.29066;56.04163;0.174614;0.1039352;86.01185;55.83349
48;11;8.651855;10;86.39379;56.14476;0.1031265;0.1031265;86.01185;55.83349
49;11;8.904785;11;49.96745;55.83349;0;0;49.96745;55.83349
50;11;8.921387;11;49.96745;55.83349;0;0;49.96745;55.83349
51;11;8.939941;11;49.96745;55.9911;0;0.1576042;49.96745;55.83349
52;11;8.955566;11;49.96745;56.09506;0;0.1039658;49.96745;55.83349
53;11;10.42432;12;89.68697;13.92304;0;0;89.68697;13.92304
54;11;10.43359;12;89.68697;13.92304;0;0;89.68697;13.92304
55;11;10.4502;12;89.75764;14.0337;0.07067108;0.1106625;89.68697;13.92304
56;11;10.46777;12;89.75764;14.13703;0;0.1033306;89.68697;13.92304
57;11;10.48389;12;89.54752;14.87047;-0.2101212;0.7334461;89.68697;13.92304
58;11;10.68555;13;87.21333;55.76282;0;0;87.21333;55.76282
