LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY
0;5;1.205322;0;131.8801;57.10565;0;0;131.8801;57.10565
1;5;1.22583;0;131.8801;57.20445;0;0.09880066;131.8801;57.10565
2;5;1.89917;1;91.8779;56.32822;0;0;91.8779;56.32822
3;5;1.910889;1;91.8779;56.32822;0;0;91.8779;56.32822
4;5;1.928223;1;91.94858;56.32822;0.07067871;0;91.8779;56.32822
5;5;2.684082;2;88.62683;14.70046;0;0;88.62683;14.70046
6;5;2.701904;2;88.62683;14.70046;0;0;88.62683;14.70046
7;5;2.717285;2;88.62683;14.862;0;0.16154;88.62683;14.70046
8;5;4.536865;3;130.1132;55.62146;0;0;130.1132;55.62146
9;5;4.549805;3;130.1132;55.62146;0;0;130.1132;55.62146
10;5;4.567139;3;130.2193;55.62146;0.1060181;0;130.1132;55.62146
11;5;5.126953;4;89.75764;56.3989;0;0;89.75764;56.3989
12;5;5.140137;4;89.75764;56.3989;0;0;89.75764;56.3989
13;5;5.155273;4;89.89226;56.3989;0.1346207;0;89.75764;56.3989
14;5;5.171387;4;89.99619;56.3989;0.1039352;0;89.75764;56.3989
15;5;5.710693;5;49.26069;57.95375;0;0;49.26069;57.95375
16;5;5.726074;5;49.26069;57.95375;0;0;49.26069;57.95375
17;5;5.743164;5;49.26069;57.73881;0;-0.2149467;49.26069;57.95375
18;5;5.76001;5;49.26069;57.63669;0;-0.1021194;49.26069;57.95375
19;5;7.427979;6;91.66587;96.33044;0;0;91.66587;96.33044
20;5;7.44165;6;91.66587;96.33044;0;0;91.66587;96.33044
21;5;7.459229;6;91.66587;96.33044;0;0;91.66587;96.33044
22;5;8.013672;7;91.17115;55.83349;0;0;91.17115;55.83349
23;5;8.030029;7;91.17115;55.83349;0;0;91.17115;55.83349
24;5;8.046143;7;91.31648;55.83349;0.1453323;0;91.17115;55.83349
25;5;8.685547;8;90.25237;16.82072;0;0;90.25237;16.82072
26;5;8.702881;8;90.25237;16.89182;0;0.07109833;90.25237;16.82072
27;5;10.65161;9;88.06143;16.25532;0;0;88.06143;16.25532
28;5;10.67114;9;88.06143;16.25532;0;0;88.06143;16.25532
29;5;11.27319;10;88.90954;58.3778;0;0;88.90954;58.3778
30;5;11.29175;10;88.90954;58.3778;0;0;88.90954;58.3778
31;5;11.30884;10;88.90954;57.90431;0;-0.4734917;88.90954;58.3778
32;5;11.88062;11;50.25014;57.67105;0;0;50.25014;57.67105
33;5;11.89575;11;50.25014;57.67105;0;0;50.25014;57.67105
34;5;11.91333;11;50.25014;57.67105;0;0;50.25014;57.67105
35;5;13.74512;12;128.417;53.57188;0;0;128.417;53.57188
36;5;13.7627;12;128.5163;53.57188;0.09928894;0;128.417;53.57188
37;5;14.35059;13;91.10047;56.9643;0;0;91.10047;56.9643
38;5;14.36768;13;91.10047;56.9643;0;0;91.10047;56.9643
39;5;14.38428;13;91.20324;56.86152;0.1027679;-0.1027756;91.10047;56.9643
40;5;14.4021;13;91.30687;56.82295;0.1036301;-0.03857422;91.10047;56.9643
41;5;14.97192;14;89.82832;15.12452;0;0;89.82832;15.12452
42;5;14.9895;14;89.9013;15.12452;0.07298279;0;89.82832;15.12452
43;5;15.0061;14;90.00475;15.12452;0.1034546;0;89.82832;15.12452
44;5;16.63989;15;93.07938;100.5003;0;0;93.07938;100.5003
45;5;16.65405;15;93.07938;100.5003;0;0;93.07938;100.5003
46;5;16.67139;15;93.22233;100.5003;0.142952;0;93.07938;100.5003
47;5;16.68823;15;93.32549;100.5003;0.103157;0;93.07938;100.5003
48;5;17.27905;16;88.20278;53.43053;0;0;88.20278;53.43053
49;5;17.29321;16;88.27737;53.43053;0.07459259;0;88.20278;53.43053
50;5;17.87158;17;130.1839;55.97484;0;0;130.1839;55.97484
51;5;17.88403;17;130.1839;55.97484;0;0;130.1839;55.97484
52;5;17.89795;17;130.2996;55.97484;0.1156616;0;130.1839;55.97484
53;5;19.71265;18;131.6681;57.38835;0;0;131.6681;57.38835
54;5;19.72144;18;131.6681;57.38835;0;0;131.6681;57.38835
55;5;19.73193;18;131.6681;57.38835;0;0;131.6681;57.38835
56;5;19.74756;18;131.8289;57.38835;0.1608429;0;131.6681;57.38835
57;5;19.76538;18;131.8801;57.38835;0.05117798;0;131.6681;57.38835
58;5;20.31934;19;89.40426;57.10565;0;0;89.40426;57.10565
59;5;20.33594;19;89.5002;57.10565;0.09593964;0;89.40426;57.10565
60;5;20.35327;19;89.53272;57.10565;0.03252411;0;89.40426;57.10565
61;5;21.01392;20;88.41481;13.00426;0;0;88.41481;13.00426
62;5;21.02637;20;88.41481;13.00426;0;0;88.41481;13.00426
63;5;21.04175;20;88.46333;13.12345;0.04852295;0.119195;88.41481;13.00426
64;5;22.80664;21;47.91786;56.32822;0;0;47.91786;56.32822
65;5;22.82471;21;48.01728;56.32822;0.09942627;0;47.91786;56.32822
66;5;22.8418;21;48.12053;56.32822;0.103241;0;47.91786;56.32822
67;5;23.38062;22;89.61629;54.13728;0;0;89.61629;54.13728
68;5;23.39673;22;89.68948;54.13728;0.07318878;0;89.61629;54.13728
69;5;24.04297;23;88.13211;95.69437;0;0;88.13211;95.69437
70;5;24.052;23;88.13211;95.69437;0;0;88.13211;95.69437
71;5;24.06714;23;88.23375;95.69437;0.1016388;0;88.13211;95.69437
72;5;25.73608;24;93.07938;94.06883;0;0;93.07938;94.06883
73;5;25.74805;24;93.07938;94.06883;0;0;93.07938;94.06883
74;5;25.76587;24;93.15005;94.13213;0.07067871;0.06329346;93.07938;94.06883
75;5;26.33545;25;90.81777;57.45902;0;0;90.81777;57.45902
76;5;26.35352;25;90.81777;57.45902;0;0;90.81777;57.45902
77;5;26.36987;25;90.99159;57.45902;0.1738205;0;90.81777;57.45902
78;5;27.05981;26;89.19224;96.75449;0;0;89.19224;96.75449
79;5;27.07642;26;89.19224;96.75449;0;0;89.19224;96.75449
80;5;27.09229;26;89.26291;96.91197;0.07067108;0.1574783;89.19224;96.75449
81;5;28.82397;27;132.6575;56.89362;0;0;132.6575;56.89362
82;5;28.8418;27;132.7315;56.89362;0.07397461;0;132.6575;56.89362
83;5;28.85815;27;132.8342;56.89362;0.1027069;0;132.6575;56.89362
84;5;29.43188;28;90.81777;57.60038;0;0;90.81777;57.60038
85;5;29.44629;28;90.81777;57.60038;0;0;90.81777;57.60038
86;5;29.46313;28;90.96401;57.60038;0.1462402;0;90.81777;57.60038
87;5;30.17163;29;130.1839;54.41999;0;0;130.1839;54.41999
88;5;30.18896;29;130.1839;54.41999;0;0;130.1839;54.41999
89;5;30.20215;29;130.3465;54.41999;0.1625671;0;130.1839;54.41999
90;5;31.93701;30;48.90731;59.08456;0;0;48.90731;59.08456
91;5;31.95117;30;48.98745;59.08456;0.08013153;0;48.90731;59.08456
92;5;32.57495;31;91.24182;56.3989;0;0;91.24182;56.3989
93;5;32.59009;31;91.24182;56.3989;0;0;91.24182;56.3989
94;5;32.6084;31;91.38996;56.3989;0.14814;0;91.24182;56.3989
95;5;33.26611;32;51.5223;56.32822;0;0;51.5223;56.32822
96;5;33.27905;32;51.5223;56.32822;0;0;51.5223;56.32822
97;5;33.2959;32;51.66029;56.32822;0.1379929;0;51.5223;56.32822
98;5;35.06177;33;48.90731;56.61092;0;0;48.90731;56.61092
99;5;35.07837;33;48.90731;56.61092;0;0;48.90731;56.61092
100;5;35.63672;34;92.58465;57.67105;0;0;92.58465;57.67105
101;5;35.64893;34;92.58465;57.67105;0;0;92.58465;57.67105
102;5;35.66699;34;92.58465;57.67105;0;0;92.58465;57.67105
