LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY
0;3;0.836792;0;89.89899;94.56356;0;0;89.89899;94.56356
1;3;0.8532715;0;89.89899;94.56356;0;0;89.89899;94.56356
2;3;1.171631;1;91.66587;56.46957;0;0;91.66587;56.46957
3;3;1.190186;1;92.02999;56.06475;0.3641205;-0.4048195;91.66587;56.46957
4;3;1.207642;1;92.16325;55.97484;0.1332626;-0.0899086;91.66587;56.46957
5;3;1.495117;2;51.16892;58.80185;0;0;51.16892;58.80185
6;3;1.509155;2;51.16892;58.80185;0;0;51.16892;58.80185
7;3;1.526733;2;51.49851;58.14269;0.3295898;-0.6591644;51.16892;58.80185
8;3;1.542603;2;51.61444;58.00296;0.1159325;-0.1397247;51.16892;58.80185
9;3;3.141846;3;132.5162;56.89362;0;0;132.5162;56.89362
10;3;3.157349;3;132.5162;56.89362;0;0;132.5162;56.89362
11;3;3.173706;3;132.0947;57.0486;-0.4214935;0.1549797;132.5162;56.89362
12;3;3.409912;4;92.30196;59.72063;0;0;92.30196;59.72063
13;3;3.42688;4;92.3799;59.64269;0.07794189;-0.07794571;92.30196;59.72063
14;3;3.442993;4;92.33221;59.64996;-0.04769135;0.007274628;92.30196;59.72063
15;3;3.459595;4;92.08336;59.64996;-0.248848;0;92.30196;59.72063
16;3;3.477051;4;91.45783;59.75531;-0.6255264;0.1053467;92.30196;59.72063
17;3;3.711792;5;89.61629;98.66273;0;0;89.61629;98.66273
18;3;3.728882;5;89.71844;98.66273;0.10215;0;89.61629;98.66273
19;3;3.746826;5;89.71844;98.66273;0;0;89.61629;98.66273
20;3;3.762573;5;89.58995;98.66273;-0.1284866;0;89.61629;98.66273
21;3;5.236206;6;89.68697;96.25977;0;0;89.68697;96.25977
22;3;5.243896;6;89.68697;96.25977;0;0;89.68697;96.25977
23;3;5.259644;6;89.79298;96.15376;0.1060104;-0.1060104;89.68697;96.25977
24;3;5.2771;6;89.89613;95.84428;0.103157;-0.3094711;89.68697;96.25977
25;3;5.293213;6;89.99963;95.33248;0.1035004;-0.5118027;89.68697;96.25977
26;3;5.450317;7;92.86736;60.21536;0;0;92.86736;60.21536
27;3;5.46106;7;92.86736;60.21536;0;0;92.86736;60.21536
28;3;5.478638;7;92.97337;59.79131;0.1060104;-0.4240532;92.86736;60.21536
29;3;5.495605;7;92.86875;58.95019;-0.1046143;-0.8411179;92.86736;60.21536
30;3;5.512695;7;92.76577;58.74003;-0.1029816;-0.2101593;92.86736;60.21536
31;3;5.75061;8;49.11934;58.44848;0;0;49.11934;58.44848
32;3;5.763794;8;49.11934;58.44848;0;0;49.11934;58.44848
33;3;5.781372;8;49.25042;58.3174;0.1310806;-0.1310768;49.11934;58.44848
34;3;5.798828;8;49.26069;58.21347;0.01026917;-0.1039276;49.11934;58.44848
35;3;5.81543;8;49.26069;58.16578;0;-0.04769516;49.11934;58.44848
36;3;5.831177;8;49.17214;58.25433;-0.08855057;0.08855057;49.11934;58.44848
37;3;7.281372;9;56.25755;56.25755;0;0;56.25755;56.25755
38;3;7.294067;9;56.25755;56.25755;0;0;56.25755;56.25755
39;3;7.31189;9;56.25755;56.25755;0;0;56.25755;56.25755
40;3;7.328247;9;56.25755;56.25755;0;0;56.25755;56.25755
41;3;7.495117;10;88.06143;56.3989;0;0;88.06143;56.3989
42;3;7.512695;10;88.1662;56.18937;0.1047668;-0.2095222;88.06143;56.3989
43;3;7.529907;10;88.13211;56.04996;-0.03408813;-0.1394081;88.06143;56.3989
44;3;7.546509;10;88.13211;55.94614;0;-0.1038246;88.06143;56.3989
45;3;7.730347;11;88.83886;17.38613;0;0;88.83886;17.38613
46;3;7.750366;11;88.83886;17.38613;0;0;88.83886;17.38613
47;3;7.764404;11;88.73786;16.94178;-0.1009979;-0.4443436;88.83886;17.38613
48;3;7.782593;11;88.63536;16.89992;-0.1025009;-0.04186058;88.83886;17.38613
49;3;7.798218;11;88.53195;16.8914;-0.1034088;-0.008522034;88.83886;17.38613
50;3;9.381104;12;92.86736;15.12452;0;0;92.86736;15.12452
51;3;9.396362;12;92.86736;15.21396;0;0.08944893;92.86736;15.12452
52;3;9.413818;12;92.76531;15.52096;-0.1020432;0.3069963;92.86736;15.12452
53;3;9.580322;13;90.46439;56.32822;0;0;90.46439;56.32822
54;3;9.599121;13;90.46439;56.32822;0;0;90.46439;56.32822
55;3;9.614502;13;90.62566;56.48948;0.1612625;0.1612663;90.46439;56.32822
56;3;9.63208;13;90.72933;56.59316;0.1036758;0.1036758;90.46439;56.32822
57;3;9.64856;13;90.74709;56.78157;0.01776123;0.1884155;90.46439;56.32822
58;3;9.833984;14;86.64793;89.54562;0;0;86.64793;89.54562
59;3;9.852295;14;86.71861;89.67056;0.07067871;0.124939;86.64793;89.54562
60;3;9.86731;14;86.71861;89.86042;0;0.1898651;86.64793;89.54562
61;3;9.883179;14;86.71861;90.06812;0;0.2077026;86.64793;89.54562
62;3;9.899902;14;86.71861;90.19312;0;0.125;86.64793;89.54562
63;3;11.36377;15;49.82609;52.79446;0;0;49.82609;52.79446
64;3;11.38171;15;49.82609;52.79446;0;0;49.82609;52.79446
65;3;11.39722;15;50.17311;52.97868;0.3470154;0.1842194;49.82609;52.79446
66;3;11.59949;16;87.14265;55.97484;0;0;87.14265;55.97484
67;3;11.61633;16;87.42056;55.69694;0.2779083;-0.2779045;87.14265;55.97484
68;3;11.63391;16;87.5511;55.3149;0.1305389;-0.3820419;87.14265;55.97484
69;3;11.64941;16;87.5667;55.0918;0.01560211;-0.2230988;87.14265;55.97484
70;3;11.85059;17;89.33359;17.52748;0;0;89.33359;17.52748
71;3;11.86853;17;89.33359;17.26337;0;-0.2641087;89.33359;17.52748
72;3;11.8844;17;89.33359;16.6858;0;-0.5775661;89.33359;17.52748
73;3;11.90125;17;89.33359;16.52474;0;-0.1610641;89.33359;17.52748
74;3;13.38599;18;90.39371;97.17854;0;0;90.39371;97.17854
75;3;13.39832;18;90.39371;97.17854;0;0;90.39371;97.17854
76;3;13.41602;18;90.57513;96.76034;0.1814194;-0.4182053;90.39371;97.17854
77;3;13.43201;18;90.69336;96.24572;0.1182251;-0.5146179;90.39371;97.17854
78;3;13.45129;18;90.74709;95.82655;0.05373383;-0.4191666;90.39371;97.17854
79;3;13.4657;18;90.74709;95.5182;0;-0.3083572;90.39371;97.17854
80;3;13.68298;19;90.88844;57.03497;0;0;90.88844;57.03497
81;3;13.70313;19;91.10047;56.82295;0.2120285;-0.2120247;90.88844;57.03497
82;3;13.7179;19;91.17126;56.75216;0.07078552;-0.07079315;90.88844;57.03497
83;3;13.73645;19;91.17115;56.75227;-0.0001068115;0.0001144409;90.88844;57.03497
84;3;13.96948;20;127.4276;57.45902;0;0;127.4276;57.45902
85;3;13.98718;20;127.6357;57.25091;0.2081146;-0.2081146;127.4276;57.45902
86;3;14.00354;20;127.6396;57.247;0.003913879;-0.00390625;127.4276;57.45902
87;3;14.02136;20;127.6396;57.247;0;0;127.4276;57.45902
88;3;15.50281;21;91.52452;96.61314;0;0;91.52452;96.61314
89;3;15.51721;21;91.52452;96.61314;0;0;91.52452;96.61314
90;3;15.53503;21;91.52452;96.75396;0;0.1408157;91.52452;96.61314
91;3;15.55042;21;91.52452;96.78983;0;0.03587341;91.52452;96.61314
92;3;15.56799;21;91.52452;96.78983;0;0;91.52452;96.61314
93;3;15.75159;22;88.55616;60.85144;0;0;88.55616;60.85144
94;3;15.76941;22;88.65993;60.74767;0.1037674;-0.1037674;88.55616;60.85144
95;3;15.7887;22;88.69751;60.57857;0.0375824;-0.1691055;88.55616;60.85144
96;3;15.80237;22;88.69751;60.17007;0;-0.4085007;88.55616;60.85144
97;3;15.82043;22;88.69751;59.19301;0;-0.9770584;88.55616;60.85144
98;3;16.05408;23;89.40426;15.40722;0;0;89.40426;15.40722
99;3;16.07385;23;89.40426;15.40722;0;0;89.40426;15.40722
100;3;16.08875;23;89.56477;15.49704;0.1605072;0.08982754;89.40426;15.40722
101;3;16.1051;23;89.54562;15.60024;-0.01914978;0.1031914;89.40426;15.40722
102;3;16.1217;23;89.29503;15.7863;-0.2505875;0.1860666;89.40426;15.40722
103;3;17.68787;24;130.82;54.34931;0;0;130.82;54.34931
104;3;17.70251;24;130.82;54.34931;0;0;130.82;54.34931
105;3;17.71985;24;130.8907;54.34931;0.07067871;0;130.82;54.34931
106;3;17.73669;24;130.8907;54.34931;0;0;130.82;54.34931
107;3;17.75305;24;130.8907;54.34931;0;0;130.82;54.34931
108;3;17.95593;25;88.34413;58.58983;0;0;88.34413;58.58983
109;3;17.97205;25;88.34413;58.58983;0;0;88.34413;58.58983
110;3;17.98816;25;88.41481;58.51916;0.07067871;-0.07067108;88.34413;58.58983
111;3;18.00623;25;88.41481;58.51916;0;0;88.34413;58.58983
112;3;18.02136;25;88.41481;58.51916;0;0;88.34413;58.58983
113;3;18.26062;26;46.6457;55.69214;0;0;46.6457;55.69214
114;3;18.27356;26;46.6457;55.69214;0;0;46.6457;55.69214
115;3;18.29065;26;46.75172;55.58613;0.1060143;-0.1060143;46.6457;55.69214
116;3;18.3075;26;46.75172;55.58613;0;0;46.6457;55.69214
117;3;18.32654;26;46.71638;55.66865;-0.03533554;0.08252335;46.6457;55.69214
118;3;19.73621;27;53.35986;57.247;0;0;53.35986;57.247
119;3;19.75403;27;53.35986;57.247;0;0;53.35986;57.247
120;3;19.77112;27;53.52811;57.34457;0.1682549;0.09757233;53.35986;57.247
121;3;19.94055;28;91.80722;56.32822;0;0;91.80722;56.32822
122;3;19.9552;28;91.80722;56.32822;0;0;91.80722;56.32822
123;3;19.97229;28;92.00869;55.8599;0.2014694;-0.4683151;91.80722;56.32822
124;3;19.9884;28;92.01925;55.53898;0.01055908;-0.3209229;91.80722;56.32822
125;3;20.00818;28;92.01925;55.41981;0;-0.1191711;91.80722;56.32822
126;3;20.02185;28;91.92629;55.31649;-0.09295654;-0.1033211;91.80722;56.32822
127;3;20.18982;29;88.34413;20.35449;0;0;88.34413;20.35449
128;3;20.20691;29;88.44287;20.25576;0.09873962;-0.09873199;88.34413;20.35449
129;3;20.22595;29;88.41481;20.08204;-0.02806091;-0.1737194;88.34413;20.35449
130;3;20.24036;29;88.41481;19.97805;0;-0.1039848;88.34413;20.35449
131;3;20.25818;29;88.41481;20.00111;0;0.02305984;88.34413;20.35449
132;3;20.2738;29;88.41481;20.00111;0;0;88.34413;20.35449
133;3;21.85974;30;133.3643;53.07716;0;0;133.3643;53.07716
134;3;21.87146;30;133.3643;53.07716;0;0;133.3643;53.07716
135;3;21.88831;30;133.3643;53.18803;0;0.1108704;133.3643;53.07716
136;3;21.90637;30;133.3643;53.29131;0;0.1032829;133.3643;53.07716
137;3;21.92249;30;133.3643;53.50074;0;0.2094269;133.3643;53.07716
138;3;22.07288;31;95.05829;56.75227;0;0;95.05829;56.75227
139;3;22.09045;31;95.05829;56.75227;0;0;95.05829;56.75227
140;3;22.10803;31;94.79423;56.86385;-0.264061;0.1115837;95.05829;56.75227
141;3;22.12366;31;94.32592;57.04522;-0.4683075;0.1813622;95.05829;56.75227
142;3;22.14221;31;93.82147;57.35301;-0.5044479;0.3077927;95.05829;56.75227
143;3;22.15955;31;93.28969;58.02684;-0.5317841;0.6738281;95.05829;56.75227
144;3;22.3783;32;87.99076;101.2777;0;0;87.99076;101.2777
