UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
9;23;M;L;L;No;18;18;1;0;0;SE;S;E;No;Outset;4.169189;4.231201;4.169189;98.52122;13.10909;-1;97.55909;15.05874;-0.9621277;1.707575;-0.9621277;1.949651;0.06201172;False
9;23;M;L;L;No;18;18;1;1;0;SE;S;E;No;Center;4.557617;4.621582;0.3884277;98.52122;53.10909;40;100.4643;50.95483;1.731812;-1.539394;1.943039;-2.154259;0.06396484;False
9;23;M;L;L;No;18;18;1;2;0;SE;S;E;No;Goal;4.933838;4.994385;0.3762207;138.5212;53.10909;39.99999;146.2699;52.33939;7.528793;-0.7696991;7.748718;-0.7696991;0.06054688;False
9;23;M;L;L;No;18;18;1;3;1;NN;N;N;No;Outset;6.573486;6.67627;1.639648;98.52122;93.10909;-1;98.80984;94.57651;0.5772705;1.948486;0.2886276;1.467422;0.1027832;False
9;23;M;L;L;No;18;18;1;4;1;NN;N;N;No;Center;6.901123;7.010498;0.3276367;98.52122;53.10909;40;102.4659;55.12954;3.078781;0.9621239;3.944695;2.020454;0.109375;False
9;23;M;L;L;No;18;18;1;5;1;NN;N;N;No;Goal;7.25293;7.31543;0.3518066;98.52122;93.10909;40;99.96439;97.94393;0.7696915;5.604553;1.443176;4.834846;0.0625;False
9;23;M;L;L;No;18;18;1;6;2;NN;N;N;No;Outset;9.010498;9.090088;1.757568;98.52122;93.10909;-1;96.98181;92.74849;-1.539406;-0.3605957;-1.539406;-0.3605957;0.07958984;False
9;23;M;L;L;No;18;18;1;7;2;NN;N;N;No;Center;9.35791;9.432617;0.3474121;98.52122;53.10909;40;98.71364;57.34242;0.192421;4.233334;0.192421;4.233334;0.07470703;False
9;23;M;L;L;No;18;18;1;8;2;NN;N;N;No;Goal;9.740967;9.789551;0.3830566;98.52122;93.10909;40;102.5621;97.55909;3.463631;4.450005;4.040909;4.450005;0.04858398;False
9;23;M;L;L;No;18;18;1;9;3;NN;N;N;No;Outset;11.53101;11.60938;1.790039;98.52122;93.10909;-1;99.77197;93.80682;0.9621201;1.178795;1.250748;0.697731;0.07836914;False
9;23;M;L;L;No;18;18;1;10;3;NN;N;N;No;Center;11.82129;11.90137;0.2902832;98.52122;53.10909;40;105.3483;56.25469;7.504539;2.693943;6.827049;3.145599;0.08007813;False
9;23;M;L;L;No;18;18;1;11;3;NN;N;N;No;Goal;12.13062;12.18286;0.3093262;98.52122;93.10909;40;102.8096;93.95807;3.656059;0.6015244;4.288361;0.8489838;0.05224609;False
9;23;M;L;L;No;18;18;1;12;4;NE;N;E;No;Outset;13.90894;13.98999;1.77832;98.52122;93.10909;-1;97.17424;91.94518;-1.346977;-0.9378738;-1.346977;-1.163902;0.08105469;False
9;23;M;L;L;No;18;18;1;13;4;NE;N;E;No;Center;14.26465;14.3269;0.3557129;98.52122;53.10909;40;98.61742;51.08864;-0.1924362;-1.731819;0.09620667;-2.020451;0.06225586;False
9;23;M;L;L;No;18;18;1;14;4;NE;N;E;No;Goal;14.59131;14.6665;0.3266602;138.5212;53.10909;39.99999;144.1722;52.72424;5.412125;-0.3848495;5.651001;-0.3848495;0.07519531;False
9;23;M;L;L;No;18;18;1;15;5;SW;S;W;No;Outset;16.33398;16.39087;1.742676;98.52122;13.10909;-1;101.0227;15.39394;2.501511;2.284849;2.501511;2.284849;0.05688477;False
9;23;M;L;L;No;18;18;1;16;5;SW;S;W;No;Center;16.69751;16.75098;0.3635254;98.52122;53.10909;40;102.8996;57.72727;4.618172;4.618183;4.378403;4.618183;0.0534668;False
9;23;M;L;L;No;18;18;1;17;5;SW;S;W;No;Goal;17.03687;17.07495;0.3393555;58.52121;53.10909;40.00001;55.89664;55.5638;-3.103027;2.693943;-2.624569;2.454708;0.03808594;False
9;23;M;L;L;No;18;18;1;18;6;NS;N;S;No;Outset;18.79639;18.85571;1.759521;98.52122;93.10909;-1;97.17424;92.55606;-1.346977;-0.5530243;-1.346977;-0.5530243;0.05932617;False
9;23;M;L;L;No;18;18;1;19;6;NS;N;S;No;Center;19.18188;19.22949;0.385498;98.52122;53.10909;40;100.8303;57.15;1.731812;4.040909;2.309082;4.040909;0.04760742;False
9;23;M;L;L;No;18;18;1;20;6;NS;N;S;No;Goal;19.48779;19.52856;0.3059082;98.52122;13.10909;40;96.21212;10.77576;-2.309097;-2.333333;-2.309097;-2.333333;0.04077148;False
9;23;M;L;L;No;18;18;1;21;7;SE;S;E;No;Outset;21.28735;21.34521;1.799561;98.52122;13.10909;-1;102.3697;19.05;3.84848;5.940908;3.84848;5.940908;0.05786133;False
