LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY
0;2;5.287109;0;100.4455;12.12273;0;0;100.4455;12.12273
1;2;5.30603;0;100.4455;12.12273;0;0;100.4455;12.12273
2;2;5.334106;0;100.4455;12.12273;0;0;100.4455;12.12273
3;2;5.342651;0;100.4455;12.12273;0;0;100.4455;12.12273
4;2;5.355103;0;100.4455;12.12273;0;0;100.4455;12.12273
5;2;5.373535;0;100.8028;12.48005;0.3573151;0.3573256;100.4455;12.12273
6;2;5.731567;1;97.75151;57.72727;0;0;97.75151;57.72727
7;2;5.74939;1;97.75151;57.72727;0;0;97.75151;57.72727
8;2;5.767456;1;97.75151;57.72727;0;0;97.75151;57.72727
9;2;5.782471;1;97.75151;57.72727;0;0;97.75151;57.72727
10;2;5.815552;1;97.75151;57.72727;0;0;97.75151;57.72727
11;2;5.832886;1;97.75151;57.72727;0;0;97.75151;57.72727
12;2;6.07666;2;56.76515;55.03333;0;0;56.76515;55.03333
13;2;6.100952;2;56.9614;55.03333;0.1962433;0;56.76515;55.03333
14;2;6.11499;2;57.17622;55.25197;0.2148209;0.2186356;56.76515;55.03333
15;2;7.654053;3;136.8136;55.80303;0;0;136.8136;55.80303
16;2;7.674927;3;136.8136;55.80303;0;0;136.8136;55.80303
17;2;7.692871;3;136.8136;55.80303;0;0;136.8136;55.80303
18;2;7.709595;3;136.8136;55.80303;0;0;136.8136;55.80303
19;2;7.739014;3;137.2932;55.80303;0.479599;0;136.8136;55.80303
20;2;7.746216;3;137.2932;55.80303;0;0;136.8136;55.80303
21;2;7.981079;4;99.09849;51.76212;0;0;99.09849;51.76212
22;2;8.00061;4;99.09849;51.76212;0;0;99.09849;51.76212
23;2;8.022949;4;99.09849;51.76212;0;0;99.09849;51.76212
24;2;8.295898;5;52.33939;57.53485;0;0;52.33939;57.53485
25;2;8.310547;5;52.33939;57.53485;0;0;52.33939;57.53485
26;2;8.326782;5;52.33939;57.53485;0;0;52.33939;57.53485
27;2;8.349487;5;52.33939;57.53485;0;0;52.33939;57.53485
28;2;9.923218;6;97.36666;92.74849;0;0;97.36666;92.74849
29;2;9.94812;6;97.36666;92.74849;0;0;97.36666;92.74849
30;2;9.971313;6;97.58405;92.74849;0.217392;0;97.36666;92.74849
31;2;10.18176;7;95.25;56.3803;0;0;95.25;56.3803
32;2;10.2019;7;95.25;56.3803;0;0;95.25;56.3803
33;2;10.21716;7;95.25;56.3803;0;0;95.25;56.3803
34;2;10.41187;8;54.45606;58.49697;0;0;54.45606;58.49697
35;2;10.42749;8;54.45606;58.49697;0;0;54.45606;58.49697
36;2;10.44287;8;54.45606;58.49697;0;0;54.45606;58.49697
37;2;10.45923;8;54.45606;58.49697;0;0;54.45606;58.49697
38;2;10.48499;8;54.65875;58.49697;0.2026901;0;54.45606;58.49697
39;2;10.49451;8;54.65875;58.49697;0;0;54.45606;58.49697
40;2;12.06213;9;60.03636;50.99242;0;0;60.03636;50.99242
41;2;12.0824;9;60.03636;50.99242;0;0;60.03636;50.99242
42;2;12.11194;9;60.27893;50.99242;0.242569;0;60.03636;50.99242
43;2;12.12097;9;60.51742;50.99242;0.2384911;0;60.03636;50.99242
44;2;12.31104;10;97.17424;53.10909;0;0;97.17424;53.10909
45;2;12.32397;10;97.17424;53.10909;0;0;97.17424;53.10909
46;2;12.34619;10;97.17424;53.10909;0;0;97.17424;53.10909
47;2;12.35779;10;97.56804;53.70426;0.3937988;0.5951729;97.17424;53.10909
48;2;12.37341;10;97.56804;53.70426;0;0;97.17424;53.10909
49;2;12.54492;11;60.80606;58.30454;0;0;60.80606;58.30454
50;2;12.57129;11;60.80606;58.30454;0;0;60.80606;58.30454
51;2;12.57983;11;61.03483;58.30454;0.2287712;0;60.80606;58.30454
52;2;12.59631;11;60.71284;58.01889;-0.3219948;-0.2856522;60.80606;58.30454
53;2;14.16296;12;60.80606;54.45606;0;0;60.80606;54.45606
54;2;14.18933;12;61.49546;54.82879;0.6894035;0.3727303;60.80606;54.45606
55;2;14.19788;12;61.49546;54.82879;0;0;60.80606;54.45606
56;2;14.40869;13;101.2151;57.9197;0;0;101.2151;57.9197
57;2;14.4303;13;101.2151;57.9197;0;0;101.2151;57.9197
58;2;14.44043;13;101.2151;57.9197;0;0;101.2151;57.9197
59;2;14.45593;13;101.2151;57.9197;0;0;101.2151;57.9197
60;2;14.62708;14;62.53788;57.72727;0;0;62.53788;57.72727
61;2;14.64832;14;62.53788;57.72727;0;0;62.53788;57.72727
62;2;14.66809;14;62.9851;57.72727;0.4472237;0;62.53788;57.72727
63;2;16.297;15;136.4288;56.76515;0;0;136.4288;56.76515
64;2;16.32056;15;136.4288;56.76515;0;0;136.4288;56.76515
65;2;16.34692;15;136.8136;57.15001;0.3848572;0.384861;136.4288;56.76515
66;2;16.35535;15;136.8136;57.15001;0;0;136.4288;56.76515
67;2;16.52295;16;101.4076;53.87878;0;0;101.4076;53.87878
68;2;16.54309;16;101.4076;53.87878;0;0;101.4076;53.87878
69;2;16.56372;16;101.4076;53.87878;0;0;101.4076;53.87878
70;2;16.73242;17;135.2742;54.64849;0;0;135.2742;54.64849
71;2;16.74951;17;135.2742;54.64849;0;0;135.2742;54.64849
72;2;16.7655;17;135.5629;54.64849;0.2886353;0;135.2742;54.64849
73;2;16.78674;17;135.4667;54.93712;-0.09619141;0.2886314;135.2742;54.64849
74;2;16.79932;17;136.6212;55.99546;1.154541;1.058338;135.2742;54.64849
75;2;18.40283;18;60.61364;50.8;0;0;60.61364;50.8
76;2;18.42944;18;60.81983;50.8;0.2061882;0;60.61364;50.8
77;2;18.44153;18;60.81983;50.8;0;0;60.61364;50.8
78;2;18.65503;19;97.17424;49.45303;0;0;97.17424;49.45303
79;2;18.67578;19;97.17424;49.45303;0;0;97.17424;49.45303
80;2;18.93384;20;94.67273;12.89242;0;0;94.67273;12.89242
81;2;18.95239;20;94.67273;13.10677;0;0.2143459;94.67273;12.89242
82;2;20.68713;21;97.36666;14.23939;0;0;97.36666;14.23939
83;2;20.71179;21;97.36666;14.23939;0;0;97.36666;14.23939
84;2;20.72571;21;97.59489;14.69584;0.2282257;0.4564486;97.36666;14.23939
