LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY
0;12;4.108887;0;58.49697;52.53181;0;0;58.49697;52.53181
1;12;4.129395;0;58.69834;52.53181;0.2013702;0;58.49697;52.53181
2;12;4.142578;0;58.68939;52.31066;-0.008945465;-0.2211533;58.49697;52.53181
3;12;5.055664;1;98.32878;55.03333;0;0;98.32878;55.03333
4;12;5.074707;1;98.32878;55.03333;0;0;98.32878;55.03333
5;12;5.091309;1;98.04015;52.72424;-0.2886276;-2.309093;98.32878;55.03333
6;12;5.870117;2;59.07424;50.60757;0;0;59.07424;50.60757
7;12;5.888184;2;59.07424;50.60757;0;0;59.07424;50.60757
8;12;5.902344;2;59.07424;50.60757;0;0;59.07424;50.60757
9;12;5.92041;2;59.07424;50.36341;0;-0.2441597;59.07424;50.60757
10;12;7.841309;3;138.5455;54.45606;0;0;138.5455;54.45606
11;12;7.854004;3;138.5455;54.45606;0;0;138.5455;54.45606
12;12;7.867188;3;138.5455;54.45606;0;0;138.5455;54.45606
13;12;7.88623;3;138.5455;54.45606;0;0;138.5455;54.45606
14;12;8.646484;4;97.94393;50.99242;0;0;97.94393;50.99242
15;12;8.666504;4;97.94393;50.99242;0;0;97.94393;50.99242
16;12;8.682129;4;97.94393;50.99242;0;0;97.94393;50.99242
17;12;9.396973;5;59.45909;54.07121;0;0;59.45909;54.07121
18;12;9.410156;5;59.45909;54.07121;0;0;59.45909;54.07121
19;12;9.427246;5;59.45909;54.07121;0;0;59.45909;54.07121
20;12;9.443848;5;59.45909;53.85868;0;-0.2125359;59.45909;54.07121
21;12;11.29346;6;58.11212;53.87878;0;0;58.11212;53.87878
22;12;11.3125;6;58.11212;53.87878;0;0;58.11212;53.87878
23;12;11.3252;6;58.11212;53.87878;0;0;58.11212;53.87878
24;12;11.34375;6;58.11212;53.87878;0;0;58.11212;53.87878
25;12;11.37012;6;58.11212;53.87878;0;0;58.11212;53.87878
26;12;11.37891;6;58.11212;53.87878;0;0;58.11212;53.87878
27;12;12.18604;7;97.55909;51.76212;0;0;97.55909;51.76212
28;12;12.21191;7;97.55909;51.76212;0;0;97.55909;51.76212
29;12;12.2207;7;97.55909;51.76212;0;0;97.55909;51.76212
30;12;12.23828;7;97.55909;51.76212;0;0;97.55909;51.76212
31;12;13.08447;8;97.36666;13.08485;0;0;97.36666;13.08485
32;12;13.11084;8;97.36666;13.08485;0;0;97.36666;13.08485
33;12;13.11914;8;97.36666;13.08485;0;0;97.36666;13.08485
34;12;13.13721;8;97.36666;13.08485;0;0;97.36666;13.08485
35;12;14.9248;9;138.353;50.0303;0;0;138.353;50.0303
36;12;14.94092;9;138.353;50.0303;0;0;138.353;50.0303
37;12;14.95459;9;138.353;50.0303;0;0;138.353;50.0303
38;12;14.97217;9;138.353;50.0303;0;0;138.353;50.0303
39;12;14.98828;9;138.353;50.0303;0;0;138.353;50.0303
40;12;15.73926;10;97.75151;50.22273;0;0;97.75151;50.22273
41;12;15.75098;10;97.75151;50.22273;0;0;97.75151;50.22273
