ID;StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;AccelerationX;AccelerationY;AccelerationZ;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;0;17;0.9072266;0;96.50076;111.7985;0;0;96.50076;111.7985;0.3739234;0.08561456;-0.9629808;68.8549;85.26231;158.2803;2019/08/07 15:19:59;C
 ;12;1;17;0.9414063;0;97.26659;110.4579;0.7658386;-1.34053;96.50076;111.7985;0.3456292;-0.02341595;-1.013228;71.16929;91.25301;161.1245;2019/08/07 15:19:59;C
 ;12;2;17;1.277344;1;101.2984;71.96667;0;0;101.2984;71.96667;0.413072;-0.004512448;-0.7963861;62.58537;90.28818;152.5836;2019/08/07 15:20:00;C
 ;12;3;17;1.310547;1;101.2151;71.87045;-0.08326721;-0.09621429;101.2984;71.96667;0.3817287;0.01329343;-0.977128;68.663;89.27398;158.6494;2019/08/07 15:20:00;C
 ;12;4;17;1.479492;2;141.8167;66.48257;0;0;141.8167;66.48257;0.4091693;0.09183442;-0.9361501;66.49151;84.86365;155.87;2019/08/07 15:20:00;C
 ;12;5;17;1.512695;2;141.8167;66.38636;0;-0.09621429;141.8167;66.48257;0.3667279;0.09573708;-1.055913;70.92;85.10461;160.2545;2019/08/07 15:20:00;C
 ;12;6;17;3.259766;3;57.15;73.025;0;0;57.15;73.025;0.2630635;-0.05183217;-1.018838;75.54036;92.82001;165.2561;2019/08/07 15:20:02;C
 ;12;7;17;3.461914;4;103.9091;73.60227;0;0;103.9091;73.60227;0.4135598;0.1064694;-0.6144247;56.44761;81.8196;145.1994;2019/08/07 15:20:02;C
 ;12;8;17;3.495117;4;103.9091;73.44605;0;-0.1562195;103.9091;73.60227;0.3407508;-0.03719721;-1.034936;71.78694;91.95524;161.6749;2019/08/07 15:20:02;C
 ;12;9;17;3.730469;5;101.1189;29.3447;0;0;101.1189;29.3447;0.3980711;0.3272135;-0.3651424;50.92731;58.79445;125.3217;2019/08/07 15:20:02;C
 ;12;10;17;3.763672;5;101.1189;29.18768;0;-0.1570129;101.1189;29.3447;0.3200179;-0.128056;-0.7987034;68.41529;98.46507;156.6569;2019/08/07 15:20:02;C
 ;12;11;17;5.477539;6;96.21212;110.2591;0;0;96.21212;110.2591;0.3478244;0.006219861;-0.9796891;70.45369;89.6572;160.4504;2019/08/07 15:20:04;C
 ;12;12;17;5.779297;7;98.89178;77.83561;0;0;98.89178;77.83561;0.3385556;0.001341539;-0.6846725;63.68865;89.89936;153.6884;2019/08/07 15:20:04;C
 ;12;13;17;6.048828;8;103.8129;30.69167;0;0;103.8129;30.69167;0.4278289;0.3357505;-0.1597651;40.99377;53.6771;106.3712;2019/08/07 15:20:05;C
 ;12;14;17;7.62793;9;100.7341;34.44394;0;0;100.7341;34.44394;0.3796555;-0.110494;-0.4053886;47.90028;101.2516;135.7141;2019/08/07 15:20:06;C
 ;12;15;17;7.661133;9;100.7341;34.44394;0;0;100.7341;34.44394;0.3266037;-0.05524701;-1.032009;72.46236;92.92175;162.205;2019/08/07 15:20:06;C
 ;12;16;17;7.829102;10;95.44242;75.33409;0;0;95.44242;75.33409;0.4312437;0.01487888;-0.4225847;44.4367;88.58835;134.4019;2019/08/07 15:20:06;C
 ;12;17;17;7.863281;10;95.44242;75.20904;0;-0.1250534;95.44242;75.33409;0.2845281;-0.007805316;-1.191042;76.56469;90.3652;166.5595;2019/08/07 15:20:06;C
 ;12;18;17;7.99707;11;133.35;75.04546;0;0;133.35;75.04546;0.2544045;-0.03975833;-0.5551531;65.43536;93.72504;155.1171;2019/08/07 15:20:06;C
 ;12;19;17;8.03125;11;133.35;74.94924;0;-0.09621429;133.35;75.04546;0.2473309;0.0250014;-1.200555;78.36159;88.83152;168.3015;2019/08/07 15:20:06;C
 ;12;20;17;9.710938;12;62.24924;75.52651;0;0;62.24924;75.52651;0.4450249;-0.0113421;-0.6005215;53.46407;90.86936;143.4503;2019/08/07 15:20:08;C
 ;12;21;17;9.744141;12;62.24924;75.52651;0;0;62.24924;75.52651;0.3456292;0.0006097903;-0.8743173;68.43046;89.96284;158.4304;2019/08/07 15:20:08;C
 ;12;22;17;9.979492;13;103.428;72.64015;0;0;103.428;72.64015;0.4073399;0.0226842;-0.5532017;53.65758;88.1088;143.5922;2019/08/07 15:20:08;C
 ;12;23;17;10.01367;13;103.3318;72.54277;-0.09620667;-0.09738159;103.428;72.64015;0.3529466;-0.001951329;-0.9739571;70.08032;90.10792;160.08;2019/08/07 15:20:08;C
