ID;StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;AccelerationX;AccelerationY;AccelerationZ;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;0;3;0.840332;0;59.07424;69.85;0;0;59.07424;69.85;0.2313544;0.08256561;-0.9807867;76.77245;85.31596;165.939;2019/08/06 12:41:45;S
 ;12;1;3;1.076172;1;102.0811;73.21742;0;0;102.0811;73.21742;0.2136705;0.07012589;-0.9498094;77.35502;85.88002;166.6795;2019/08/06 12:41:45;S
 ;12;2;3;1.109375;1;102.0811;72.7046;0;-0.512825;102.0811;73.21742;0.1985477;0.06451581;-1.054084;79.35218;86.55792;168.7972;2019/08/06 12:41:45;S
 ;12;3;3;1.311523;2;99.29091;34.05909;0;0;99.29091;34.05909;0.2869673;0.1348856;-0.8974893;72.45338;81.85331;160.5414;2019/08/06 12:41:46;S
 ;12;4;3;1.345215;2;99.29091;33.85283;0;-0.2062607;99.29091;34.05909;0.2341595;0.08976113;-0.9610295;76.36355;84.81483;165.3752;2019/08/06 12:41:46;S
 ;12;5;3;2.89209;3;59.36288;68.79166;0;0;59.36288;68.79166;0.3137981;0.1312269;-0.7602865;67.8673;80.93505;155.8975;2019/08/06 12:41:47;S
 ;12;6;3;2.925781;3;59.16365;68.59244;-0.1992264;-0.1992264;59.36288;68.79166;0.2756252;0.09732253;-0.9574927;74.01903;84.42123;163.0237;2019/08/06 12:41:47;S
 ;12;7;3;3.127441;4;104.1977;76.38033;0;0;104.1977;76.38033;0.2390378;0.05805203;-0.9559073;75.98512;86.62827;165.569;2019/08/06 12:41:47;S
 ;12;8;3;3.161133;4;104.1977;75.48131;0;-0.899025;104.1977;76.38033;0.2067189;0.05219805;-1.075426;79.13178;87.27109;168.7863;2019/08/06 12:41:48;S
 ;12;9;3;3.362793;5;99.37161;33.75495;0;0;99.37161;33.75495;0.2911139;0.1158602;-0.9023677;72.25613;83.03332;160.8519;2019/08/06 12:41:48;S
 ;12;10;3;4.944336;6;55.61061;74.94924;0;0;55.61061;74.94924;0.2948946;0.1257388;-0.9212711;72.40331;82.59381;160.8132;2019/08/06 12:41:49;S
 ;12;11;3;4.978027;6;55.51439;74.70872;-0.09621429;-0.2405243;55.61061;74.94924;0.2707469;0.09622491;-0.9288325;73.83102;84.32012;162.8103;2019/08/06 12:41:49;S
 ;12;12;3;5.212891;7;107.3727;73.50607;0;0;107.3727;73.50607;0.2728202;0.06244253;-0.8180947;71.60724;85.85862;161.1139;2019/08/06 12:41:50;S
 ;12;13;3;5.246582;7;107.1322;73.26553;-0.2405243;-0.2405319;107.3727;73.50607;0.2258663;0.06854043;-1.016398;77.49868;86.23372;166.926;2019/08/06 12:41:50;S
 ;12;14;3;5.481934;8;55.99546;67.73334;0;0;55.99546;67.73334;0.2822109;0.1130551;-0.9172466;73.01936;83.28123;161.6626;2019/08/06 12:41:50;S
 ;12;15;3;5.515625;8;55.99546;67.67893;0;-0.05440521;55.99546;67.73334;0.2514775;0.09720057;-0.9698105;75.53246;84.45863;164.464;2019/08/06 12:41:50;S
 ;12;16;3;7.097656;9;99.48334;34.80022;0;0;99.48334;34.80022;0.2983094;0.09012701;-0.8601702;70.96994;84.34648;160.0853;2019/08/06 12:41:51;S
 ;12;17;3;7.130859;9;99.48334;34.32085;0;-0.4793701;99.48334;34.80022;0.2495262;0.110372;-0.9901775;75.93947;83.83098;164.5943;2019/08/06 12:41:51;S
 ;12;18;3;7.366699;10;102.4659;78.36477;0;0;102.4659;78.36477;0.2396476;0.05914966;-1.011886;76.69788;86.74445;166.291;2019/08/06 12:41:52;S
 ;12;19;3;7.602051;11;98.04015;109.297;0;0;98.04015;109.297;0.2131827;0.09634686;-0.997373;77.98919;84.60346;166.7994;2019/08/06 12:41:52;S
 ;12;20;3;7.635742;11;98.19875;109.297;0.1585999;0;98.04015;109.297;0.29087;0.07146742;-0.9810306;73.52648;86.00471;163.0219;2019/08/06 12:41:52;S
 ;12;21;3;9.148926;12;138.0644;74.94924;0;0;138.0644;74.94924;0.3003827;0.05878378;-0.8187045;69.8995;86.14368;159.5013;2019/08/06 12:41:54;S
 ;12;22;3;9.182617;12;138.0644;74.75617;0;-0.1930695;138.0644;74.94924;0.2511116;0.09805428;-1.112745;77.33066;85.08706;166.3817;2019/08/06 12:41:54;S
 ;12;23;3;9.216309;12;137.8729;74.66061;-0.1914673;-0.0955658;138.0644;74.94924;0.2603805;0.09561512;-1.102379;76.75833;85.17496;165.8764;2019/08/06 12:41:54;S
 ;12;24;3;9.417969;13;99.77197;73.69849;0;0;99.77197;73.69849;0.2594048;0.09268813;-0.875293;73.57893;84.20268;162.5305;2019/08/06 12:41:54;S
 ;12;25;3;9.45166;13;99.57829;73.31113;-0.1936722;-0.3873596;99.77197;73.69849;0.2467211;0.09463945;-1.00652;76.28525;84.78205;165.2896;2019/08/06 12:41:54;S
 ;12;26;3;9.687012;14;56.09166;74.17954;0;0;56.09166;74.17954;0.302456;0.093054;-0.9174905;71.8419;84.49805;160.9704;2019/08/06 12:41:54;S
 ;12;27;3;9.720703;14;55.89378;73.98167;-0.1978798;-0.197876;56.09166;74.17954;0.2275737;0.09976169;-0.9889579;77.10423;84.38549;165.8961;2019/08/06 12:41:54;S
 ;12;28;3;11.23389;15;140.2773;76.58485;0;0;140.2773;76.58485;0.2633075;0.05585679;-0.9338328;74.28014;86.70513;163.921;2019/08/06 12:41:56;S
 ;12;29;3;11.50293;16;101.6962;74.75681;0;0;101.6962;74.75681;0.2595268;0.0945175;-0.9415162;74.66269;84.47217;163.6505;2019/08/06 12:41:56;S
 ;12;30;3;11.53662;16;101.3991;74.45967;-0.2971497;-0.297142;101.6962;74.75681;0.2469651;0.05866183;-0.9792013;75.86892;86.67548;165.4672;2019/08/06 12:41:56;S
 ;12;31;3;11.73828;17;57.9197;73.025;0;0;57.9197;73.025;0.2866014;0.08561456;-0.9587123;73.41862;85.10966;162.6722;2019/08/06 12:41:56;S
 ;12;32;3;13.28564;18;99.57954;33.96288;0;0;99.57954;33.96288;0.3057489;0.08451694;-0.8633411;70.58442;84.72771;159.8253;2019/08/06 12:41:58;S
 ;12;33;3;13.31934;18;99.27203;33.77045;-0.3075104;-0.1924248;99.57954;33.96288;0.2630635;0.128056;-0.9999341;75.37482;82.93986;163.6908;2019/08/06 12:41:58;S
 ;12;34;3;13.521;19;99.96439;74.27576;0;0;99.96439;74.27576;0.2485505;0.0543933;-0.959688;75.50224;86.85945;165.1513;2019/08/06 12:41:58;S
 ;12;35;3;13.55469;19;99.96439;74.17954;0;-0.09621429;99.96439;74.27576;0.2451357;0.06646714;-1.045912;76.83501;86.45946;166.3506;2019/08/06 12:41:58;S
 ;12;36;3;13.75684;20;137.2947;73.98712;0;0;137.2947;73.98712;0.2518434;0.08963917;-0.8622435;73.8007;84.30126;162.7751;2019/08/06 12:41:58;S
 ;12;37;3;15.3374;21;94.28788;109.8742;0;0;94.28788;109.8742;0.2079385;0.09293205;-1.012374;78.44033;84.86183;167.3209;2019/08/06 12:42:00;S
 ;12;38;3;15.37109;21;94.28788;109.778;0;-0.09621429;94.28788;109.8742;0.1845225;0.09817623;-1.18714;81.19454;85.32825;170.0145;2019/08/06 12:42:00;S
 ;12;39;3;15.57275;22;102.8508;73.025;0;0;102.8508;73.025;0.2475749;0.1107379;-0.7833366;72.62299;82.32308;160.9028;2019/08/06 12:42:00;S
 ;12;40;3;15.60645;22;102.7056;72.87981;-0.145195;-0.1451874;102.8508;73.025;0.2283055;0.1072011;-1.034204;77.61563;84.22028;166.2943;2019/08/06 12:42:00;S
 ;12;41;3;15.8418;23;100.253;34.63636;0;0;100.253;34.63636;0.2718445;0.08463889;-0.939077;73.9171;85.05193;163.1334;2019/08/06 12:42:00;S
 ;12;42;3;17.38867;24;95.25;116.3205;0;0;95.25;116.3205;0.2273298;0.1007374;-1.096159;78.33146;84.85806;167.2194;2019/08/06 12:42:02;S
 ;12;43;3;17.62402;25;103.9091;76.29621;0;0;103.9091;76.29621;0.2807474;0.07841903;-0.904075;72.8093;85.26458;162.1295;2019/08/06 12:42:02;S
 ;12;44;3;17.65771;25;103.5723;75.43031;-0.3367386;-0.8659058;103.9091;76.29621;0.2456235;0.07732141;-0.9866407;76.06149;85.65118;165.3725;2019/08/06 12:42:02;S
 ;12;45;3;17.89307;26;100.4455;33.00076;0;0;100.4455;33.00076;0.29087;0.08524869;-0.90127;72.18782;84.85635;161.4117;2019/08/06 12:42:02;S
 ;12;46;3;19.54102;27;57.05378;73.50607;0;0;57.05378;73.50607;0.2901382;0.1215922;-0.956639;73.2551;83.06503;161.7968;2019/08/06 12:42:04;S
 ;12;47;3;19.77637;28;100.1568;73.31364;0;0;100.1568;73.31364;0.2817231;0.0514663;-0.9145635;72.90448;86.92157;162.6126;2019/08/06 12:42:04;S
 ;12;48;3;19.81006;28;100.1568;73.21742;0;-0.09621429;100.1568;73.31364;0.2692834;0.06463777;-0.9950558;74.88763;86.41205;164.4477;2019/08/06 12:42:04;S
 ;12;49;3;20.01172;29;136.0439;72.44772;0;0;136.0439;72.44772;0.2690395;0.0712235;-0.8593165;72.67126;85.47744;162.0544;2019/08/06 12:42:04;S
 ;12;50;3;20.04541;29;136.1197;72.17952;0.07579041;-0.2682037;136.0439;72.44772;0.2467211;0.0924442;-1.048473;76.80774;85.09454;165.8942;2019/08/06 12:42:04;S
 ;12;51;3;21.56006;30;133.7348;74.56439;0;0;133.7348;74.56439;0.2845281;0.07573596;-0.9172466;72.82121;85.49088;162.2034;2019/08/06 12:42:06;S
 ;12;52;3;21.59375;30;133.4678;74.37196;-0.2670441;-0.1924286;133.7348;74.56439;0.2706249;0.08427302;-1.002983;74.95065;85.36224;164.2197;2019/08/06 12:42:06;S
 ;12;53;3;21.79541;31;100.3492;73.89091;0;0;100.3492;73.89091;0.2831866;0.08037036;-0.9574927;73.57858;85.39808;162.9105;2019/08/06 12:42:06;S
 ;12;54;3;21.8291;31;100.002;73.21535;-0.3471909;-0.6755524;100.3492;73.89091;0.2625757;0.08219973;-1.000178;75.33743;85.45503;164.6188;2019/08/06 12:42:06;S
 ;12;55;3;22.03076;32;102.5621;40.12046;0;0;102.5621;40.12046;0.2859916;0.1050059;-0.9298083;73.00483;83.83922;161.8582;2019/08/06 12:42:06;S
 ;12;56;3;23.64502;33;58.68939;73.31364;0;0;58.68939;73.31364;0.3498977;0.1224459;-0.9087095;69.11313;82.83282;157.8072;2019/08/06 12:42:08;S
 ;12;57;3;23.67871;33;58.68939;73.16932;0;-0.1443176;58.68939;73.31364;0.2884308;0.09817623;-0.9426138;73.07268;84.31239;162.0876;2019/08/06 12:42:08;S
 ;12;58;3;23.84717;34;100.6379;72.92879;0;0;100.6379;72.92879;0.2485505;0.05036868;-0.8622435;73.94579;86.78734;163.6104;2019/08/06 12:42:08;S
 ;12;59;3;23.88037;34;100.6379;72.78447;0;-0.1443176;100.6379;72.92879;0.2609903;0.07622378;-0.9984707;75.39188;85.77586;164.7672;2019/08/06 12:42:08;S
 ;12;60;3;23.91406;34;100.5417;72.11098;-0.09621429;-0.6734848;100.6379;72.92879;0.2575754;0.07354071;-1.02957;75.98846;86.03613;165.4164;2019/08/06 12:42:08;S
 ;12;61;3;24.11621;35;94.67273;33.77045;0;0;94.67273;33.77045;0.3077002;0.1433007;-0.9024896;71.3902;81.45305;159.3884;2019/08/06 12:42:08;S
 ;12;62;3;24.14941;35;94.57651;33.48182;-0.09622192;-0.2886353;94.67273;33.77045;0.2585511;0.1000056;-0.9494435;74.84662;84.19696;163.7233;2019/08/06 12:42:09;S
 ;12;63;3;25.76318;36;104.2774;35.50227;0;0;104.2774;35.50227;0.2929432;0.1019569;-0.8968796;72.01995;83.83246;160.9224;2019/08/06 12:42:10;S
 ;12;64;3;25.99902;37;102.3474;73.48381;0;0;102.3474;73.48381;0.2596487;0.0628084;-0.9884701;75.31052;86.48324;164.8769;2019/08/06 12:42:10;S
