StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;11;23;M;R;R;No;6;18;1;0;0;WS;W;S;No;Outset;1.904.297;1.978.516;1.904.297;5.046.439;5.654.025;-1;4.975.542;569.643;-0.7796516;0.4240532;-0.7089767;0.4240532;0.07421875;True
;11;23;M;R;R;No;6;18;1;1;0;WS;W;S;No;Center;2.600.098;2.718.262;0.6958008;9.046.439;5.654.025;40;9.095.912;5.413.728;0.07067108;-2.897.686;0.4947281;-2.402.962;0.1181641;True
;11;23;M;R;R;No;6;18;1;2;0;WS;W;S;No;Goal;3.263.672;339.209;0.6635742;9.046.439;1.654.025;3.999.999;8.987.019;1.399.371;-0.8481064;-3.182.618;-0.5942078;-254.654;0.128418;True
;11;23;M;R;R;No;6;18;1;3;1;ES;E;S;No;Outset;5.205.078;5.273.926;1.941.406;1.304.644;5.654.025;-1;1.318.094;5.569.214;1.133.011;-0.9187813;1.345.047;-0.8481026;0.06884766;True
;11;23;M;R;R;No;6;18;1;4;1;ES;E;S;No;Center;5.791.992;5.896.973;0.5869141;9.046.439;5.654.025;4.000.001;9.004.034;5.632.822;-0.7067566;-0.2120285;-0.4240494;-0.2120285;0.1049805;True
;11;23;M;R;R;No;6;18;1;5;1;ES;E;S;No;Goal;6.431.641;6.532.715;0.6396484;9.046.439;1.654.025;3.999.999;9.032.304;1.719.429;-0.2826996;0.4924984;-0.1413498;0.6540356;0.1010742;True
;11;23;M;R;R;No;6;18;1;6;2;SE;S;E;No;Outset;8.385.742;8.484.375;1.954.102;9.046.439;1.654.025;-1;8.898.022;1.816.356;-1.554.855;1.411.278;-1.484.177;1.623.304;0.09863281;True
;11;23;M;R;R;No;6;18;1;7;2;SE;S;E;No;Center;9.020.996;9.104.492;0.6352539;9.046.439;5.654.025;3.999.999;9.025.237;5.625.755;-0.2826996;-0.6360741;-0.2120285;-0.2826996;0.08349609;True
;11;23;M;R;R;No;6;18;1;8;2;SE;S;E;No;Goal;9.594.727;9.692.383;0.5737305;1.304.644;5.654.025;4.000.001;130.82;5.420.796;0.2849274;-2.544.312;0.3555908;-2.332.283;0.09765625;True
;11;23;M;R;R;No;6;18;1;9;3;EN;E;N;No;Outset;1.139.111;1.154.688;1.796.387;1.304.644;5.654.025;-1;1.288.253;5.594.973;-3.460.876;-176.688;-1.639.084;-0.590519;0.1557617;True
;11;23;M;R;R;No;6;18;1;10;3;EN;E;N;No;Center;120.127;1.211.279;0.621582;9.046.439;5.654.025;4.000.001;8.869.751;5.420.796;-2.120.262;-2.685.661;-1.766.884;-2.332.283;0.1000977;True
;11;23;M;R;R;No;6;18;1;11;3;EN;E;N;No;Goal;1.260.059;1.268.408;0.5878906;9.046.439;9.654.025;40;9.244.331;9.696.652;1.766.884;0.567627;1.978.912;0.4262772;0.08349609;True
;11;23;M;R;R;No;6;18;1;12;4;NN;N;N;No;Outset;1.443.213;1.449.951;1.831.543;9.046.439;9.654.025;-1;9.018.169;9.802.665;-0.3533783;1.345.055;-0.2826996;1.486.404;0.06738281;True
;11;23;M;R;R;No;6;18;1;13;4;NN;N;N;No;Center;1.500.342;1.510.742;0.5712891;9.046.439;5.654.025;40;9.194.858;5.470.269;1.554.855;-1.978.909;1.484.184;-1.837.559;0.1040039;True
;11;23;M;R;R;No;6;18;1;14;4;NN;N;N;No;Goal;1.580.127;1.586.328;0.7978516;9.046.439;9.654.025;40;910.298;1.013.484;0.9187775;5.373.543;0.5654068;4.808.144;0.06201172;True
;11;23;M;R;R;No;6;18;1;15;5;ES;E;S;No;Outset;177.124;178.125;1.911.133;1.304.644;5.654.025;-1;1.281.343;5.590.417;-2.471.413;-0.7774239;-2.330.078;-0.6360741;0.1000977;True
;11;23;M;R;R;No;6;18;1;16;5;ES;E;S;No;Center;1.824.902;183.501;0.5366211;9.046.439;5.654.025;4.000.001;8.940.426;5.463.202;-1.130.806;-2.402.962;-1.060.135;-190.823;0.1010742;True
;11;23;M;R;R;No;6;18;1;17;5;ES;E;S;No;Goal;1.880.225;1.890.283;0.5532227;9.046.439;1.654.025;3.999.999;913.125;1.781.018;0.5654068;0.9872246;0.8481064;1.269.926;0.1005859;True
;11;23;M;R;R;No;6;18;1;18;6;NS;N;S;No;Outset;2.062.451;207.207;1.822.266;9.046.439;9.654.025;-1;9.025.457;9.619.351;0;0.002227783;-0.2098236;-0.3467331;0.09619141;True
;11;23;M;R;R;No;6;18;1;19;6;NS;N;S;No;Center;2.117.725;2.127.344;0.5527344;9.046.439;5.654.025;40;8.968.697;5.590.417;-0.7774277;-0.8481026;-0.7774277;-0.6360741;0.09619141;True
;11;23;M;R;R;No;6;18;1;20;6;NS;N;S;No;Goal;2.174.365;2.184.619;0.5664063;9.046.439;1.654.025;3.999.999;9.046.439;1.844.625;0.07067108;1.906.004;0;1.906.004;0.1025391;True
;11;23;M;R;R;No;6;18;1;21;7;NS;N;S;No;Outset;2.347.998;2.360.986;1.736.328;9.046.439;9.654.025;-1;9.138.317;9.505.829;0.8481064;-2.259.384;0.9187775;-1.481.956;0.1298828;True
;11;23;M;R;R;No;6;18;1;22;7;NS;N;S;No;Center;2.399.854;2.408.105;0.5185547;9.046.439;5.654.025;40;9.036.373;5.427.864;0.07067108;-2.544.312;-0.1006622;-2.261.608;0.08251953;True
;11;23;M;R;R;No;6;18;1;23;7;NS;N;S;No;Goal;2.448.389;2.457.129;0.4853516;9.046.439;1.654.025;3.999.999;9.124.182;1.477.114;0.4947281;-2.263.839;0.7774277;-1.769.111;0.08740234;True
;11;23;M;R;R;No;6;18;1;24;8;ES;E;S;No;Outset;2.625.342;263.667;1.769.531;1.304.644;5.654.025;-1;130.032;5.493.583;-0.9165649;-1.978.909;-0.4323883;-160.442;0.1132813;True
;11;23;M;R;R;No;6;18;1;25;8;ES;E;S;No;Center;2.684.131;2.694.043;0.5878906;9.046.439;5.654.025;4.000.001;8.968.697;5.590.417;-1.130.806;-0.565403;-0.7774277;-0.6360741;0.09912109;True
;11;23;M;R;R;No;6;18;1;26;8;ES;E;S;No;Goal;2.731.152;2.742.578;0.4702148;9.046.439;1.654.025;3.999.999;9.173.655;1.781.018;1.201.477;0.8458748;1.272.156;1.269.926;0.1142578;True
;11;23;M;R;R;No;6;18;1;27;9;SS;S;S;No;Outset;2.915.771;292.583;1.846.191;9.046.439;1.654.025;-1;9.060.574;1.675.005;0.07067108;-0.426281;0.1413498;0.2097969;0.1005859;True
;11;23;M;R;R;No;6;18;1;28;9;SS;S;S;No;Center;2.969.531;2.974.707;0.5375977;9.046.439;5.654.025;3.999.999;8.928.382;5.807.419;-1.484.177;148.418;-1.180.573;1.533.947;0.05175781;True
;11;23;M;R;R;No;6;18;1;29;9;SS;S;S;No;Goal;3.023.242;303.501;0.5371094;9.046.439;1.654.025;3.999.999;910.298;1.639.667;0.3533783;-0.1435795;0.5654068;-0.1435795;0.1176758;True
;11;23;M;R;R;No;6;18;1;30;10;NW;N;W;No;Outset;3.208.252;3.214.893;1.850.098;9.046.439;9.654.025;-1;8.927.163;9.835.387;-1.554.855;1.839.783;-1.192.764;1.813.622;0.06640625;True
