StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;2;23;M;L;R;No;18;18;1;0;0;WN;W;N;No;Outset;0.9191895;0.97229;0.9191895;5.046.439;5.654.025;-1;5.513.942;6.086.617;-3.253.288;8.269.012;4.675.022;432.592;0.05310059;False
;2;23;M;L;R;No;18;18;1;1;0;WN;W;N;No;Center;1.104.858;1.187.988;0.1856689;9.046.439;5.654.025;40;8.788.892;5.823.577;-3.463.089;0.8481064;-2.575.478;169.553;0.08312988;False
;2;23;M;L;R;No;18;18;1;2;0;WN;W;N;No;Goal;129.126;1.372.681;0.1864014;9.046.439;9.654.025;40;909.072;9.300.174;-2.190.941;-0.3511505;0.4428024;-3.538.506;0.0814209;False
;2;23;M;L;R;No;18;18;1;3;1;WE;W;E;No;Outset;2.868.652;2.920.776;1.577.393;5.046.439;5.654.025;-1;6.078.076;5.555.079;339.019;1.766.884;1.031.637;-0.9894524;0.05212402;False
;2;23;M;L;R;No;18;18;1;4;1;WE;W;E;No;Center;3.036.621;3.137.207;0.1679688;9.046.439;5.654.025;40;1.026.206;5.222.905;5.724.701;-4.169.842;1.215.616;-4.311.192;0.1005859;False
;2;23;M;L;R;No;18;18;1;5;1;WE;W;E;No;Goal;3.237.549;3.305.176;0.2009277;1.304.644;5.654.025;4.000.001;1.355.552;5.192.326;5.373.535;-4.523.216;5.090.836;-4.616.982;0.06762695;False
;2;23;M;L;R;No;18;18;1;6;2;NE;N;E;No;Outset;4.756.592;4.819.092;1.519.043;9.046.439;9.654.025;-1;9.286.736;9.244.331;2.190.933;3.253.288;2.402.962;-4.096.939;0.0625;False
;2;23;M;L;R;No;18;18;1;7;2;NE;N;E;No;Center;4.935.791;5.004.883;0.1791992;9.046.439;5.654.025;40;9.456.356;5.095.689;-1.908.234;-4.664.574;4.099.167;-5.583.351;0.0690918;False
;2;23;M;L;R;No;18;18;1;8;2;NE;N;E;No;Goal;508.606;5.189.209;0.1502686;1.304.644;5.654.025;4.000.001;1.229.044;5.583.349;-876.152;-0.2826996;-7.560.043;-0.7067528;0.1031494;False
;2;23;M;L;R;No;18;18;1;9;3;NE;N;E;No;Outset;6.567.627;6.635.376;1.481.567;9.046.439;9.654.025;-1;9.067.641;8.537.577;0.7774277;-2.471.413;0.2120209;-1.116.447;0.06774902;False
;2;23;M;L;R;No;18;18;1;10;3;NE;N;E;No;Center;6.724.121;681.897;0.1564941;9.046.439;5.654.025;40;1.025.499;5.569.214;-289.769;-1.696.209;1.208.547;-0.8481026;0.09484863;False
;2;23;M;L;R;No;18;18;1;11;3;NE;N;E;No;Goal;6.871.948;6.969.727;0.1478271;1.304.644;5.654.025;4.000.001;1.303.959;5.654.025;-2.047.363;-0.6360741;-0.06846619;0;0.09777832;False
;2;23;M;L;R;No;18;18;1;12;4;WW;W;W;No;Outset;8.393.433;8.449.829;1.521.484;5.046.439;5.654.025;-1;5.896.077;5.559.996;1.269.928;3.251.064;8.496.372;-0.9402847;0.05639648;False
;2;23;M;L;R;No;18;18;1;13;4;WW;W;W;No;Center;8.550.049;8.634.399;0.1566162;9.046.439;5.654.025;40;8.170.355;5.318.626;3.109.711;-4.311.192;-8.760.841;-3.353.989;0.08435059;False
;2;23;M;L;R;No;18;18;1;14;4;WW;W;W;No;Goal;8.706.421;8.785.889;0.1563721;5.046.439;5.654.025;40;5.767.105;5.343.053;-2.475.861;-0.8481026;7.206.654;-3.109.715;0.07946777;False
;2;23;M;L;R;No;18;18;1;15;5;NW;N;W;No;Outset;1.030.261;103.678;1.596.191;9.046.439;9.654.025;-1;9.067.641;8.601.185;-0.07067871;-0.563179;0.2120209;-105.284;0.06518555;False
;2;23;M;L;R;No;18;18;1;16;5;NW;N;W;No;Center;1.044.934;1.055.078;0.1467285;9.046.439;5.654.025;40;804.285;5.788.308;-0.7067566;1.201.481;-1.003.589;1.342.831;0.1014404;False
;2;23;M;L;R;No;18;18;1;17;5;NW;N;W;No;Goal;1.063.416;1.070.264;0.1848145;5.046.439;5.654.025;40;4.572.692;5.548.011;-6.857.731;0.6360779;-4.737.473;-1.060.131;0.06848145;False
;2;23;M;L;R;No;18;18;1;18;6;EN;E;N;No;Outset;1.230.566;1.236.633;1.671.509;1.304.644;5.654.025;-1;1.288.411;5.540.944;-0.9165649;-0.9187813;-1.623.322;-1.130.806;0.06066895;False
