StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;1;24;M;R;R;No;6;18;1;0;0;EE;E;E;No;Outset;1.447.693;1.542.603;1.447.693;1.304.644;5.654.025;-1;1.317.388;5.540.944;1.415.726;-1.130.806;1.274.368;-1.130.806;0.09490967;False
;1;24;M;R;R;No;6;18;1;1;0;EE;E;E;No;Center;2.164.368;2.231.506;0.7166748;9.046.439;5.654.025;4.000.001;8.848.548;5.646.957;-1.908.234;0;-1.978.912;-0.0706749;0.06713867;False
;1;24;M;R;R;No;6;18;1;2;0;EE;E;E;No;Goal;290.387;2.971.252;0.739502;1.304.644;5.654.025;4.000.001;130.82;5.632.822;0.6382904;-0.2120285;0.3555908;-0.2120285;0.06738281;False
;1;24;M;R;R;No;6;18;1;3;1;SS;S;S;No;Outset;4.936.951;5.025.208;2.033.081;9.046.439;1.654.025;-1;9.223.128;1.568.992;2.049.583;-0.8503323;1.766.884;-0.8503323;0.08825684;False
;1;24;M;R;R;No;6;18;1;4;1;SS;S;S;No;Center;5.547.607;5.660.706;0.6106567;9.046.439;5.654.025;3.999.999;9.074.709;5.721.876;0.2826996;0.9894562;0.2826996;0.6785164;0.1130981;False
;1;24;M;R;R;No;6;18;1;5;1;SS;S;S;No;Goal;6.085.144;6.182.922;0.5375366;9.046.439;1.654.025;3.999.999;9.032.304;1.505.384;0;-1.769.111;-0.1413498;-148.641;0.09777832;False
;1;24;M;R;R;No;6;18;1;6;2;NN;N;N;No;Outset;7.745.422;7.862.488;1.660.278;9.046.439;9.654.025;-1;9.018.169;9.668.382;-0.07067871;-0.139122;-0.2826996;0.1435776;0.1170654;False
;1;24;M;R;R;No;6;18;1;7;2;NN;N;N;No;Center;8.267.761;8.383.972;0.5223389;9.046.439;5.654.025;40;8.933.359;5.774.173;-1.201.485;1.908.234;-1.130.806;1.201.481;0.1162109;False
;1;24;M;R;R;No;6;18;1;8;2;NN;N;N;No;Goal;8.769.165;8.889.648;0.5014038;9.046.439;9.654.025;40;9.081.777;9.802.665;0.5654068;1.769.104;0.3533783;1.486.404;0.1204834;False
;1;24;M;R;R;No;6;18;1;9;3;WN;W;N;No;Outset;1.062.286;1.072.095;1.853.699;5.046.439;5.654.025;-1;4.996.745;578.124;-1.839.783;1.130.802;-0.4969482;1.272.152;0.0980835;False
;1;24;M;R;R;No;6;18;1;10;3;WN;W;N;No;Center;1.127.417;1.141.858;0.6513062;9.046.439;5.654.025;40;9.166.587;5.434.931;1.413.506;-2.261.608;1.201.477;-2.190.933;0.1444092;False
;1;24;M;R;R;No;6;18;1;11;3;WN;W;N;No;Goal;1.186.499;1.198.132;0.5908203;9.046.439;9.654.025;40;916.869;9.748.607;1.413.506;1.345.055;1.222.504;0.9458237;0.116333;False
;1;24;M;R;R;No;6;18;1;12;4;EE;E;E;No;Outset;1.362.738;1.372.821;176.239;1.304.644;5.654.025;-1;1.308.109;5.646.047;0.4262695;0;0.3464966;-0.07977676;0.1008301;False
;1;24;M;R;R;No;6;18;1;13;4;EE;E;E;No;Center;1.412.012;142.326;0.4927368;9.046.439;5.654.025;4.000.001;9.067.641;5.675.227;-0.1413498;0;0.2120209;0.2120247;0.1124878;False
;1;24;M;R;R;No;6;18;1;14;4;EE;E;E;No;Goal;1.471.838;1.482.172;0.5982666;1.304.644;5.654.025;4.000.001;1.298.305;5.618.687;-0.6338654;-0.0706749;-0.6338654;-0.3533783;0.1033325;False
;1;24;M;R;R;No;6;18;1;15;5;NW;N;W;No;Outset;1.635.071;1.645.074;1.632.324;9.046.439;9.654.025;-1;9.039.371;9.739.057;0;0.8503265;-0.07067871;0.8503265;0.1000366;False
;1;24;M;R;R;No;6;18;1;16;5;NW;N;W;No;Center;1.688.751;1.702.411;0.5368042;9.046.439;5.654.025;40;9.180.722;5.858.983;1.696.205;2.120.258;1.342.827;2.049.583;0.1365967;False
;1;24;M;R;R;No;6;18;1;17;5;NW;N;W;No;Goal;1.742.596;1.758.087;0.5384521;5.046.439;5.654.025;40;4.904.866;5.689.362;-0.567627;1.060.131;-1.415.733;0.3533745;0.1549072;False
;1;24;M;R;R;No;6;18;1;18;6;NE;N;E;No;Outset;1.900.543;1.909.076;1.579.468;9.046.439;9.654.025;-1;9.018.169;9.661.314;-0.2120285;0.2142487;-0.2826996;0.07289886;0.08532715;False
;1;24;M;R;R;No;6;18;1;19;6;NE;N;E;No;Center;1.947.687;1.957.874;0.4714355;9.046.439;5.654.025;40;8.925.803;5.550.831;-1.696.205;-1.201.477;-120.636;-1.031.933;0.1018677;False
;1;24;M;R;R;No;6;18;1;20;6;NE;N;E;No;Goal;1.998.492;2.009.827;0.5080566;1.304.644;5.654.025;4.000.001;1.320.215;5.621.441;1.981.125;-0.4240494;1.557.068;-0.32584;0.1133423;False
;1;24;M;R;R;No;6;18;1;21;7;SE;S;E;No;Outset;2.183.203;2.189.941;1.847.107;9.046.439;1.654.025;-1;8.848.548;1.639.667;-1.978.912;-0.2849293;-1.978.912;-0.1435795;0.06738281;False
;1;24;M;R;R;No;6;18;1;22;7;SE;S;E;No;Center;2.230.206;2.241.876;0.4700317;9.046.439;5.654.025;3.999.999;8.961.629;5.851.916;-0.9187775;1.837.555;-0.8481064;1.978.912;0.1166992;False
;1;24;M;R;R;No;6;18;1;23;7;SE;S;E;No;Goal;2.277.075;2.287.219;0.468689;1.304.644;5.654.025;4.000.001;1.312.236;580.951;0.8503113;1.766.884;0.7592163;1.554.859;0.1014404;False
;1;24;M;R;R;No;6;18;1;24;8;EE;E;E;No;Outset;2.453.754;2.463.959;1.766.785;1.304.644;5.654.025;-1;1.313.147;5.675.227;1.062.347;-0.1413498;0.8503113;0.2120247;0.1020508;False
;1;24;M;R;R;No;6;18;1;25;8;EE;E;E;No;Center;250.127;2.510.925;0.4751587;9.046.439;5.654.025;4.000.001;8.813.211;5.745.902;-2.261.612;1.272.152;-2.332.283;0.9187775;0.09655762;False
;1;24;M;R;R;No;6;18;1;26;8;EE;E;E;No;Goal;2.552.863;2.562.982;0.5159302;1.304.644;5.654.025;4.000.001;1.311.734;5.576.282;0.9916687;-0.7774239;0.7089691;-0.7774239;0.1011963;False
;1;24;M;R;R;No;6;18;1;27;9;SW;S;W;No;Outset;273.501;2.742.889;1.821.472;9.046.439;1.654.025;-1;9.040.194;1.669.583;-0.1413498;-0.002227783;-0.06245422;0.1555748;0.07879639;False
;1;24;M;R;R;No;6;18;1;28;9;SW;S;W;No;Center;2.786.542;2.796.759;0.5153198;9.046.439;5.654.025;3.999.999;9.110.047;5.972.063;0.7067566;3.180.389;0.6360779;3.180.389;0.1021729;False
;1;24;M;R;R;No;6;18;1;29;9;SW;S;W;No;Goal;283.407;2.842.053;0.4752808;5.046.439;5.654.025;40;4.848.326;5.569.214;-1.910.458;-0.8481026;-1.981.133;-0.8481026;0.07983398;False
