StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;7;24;F;L;L;Yes;18;18;1;0;0;SE;S;E;No;Outset;0.9035645;0.9545898;0.9035645;9.046.439;1.654.025;-1;9.145.384;1.766.883;0.9894485;0.7751999;0.9894485;1.128.576;0.05102539;False
;7;24;F;L;L;Yes;18;18;1;1;0;SE;S;E;No;Center;1.238.525;1.322.754;0.3349609;9.046.439;5.654.025;3.999.999;9.053.506;5.731.767;-0.3533783;0.4240532;0.07067108;0.7774277;0.08422852;False
;7;24;F;L;L;Yes;18;18;1;2;0;SE;S;E;No;Goal;1.473.877;1.524.414;0.2353516;1.304.644;5.654.025;4.000.001;129.002;5.943.793;-1.906.021;3.109.718;-1.462.433;289.769;0.05053711;False
;7;24;F;L;L;Yes;18;18;1;3;1;NW;N;W;No;Outset;3.091.064;3.154.541;1.617.188;9.046.439;9.654.025;-1;8.869.751;9.541.167;-1.625.534;-0.7045288;-1.766.884;-1.128.578;0.06347656;False
;7;24;F;L;L;Yes;18;18;1;4;1;NW;N;W;No;Center;3.343.262;3.408.447;0.2521973;9.046.439;5.654.025;40;8.890.954;5.625.755;-1.766.884;-0.2826996;-1.554.855;-0.2826996;0.06518555;False
;7;24;F;L;L;Yes;18;18;1;5;1;NW;N;W;No;Goal;3.591.797;3.658.936;0.2485352;5.046.439;5.654.025;40;4.763.516;5.562.146;-0.7796516;-176.688;-2.829.235;-0.9187813;0.06713867;False
;7;24;F;L;L;Yes;18;18;1;6;2;WN;W;N;No;Outset;5.154.541;5.205.078;1.562.744;5.046.439;5.654.025;-1;5.117.164;5.929.658;0.4218292;2.685.661;0.7072449;2.756.336;0.05053711;False
;7;24;F;L;L;Yes;18;18;1;7;2;WN;W;N;No;Center;5.356.445;542.334;0.2019043;9.046.439;5.654.025;40;8.721.333;5.922.591;-4.099.167;289.769;-3.251.068;2.685.661;0.06689453;False
;7;24;F;L;L;Yes;18;18;1;8;2;WN;W;N;No;Goal;5.644.531;5.709.473;0.2880859;9.046.439;9.654.025;40;8.919.224;9.972.286;-1.060.135;275.856;-1.272.156;3.182.617;0.06494141;False
;7;24;F;L;L;Yes;18;18;1;9;3;SN;S;N;No;Outset;7.359.863;7.424.316;1.715.332;9.046.439;1.654.025;-1;8.862.683;226.161;-0.8481064;4.238.289;-1.837.563;6.075.848;0.06445313;False
;7;24;F;L;L;Yes;18;18;1;10;3;SN;S;N;No;Center;7.612.305;7.677.002;0.2524414;9.046.439;5.654.025;3.999.999;8.890.954;6.056.874;-1.272.156;3.321.735;-1.554.855;4.028.496;0.06469727;False
;7;24;F;L;L;Yes;18;18;1;11;3;SN;S;N;No;Goal;7.876.465;7.928.223;0.2641602;9.046.439;9.654.025;40;9.004.034;9.378.613;0.1413498;-353.154;-0.4240494;-2.754.112;0.05175781;False
;7;24;F;L;L;Yes;18;18;1;12;4;WE;W;E;No;Outset;9.374.512;9.440.674;1.498.047;5.046.439;5.654.025;-1;505.382;5.817.114;-0.2849274;1.554.859;0.07381058;1.630.894;0.06616211;False
;7;24;F;L;L;Yes;18;18;1;13;4;WE;W;E;No;Center;9.591.309;9.658.447;0.2167969;9.046.439;5.654.025;40;8.427.285;561.069;-7.774.284;0.3533745;-6.191.544;-0.4333458;0.06713867;False
;7;24;F;L;L;Yes;18;18;1;14;4;WE;W;E;No;Goal;9.859.131;9.927.246;0.2678223;1.304.644;5.654.025;4.000.001;1.272.862;5.830.713;-3.884.933;1.625.534;-3.178.169;1.766.884;0.06811523;False
;7;24;F;L;L;Yes;18;18;1;15;5;WN;W;N;No;Outset;1.135.742;1.142.603;1.498.291;5.046.439;5.654.025;-1;4.904.866;5.731.767;-1.769.108;0.565403;-1.415.733;0.7774277;0.06860352;False
;7;24;F;L;L;Yes;18;18;1;16;5;WN;W;N;No;Center;1.162.476;1.169.189;0.267334;9.046.439;5.654.025;40;8.777.873;5.943.793;-3.180.389;289.769;-2.685.661;289.769;0.06713867;False
;7;24;F;L;L;Yes;18;18;1;17;5;WN;W;N;No;Goal;118.811;1.194.409;0.2563477;9.046.439;9.654.025;40;8.940.426;9.951.083;-1.060.135;275.856;-1.060.135;2.970.589;0.06298828;False
;7;24;F;L;L;Yes;18;18;1;18;6;SN;S;N;No;Outset;1.352.783;1.359.131;1.646.729;9.046.439;1.654.025;-1;8.933.359;2.254.542;-0.9187775;3.814.238;-1.130.806;6.005.173;0.06347656;False
;7;24;F;L;L;Yes;18;18;1;19;6;SN;S;N;No;Center;137.583;1.384.302;0.2304688;9.046.439;5.654.025;3.999.999;8.933.359;6.021.536;-0.8481064;3.392.414;-1.130.806;3.675.117;0.0847168;False
;7;24;F;L;L;Yes;18;18;1;20;6;SN;S;N;No;Goal;1.406.177;1.411.206;0.3034668;9.046.439;9.654.025;40;9.391.704;9.753.714;3.533.768;0.8503265;3.452.644;0.9968948;0.05029297;False
;7;24;F;L;L;Yes;18;18;1;21;7;EW;E;W;No;Outset;1.578.271;158.269;1.720.947;1.304.644;5.654.025;-1;130.608;5.788.357;0.07289124;1.201.481;0.1435699;1.343.327;0.04418945;False
;7;24;F;L;L;Yes;18;18;1;22;7;EW;E;W;No;Center;1.608.252;1.614.722;0.2998047;9.046.439;5.654.025;4.000.001;8.876.819;5.950.861;-1.484.177;2.827.011;-1.696.205;2.968.361;0.06469727;False
;7;24;F;L;L;Yes;18;18;1;23;7;EW;E;W;No;Goal;1.638.037;1.643.311;0.2978516;5.046.439;5.654.025;40;5.293.581;5.512.674;2.754.112;-1.554.855;2.471.413;-1.413.506;0.05273438;False
;7;24;F;L;L;Yes;18;18;1;24;8;WS;W;S;No;Outset;1.791.333;179.646;1.532.959;5.046.439;5.654.025;-1;5.074.487;5.661.092;0.2804756;-0.0706749;0.2804756;0.0706749;0.05126953;False
;7;24;F;L;L;Yes;18;18;1;25;8;WS;W;S;No;Center;1.828.076;1.833.203;0.3674316;9.046.439;5.654.025;40;8.933.359;5.731.767;-1.413.506;0.7067566;-1.130.806;0.7774277;0.05126953;False
;7;24;F;L;L;Yes;18;18;1;26;8;WS;W;S;No;Goal;1.852.075;1.860.107;0.2399902;9.046.439;1.654.025;3.999.999;8.848.548;1.427.641;-1.978.912;-2.617.215;-1.978.912;-2.263.839;0.08032227;False
;7;24;F;L;L;Yes;18;18;1;27;9;WN;W;N;No;Outset;201.311;2.019.653;1.610.352;5.046.439;5.654.025;-1;5.343.053;569.643;2.754.112;0;2.966.137;0.4240532;0.06542969;False
;7;24;F;L;L;Yes;18;18;1;28;9;WN;W;N;No;Center;2.043.115;2.048.511;0.3000488;9.046.439;5.654.025;40;875.667;5.632.822;-3.321.739;-0.2826996;-289.769;-0.2120285;0.05395508;False
;7;24;F;L;L;Yes;18;18;1;29;9;WN;W;N;No;Goal;2.068.652;2.075.317;0.2553711;9.046.439;9.654.025;40;8.890.954;9.739.057;-0.9894562;0.567627;-1.554.855;0.8503265;0.06665039;False
;7;24;F;L;L;Yes;18;18;1;30;10;EN;E;N;No;Outset;2.238.599;224.502;1.699.463;1.304.644;5.654.025;-1;1.278.516;5.745.902;-0.1391296;0.3533745;-261.277;0.9187775;0.06420898;False
;7;24;F;L;L;Yes;18;18;1;31;10;EN;E;N;No;Center;2.261.963;227.019;0.2336426;9.046.439;5.654.025;4.000.001;8.968.697;566.816;0.2826996;-0.2826996;-0.7774277;0.1413536;0.08227539;False
;7;24;F;L;L;Yes;18;18;1;32;10;EN;E;N;No;Goal;2.290.649;2.298.706;0.2868652;9.046.439;9.654.025;40;8.835.293;1.003.589;-0.8481064;3.465.317;-2.111.465;3.818.687;0.08056641;False
;7;24;F;L;L;Yes;18;18;1;33;11;WE;W;E;No;Outset;2.442.627;2.450.049;1.519.775;5.046.439;5.654.025;-1;5.159.298;5.823.645;1.057.903;148.418;1.128.582;1.696.205;0.07421875;False
;7;24;F;L;L;Yes;18;18;1;34;11;WE;W;E;No;Center;2.471.875;2.478.613;0.2924805;9.046.439;5.654.025;40;9.025.237;586.605;-1.130.806;2.473.637;-0.2120285;2.120.258;0.06738281;False
;7;24;F;L;L;Yes;18;18;1;35;11;WE;W;E;No;Goal;2.495.581;2.502.148;0.2370605;1.304.644;5.654.025;4.000.001;1.290.531;5.950.861;-1.694;2.968.361;-1.411.301;2.968.361;0.06567383;False
;7;24;F;L;L;Yes;18;18;1;36;12;WE;W;E;No;Outset;2.650.122;2.655.176;154.541;5.046.439;5.654.025;-1;5.102.757;569.643;0.563179;0.3533745;0.563179;0.4240532;0.05053711;False
;7;24;F;L;L;Yes;18;18;1;37;12;WE;W;E;No;Center;2.676.978;2.685.376;0.2685547;9.046.439;5.654.025;40;9.095.178;5.802.168;-1.908.234;2.261.608;0.4873886;148.143;0.08398438;False
;7;24;F;L;L;Yes;18;18;1;38;12;WE;W;E;No;Goal;2.700.537;2.705.566;0.2355957;1.304.644;5.654.025;4.000.001;1.290.531;583.778;-1.906.021;2.049.583;-1.411.301;1.837.555;0.05029297;False
;7;24;F;L;L;Yes;18;18;1;39;13;NW;N;W;No;Outset;2.866.943;2.873.657;1.664.063;9.046.439;9.654.025;-1;9.053.506;9.668.382;0;0.2849274;0.07067108;0.1435776;0.06713867;False
;7;24;F;L;L;Yes;18;18;1;40;13;NW;N;W;No;Center;2.892.139;2.899.023;0.2519531;9.046.439;5.654.025;40;8.820.278;5.880.185;-2.473.633;2.190.937;-2.261.612;2.261.608;0.06884766;False
;7;24;F;L;L;Yes;18;18;1;41;13;NW;N;W;No;Goal;2.922.241;2.929.126;0.3010254;5.046.439;5.654.025;40;4.818.454;5.689.362;-0.2142525;0;-227.985;0.3533745;0.06884766;False
;7;24;F;L;L;Yes;18;18;1;42;14;WS;W;S;No;Outset;3.073.657;3.080.688;151.416;5.046.439;5.654.025;-1;5.413.728;5.646.957;3.460.861;-0.2120285;367.289;-0.0706749;0.0703125;False
;7;24;F;L;L;Yes;18;18;1;43;14;WS;W;S;No;Center;3.100.464;31.073;0.2680664;9.046.439;5.654.025;40;8.770.805;578.124;-3.745.789;1.908.234;-275.634;1.272.152;0.06835938;False
;7;24;F;L;L;Yes;18;18;1;44;14;WS;W;S;No;Goal;3.125.757;3.129.199;0.2529297;9.046.439;1.654.025;3.999.999;8.537.577;1.533.654;-5.300.652;-120.371;-5.088.623;-120.371;0.03442383;False
;7;24;F;L;L;Yes;18;18;1;45;15;SS;S;S;No;Outset;3.295.532;3.298.999;1.697.754;9.046.439;1.654.025;-1;8.827.345;1.947.033;-2.190.941;2.754.108;-2.190.941;293.008;0.03466797;False
