StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;2;23;M;L;R;No;6;18;1;0;0;EN;E;N;No;Outset;1.410.522;1.456.909;1.410.522;1.304.644;5.654.025;-1;1.303.253;5.364.256;-0.4925232;-2.544.312;-0.1391296;-2.897.686;0.04638672;False
;2;23;M;L;R;No;6;18;1;1;0;EN;E;N;No;Center;1.948.853;2.011.597;0.5383301;9.046.439;5.654.025;4.000.001;9.117.115;5.576.282;0.7067566;-0.7774239;0.7067566;-0.7774239;0.06274414;False
;2;23;M;L;R;No;6;18;1;2;0;EN;E;N;No;Goal;2.683.594;2.718.018;0.7347412;9.046.439;9.654.025;40;9.238.496;9.793.748;1.837.563;1.698.433;1.920.563;1.397.232;0.03442383;False
;2;23;M;L;R;No;6;18;1;3;1;NN;N;N;No;Outset;4.5;4.533.936;1.816.406;9.046.439;9.654.025;-1;9.159.519;9.618.909;1.201.477;-0.06845093;1.130.798;-0.3511505;0.03393555;False
;2;23;M;L;R;No;6;18;1;4;1;NN;N;N;No;Center;4.954.834;5.004.639;0.454834;9.046.439;5.654.025;40;9.074.709;561.162;0.1413498;-0.2120285;0.2826996;-0.4240494;0.04980469;False
;2;23;M;L;R;No;6;18;1;5;1;NN;N;N;No;Goal;5.442.139;5.493.896;0.4873047;9.046.439;9.654.025;40;8.926.291;9.590.639;-1.272.156;-0.6338577;-1.201.485;-0.6338577;0.05175781;False
;2;23;M;L;R;No;6;18;1;6;2;EW;E;W;No;Outset;7.028.809;7.089.844;158.667;1.304.644;5.654.025;-1;1.317.388;5.717.632;1.557.068;0.6360779;1.274.368;0.6360779;0.06103516;False
;2;23;M;L;R;No;6;18;1;7;2;EW;E;W;No;Center;7.426.514;7.477.661;0.3977051;9.046.439;5.654.025;4.000.001;9.081.777;5.935.636;0.5654068;289.769;0.3533783;2.816.113;0.05114746;False
;2;23;M;L;R;No;6;18;1;8;2;EW;E;W;No;Goal;8.099.854;8.149.048;0.6733398;5.046.439;5.654.025;40;4.890.731;57.247;-3.394.638;1.766.884;-1.557.079;0.7067566;0.04919434;False
;2;23;M;L;R;No;6;18;1;9;3;SN;S;N;No;Outset;9.731.079;9.780.273;1.631.226;9.046.439;1.654.025;-1;9.028.229;1.733.221;-0.6360779;0.7045231;-0.182106;0.7919617;0.04919434;False
