StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;5;22;F;L;R;Yes;6;18;1;0;0;SN;S;N;No;Outset;0.9887695;103.833;0.9887695;9.046.439;1.654.025;-1;913.125;1.646.735;0.7774277;-0.1435795;0.8481064;-0.07290459;0.04956055;True
;5;22;F;L;R;Yes;6;18;1;1;0;SN;S;N;No;Center;1.676.514;1.709.717;0.6877441;9.046.439;5.654.025;3.999.999;9.173.655;5.761.715;1.201.477;0.9187775;1.272.156;10.769;0.03320313;True
;5;22;F;L;R;Yes;6;18;1;2;0;SN;S;N;No;Goal;20.979;2.133.301;0.4213867;9.046.439;9.654.025;40;8.926.291;9.541.167;-1.272.156;-1.128.578;-1.201.485;-1.128.578;0.03540039;True
;5;22;F;L;R;Yes;6;18;1;3;1;NS;N;S;No;Outset;3.829.346;3.862.793;1.731.445;9.046.439;9.654.025;-1;912.981;9.683.958;0.9187775;0.1435776;0.8337021;0.2993317;0.03344727;True
;5;22;F;L;R;Yes;6;18;1;4;1;NS;N;S;No;Center;4.248.779;4.284.424;0.4194336;9.046.439;5.654.025;40;9.258.465;5.760.038;1.908.234;1.201.481;2.120.255;1.060.131;0.03564453;True
;5;22;F;L;R;Yes;6;18;1;5;1;NS;N;S;No;Goal;4.686.768;4.737.793;0.4379883;9.046.439;1.654.025;3.999.999;9.138.317;1.554.857;0.7774277;-0.991683;0.9187775;-0.991683;0.05102539;True
;5;22;F;L;R;Yes;6;18;1;6;2;NW;N;W;No;Outset;6.319.092;6.368.896;1.632.324;9.046.439;9.654.025;-1;9.018.169;9.739.057;-0.4240494;0.8503265;-0.2826996;0.8503265;0.04980469;True
;5;22;F;L;R;Yes;6;18;1;7;2;NW;N;W;No;Center;6.707.275;6.755.859;0.3881836;9.046.439;5.654.025;40;9.070.947;5.618.687;0;-0.3533783;0.2450714;-0.3533783;0.04858398;True
;5;22;F;L;R;Yes;6;18;1;8;2;NW;N;W;No;Goal;7.007.568;7.059.814;0.300293;5.046.439;5.654.025;40;4.516.152;5.788.308;-5.444.221;1.978.912;-5.302.872;1.342.831;0.05224609;True
;5;22;F;L;R;Yes;6;18;1;9;3;WN;W;N;No;Outset;8.723.633;8.774.902;1.716.064;5.046.439;5.654.025;-1;4.798.853;5.682.295;-275.856;0.2827034;-2.475.861;0.2827034;0.05126953;True
;5;22;F;L;R;Yes;6;18;1;10;3;WN;W;N;No;Center;9.079.346;9.144.287;0.3557129;9.046.439;5.654.025;40;8.982.832;5.738.835;-0.9187775;0.6360779;-0.6360779;0.8481064;0.06494141;True
;5;22;F;L;R;Yes;6;18;1;11;3;WN;W;N;No;Goal;9.399.902;9.447.266;0.3205566;9.046.439;9.654.025;40;8.866.217;9.417.484;-1.908.234;-2.259.384;-1.802.223;-2.365.402;0.04736328;True
;5;22;F;L;R;Yes;6;18;1;12;4;SE;S;E;No;Outset;1.108.105;1.114.575;1.681.152;9.046.439;1.654.025;-1;9.081.777;1.865.828;0.1413498;2.047.354;0.3533783;2.118.031;0.06469727;True
;5;22;F;L;R;Yes;6;18;1;13;4;SE;S;E;No;Center;1.156.543;1.161.841;0.484375;9.046.439;5.654.025;3.999.999;9.237.263;5.922.591;1.696.205;303.904;1.908.234;2.685.661;0.05297852;True
;5;22;F;L;R;Yes;6;18;1;14;4;SE;S;E;No;Goal;119.353;1.196.948;0.369873;1.304.644;5.654.025;4.000.001;1.326.575;5.936.726;2.122.482;2.827.011;2.193.146;2.827.011;0.03417969;True
;5;22;F;L;R;Yes;6;18;1;15;5;SE;S;E;No;Outset;1.363.794;1.368.555;1.702.637;9.046.439;1.654.025;-1;9.025.237;1.484.181;-0.07067871;-240.519;-0.2120285;-1.698.437;0.04760742;True
;5;22;F;L;R;Yes;6;18;1;16;5;SE;S;E;No;Center;1.403.735;1.409.009;0.3994141;9.046.439;5.654.025;3.999.999;8.989.899;618.409;-0.9187775;5.159.302;-0.5653992;5.300.652;0.05273438;True
;5;22;F;L;R;Yes;6;18;1;17;5;SE;S;E;No;Goal;1.435.815;1.440.796;0.3208008;1.304.644;5.654.025;4.000.001;130.666;5.887.253;-1.340.607;2.968.361;0.2015839;2.332.287;0.04980469;True
