StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;1;24;M;R;R;No;18;18;1;0;0;SS;S;S;No;Outset;1.676.514;174.292;1.676.514;9.046.439;1.654.025;-1;9.074.709;166.087;0.3533783;-120.371;0.2826996;0.06844711;0.06640625;False
;1;24;M;R;R;No;18;18;1;1;0;SS;S;S;No;Center;1.944.458;2.028.809;0.2679443;9.046.439;5.654.025;3.999.999;910.298;5.463.202;0.5654068;-2.190.933;0.5654068;-190.823;0.08435059;False
;1;24;M;R;R;No;18;18;1;2;0;SS;S;S;No;Goal;2.280.518;2.365.234;0.3360596;9.046.439;1.654.025;3.999.999;9.145.384;1.597.262;0.9894485;-0.6383076;0.9894485;-0.5676308;0.0847168;False
;1;24;M;R;R;No;18;18;1;3;1;EW;E;W;No;Outset;3.927.856;3.978.638;1.647.339;1.304.644;5.654.025;-1;1.315.936;5.738.835;1.345.047;0.8481064;1.129.181;0.8481064;0.05078125;False
;1;24;M;R;R;No;18;18;1;4;1;EW;E;W;No;Center;4.149.414;4.213.623;0.2215576;9.046.439;5.654.025;4.000.001;9.548.235;5.682.295;5.724.701;0.3533745;5.017.952;0.2827034;0.06420898;False
;1;24;M;R;R;No;18;18;1;5;1;EW;E;W;No;Goal;4.448.608;4.516.113;0.2991943;5.046.439;5.654.025;40;4.586.827;5.844.848;-4.384.094;2.190.937;-4.596.119;1.908.234;0.06750488;False
;1;24;M;R;R;No;18;18;1;6;2;SW;S;W;No;Outset;6.120.239;6.163.086;1.671.631;9.046.439;1.654.025;-1;9.159.519;1.604.329;1.130.798;-0.4969559;1.130.798;-0.4969559;0.04284668;False
;1;24;M;R;R;No;18;18;1;7;2;SW;S;W;No;Center;6.381.714;6.447.876;0.2614746;9.046.439;5.654.025;3.999.999;9.124.182;5.745.902;1.060.127;0.9894562;0.7774277;0.9187775;0.06616211;False
;1;24;M;R;R;No;18;18;1;8;2;SW;S;W;No;Goal;6.604.126;6.667.358;0.2224121;5.046.439;5.654.025;40;4.876.596;5.964.996;-1.345.055;3.463.093;-1.698.433;3.109.718;0.06323242;False
;1;24;M;R;R;No;18;18;1;9;3;NE;N;E;No;Outset;8.195.801;8.246.582;1.591.675;9.046.439;9.654.025;-1;913.125;9.371.545;1.130.798;-2.683.441;0.8481064;-2.824.791;0.05078125;False
