StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;10;25;F;R;L;No;6;18;1;0;0;WE;W;E;No;Outset;105.957;1.208.496;105.957;5.046.439;5.654.025;-1;4.982.609;566.816;-0.6383018;-0.1413498;-0.6383018;0.1413536;0.1489258;False
;10;25;F;R;L;No;6;18;1;1;0;WE;W;E;No;Center;1.777.344;197.168;0.7177734;9.046.439;5.654.025;40;9.039.371;575.297;1.908.234;2.049.583;-0.07067871;0.9894562;0.1943359;False
;10;25;F;R;L;No;6;18;1;2;0;WE;W;E;No;Goal;2.489.258;2.672.363;0.7119141;1.304.644;5.654.025;4.000.001;1.303.253;5.731.767;0.9916687;0.9894562;-0.1391296;0.7774277;0.1831055;False
;10;25;F;R;L;No;6;18;1;3;1;WW;W;W;No;Outset;4.230.957;4.454.102;1.741.699;5.046.439;5.654.025;-1;4.996.745;5.661.092;-0.9210052;0.2827034;-0.4969482;0.0706749;0.2231445;False
;10;25;F;R;L;No;6;18;1;4;1;WW;W;W;No;Center;4.903.809;5.058.105;0.6728516;9.046.439;5.654.025;40;8.961.629;5.675.227;-0.9187775;-0.2826996;-0.8481064;0.2120247;0.1542969;False
;10;25;F;R;L;No;6;18;1;5;1;WW;W;W;No;Goal;5.593.262;5.817.383;0.6894531;5.046.439;5.654.025;40;5.017.947;5.654.025;-1.203.705;-1.201.477;-0.2849274;0;0.2241211;False
;10;25;F;R;L;No;6;18;1;6;2;EE;E;E;No;Outset;7.491.699;7.592.285;1.898.438;1.304.644;5.654.025;-1;1.311.027;5.658.813;0.6382904;0;0.6382904;0.04788208;0.1005859;False
;10;25;F;R;L;No;6;18;1;7;2;EE;E;E;No;Center;8.152.832;8.265.625;0.6611328;9.046.439;5.654.025;4.000.001;9.018.169;5.675.227;-0.3533783;-0.2826996;-0.2826996;0.2120247;0.112793;False
;10;25;F;R;L;No;6;18;1;8;2;EE;E;E;No;Goal;8.819.824;9.007.813;0.6669922;1.304.644;5.654.025;4.000.001;130.82;563.989;-0.9872437;-0.4947281;0.3555908;-0.1413498;0.1879883;False
;10;25;F;R;L;No;6;18;1;9;3;WS;W;S;No;Outset;1.055.371;1.077.197;1.733.887;5.046.439;5.654.025;-1;5.018.034;5.668.072;-1.345.055;-0.6360741;-0.28405;0.1404762;0.2182617;False
