StudyID;UserID;Age;Gender;DominantHand;DominantEye;LongNails;TargetSize;ColliderSize;Delay;TouchID;TargetID;TargetCombination;Outset;Goal;MistakeOccured;HitType;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TargetDistance;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;CrossTargets
;8;21;F;R;R;No;6;18;1;0;0;NW;N;W;No;Outset;1.424.316;1.491.211;1.424.316;9.046.439;9.654.025;-1;9.238.155;9.686.566;2.473.633;-0.3511505;1.917.152;0.3254166;0.06689453;True
;8;21;F;R;R;No;6;18;1;1;0;NW;N;W;No;Center;2.25;2.297.852;0.8256836;9.046.439;5.654.025;40;9.110.047;569.643;0.6360779;0.3533745;0.6360779;0.4240532;0.04785156;True
;8;21;F;R;R;No;6;18;1;2;0;NW;N;W;No;Goal;2.922.852;2.970.215;0.6728516;5.046.439;5.654.025;40;5.067.419;5.569.214;0.1391258;-1.201.477;0.2098007;-0.8481026;0.04736328;True
;8;21;F;R;R;No;6;18;1;3;1;ES;E;S;No;Outset;4.498.535;4.549.805;1.575.684;1.304.644;5.654.025;-1;1.324.455;5.583.349;2.405.182;-1.060.131;1.981.125;-0.7067528;0.05126953;True
;8;21;F;R;R;No;6;18;1;4;1;ES;E;S;No;Center;488.623;4.937.012;0.3876953;9.046.439;5.654.025;4.000.001;9.078.243;5.583.349;0.6360779;-0.565403;0.3180389;-0.7067528;0.05078125;True
;8;21;F;R;R;No;6;18;1;5;1;ES;E;S;No;Goal;5.339.355;5.388.672;0.453125;9.046.439;1.654.025;3.999.999;9.223.128;1.547.789;1.978.912;-0.9210081;1.766.884;-1.062.359;0.04931641;True
;8;21;F;R;R;No;6;18;1;6;2;SW;S;W;No;Outset;7.169.922;7.220.703;1.830.566;9.046.439;1.654.025;-1;938.568;1.788.085;3.109.711;-0.4969559;339.241;1.340.603;0.05078125;True
;8;21;F;R;R;No;6;18;1;7;2;SW;S;W;No;Center;7.626.465;7.689.941;0.456543;9.046.439;5.654.025;3.999.999;9.300.871;5.830.713;2.827.011;2.049.583;2.544.312;1.766.884;0.06347656;True
;8;21;F;R;R;No;6;18;1;8;2;SW;S;W;No;Goal;7.998.047;8.059.082;0.371582;5.046.439;5.654.025;40;512.396;5.413.728;0.9165535;-2.332.283;0.7752037;-2.402.962;0.06103516;True
;8;21;F;R;R;No;6;18;1;9;3;NW;N;W;No;Outset;9.623.535;9.692.383;1.625.488;9.046.439;9.654.025;-1;9.239.087;1.004.091;2.049.583;4.808.144;1.926.476;3.868.813;0.06884766;True
