ID;StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;AccelerationX,AccelerationY;AccelerationZ;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;0;18;1.344727;0;99.67576;33.48182;0;0;99.67576;33.48182;0.00500028;-0.001219581;-0.8566334;89.66556;90.08157;179.6562;2019/08/07 15:32:01;S
 ;12;1;18;1.37793;0;99.48334;33.48182;-0.192421;0;99.67576;33.48182;0.00500028;0.02939189;-1.038717;89.72429;88.37919;178.3557;2019/08/07 15:32:01;S
 ;12;2;18;1.881836;1;98.52122;73.69849;0;0;98.52122;73.69849;0.003414826;0.01195189;-1.000788;89.80451;89.31577;179.2887;2019/08/07 15:32:01;S
 ;12;3;18;2.487305;2;98.32878;30.88409;0;0;98.32878;30.88409;0.00817119;0.001585455;-0.9252958;89.49404;89.90182;179.4845;2019/08/07 15:32:02;S
 ;12;4;18;2.520508;2;98.32878;30.88409;0;0;98.32878;30.88409;0.0037807;0.02048895;-1.033473;89.79044;88.86424;178.8449;2019/08/07 15:32:02;S
 ;12;5;18;4.537109;3;140.6621;72.54394;0;0;140.6621;72.54394;0.002195245;0.01341539;-0.9877383;89.87267;89.22186;179.2117;2019/08/07 15:32:04;S
 ;12;6;18;5.007813;4;100.4455;71.4856;0;0;100.4455;71.4856;0.002683077;0.01451301;-1.003105;89.84676;89.17109;179.157;2019/08/07 15:32:04;S
 ;12;7;18;5.041016;4;100.4455;71.4856;0;0;100.4455;71.4856;0.005122238;0.01865958;-0.9921288;89.70424;88.92254;178.8827;2019/08/07 15:32:05;S
 ;12;8;18;5.477539;5;143.2598;73.79469;0;0;143.2598;73.79469;-0.002561119;0.01719609;-0.9433456;90.15552;88.95568;178.9443;2019/08/07 15:32:05;S
 ;12;9;18;7.359375;6;98.13636;34.44394;0;0;98.13636;34.44394;0.002683077;0.007195525;-0.9456629;89.83744;89.56404;179.5348;2019/08/07 15:32:07;S
 ;12;10;18;7.930664;7;100.0606;70.52348;0;0;100.0606;70.52348;0.004756365;0.01634238;-0.9761523;89.72086;89.04087;179.0012;2019/08/07 15:32:07;S
 ;12;11;18;8.46875;8;57.82349;72.73636;0;0;57.82349;72.73636;-0.003902658;0.01170797;-0.9513948;90.235;89.29495;179.2569;2019/08/07 15:32:08;S
 ;12;12;18;10.14941;9;97.94393;30.69167;0;0;97.94393;30.69167;-0.001829371;0.005488113;-0.8349249;90.12553;89.62339;179.6033;2019/08/07 15:32:10;S
 ;12;13;18;10.18262;9;97.84772;30.69167;-0.09620667;0;97.94393;30.69167;0.003536784;0.01548867;-1.017618;89.80088;89.12799;179.1056;2019/08/07 15:32:10;S
 ;12;14;18;10.61914;10;96.78939;70.13864;0;0;96.78939;70.13864;-0.004756365;0.02000112;-1.05762;90.25762;88.91659;178.8864;2019/08/07 15:32:10;S
 ;12;15;18;10.65332;10;96.78939;70.13864;0;0;96.78939;70.13864;0.002439161;0.01719609;-0.9970071;89.85984;89.01187;179.002;2019/08/07 15:32:10;S
 ;12;16;18;11.02246;11;99.57954;35.02121;0;0;99.57954;35.02121;-0.004634406;0.005975945;-0.8161434;90.32533;89.58048;179.4695;2019/08/07 15:32:10;S
 ;12;17;18;11.05664;11;99.3242;35.02121;-0.2553406;0;99.57954;35.02121;0.002805035;0.01804979;-1.007496;89.8405;88.97363;178.9613;2019/08/07 15:32:11;S
 ;12;18;18;13.07227;12;98.90606;114.7811;0;0;98.90606;114.7811;0.005122238;0.01609846;-1.071645;89.72617;89.13936;179.0969;2019/08/07 15:32:13;S
 ;12;19;18;13.54297;13;99.00227;73.31364;0;0;99.00227;73.31364;-0.0007317484;0.02426965;-0.9461506;90.04429;88.53062;178.5299;2019/08/07 15:32:13;S
 ;12;20;18;13.57617;13;99.00227;73.31364;0;0;99.00227;73.31364;0.0037807;0.009634687;-0.9698105;89.77664;89.4308;179.3883;2019/08/07 15:32:13;S
 ;12;21;18;13.87891;14;100.8303;30.88409;0;0;100.8303;30.88409;0.001585455;0.01036644;-0.8759028;89.89629;89.32192;179.3141;2019/08/07 15:32:13;S
 ;12;22;18;13.91309;14;100.8303;30.88409;0;0;100.8303;30.88409;-0.005366154;0.01451301;-0.9488337;90.324;89.1237;179.0656;2019/08/07 15:32:13;S
 ;12;23;18;13.94629;14;100.8303;31.03206;0;0.1479721;100.8303;30.88409;0.009878603;0.01561063;-1.059328;89.46577;89.15576;179.001;2019/08/07 15:32:13;S
 ;12;24;18;15.62598;15;58.88182;75.52651;0;0;58.88182;75.52651;0.004268532;0.01548867;-1.028228;89.76217;89.13699;179.1047;2019/08/07 15:32:15;S
 ;12;25;18;15.66016;15;58.88182;75.52651;0;0;58.88182;75.52651;-0.0009756645;0.01768392;-1.0003;90.05587;88.98719;178.9857;2019/08/07 15:32:15;S
 ;12;26;18;16.06348;16;98.13636;74.56439;0;0;98.13636;74.56439;0.01097623;0.01256168;-0.9955436;89.36836;89.27712;179.04;2019/08/07 15:32:16;S
 ;12;27;18;16.09668;16;98.04015;74.46819;-0.09620667;-0.09620667;98.13636;74.56439;0.005610071;0.01744;-0.9685909;89.6682;88.96848;178.9165;2019/08/07 15:32:16;S
 ;12;28;18;16.53418;17;58.30454;71.00454;0;0;58.30454;71.00454;0.03585567;0.01390322;-0.9495655;87.83776;89.16175;177.6809;2019/08/07 15:32:16;S
 ;12;29;18;16.56738;17;58.16023;71.00454;-0.1443138;0;58.30454;71.00454;0.0006097903;0.01719609;-1.002739;89.96516;89.01752;179.0166;2019/08/07 15:32:16;S
 ;12;30;18;18.28223;18;58.59318;71.29318;0;0;58.59318;71.29318;0.006097903;0.01231776;-0.9978608;89.64989;89.29277;179.2109;2019/08/07 15:32:18;S
 ;12;31;18;18.31543;18;58.59318;71.29318;0;0;58.59318;71.29318;0.003292868;0.01683021;-0.9902995;89.80951;89.02634;179.0079;2019/08/07 15:32:18;S
 ;12;32;18;18.81934;19;97.46288;72.2553;0;0;97.46288;72.2553;-0.004146574;0.01829371;-0.9428577;90.25193;88.88847;178.8603;2019/08/07 15:32:18;S
 ;12;33;18;19.12207;20;101.6962;34.05909;0;0;101.6962;34.05909;-0.001097623;0.02841623;-1.164578;90.05399;88.60223;178.6013;2019/08/07 15:32:19;S
 ;12;34;18;19.15625;20;101.6962;34.05909;0;0;101.6962;34.05909;0.003414826;0.01390322;-1.008227;89.80596;89.20995;179.1863;2019/08/07 15:32:19;S
 ;12;35;18;19.18945;20;101.6962;34.05909;0;0;101.6962;34.05909;-0.001463497;0.01670825;-1.032863;90.08117;89.07322;179.0698;2019/08/07 15:32:19;S
 ;12;36;18;20.86914;21;55.61061;74.46819;0;0;55.61061;74.46819;0.0009756645;0.01817175;-0.9804208;89.94299;88.93816;178.9367;2019/08/07 15:32:20;S
