ID;StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;AccelerationX,AccelerationY;AccelerationZ;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;0;12;1.37793;0;138.5455;77.25833;0;0;138.5455;77.25833;0.3350188;-0.01548867;-0.8515112;68.52655;90.96973;158.5025;2019/08/07 12:41:11;C
 ;12;1;12;2.050781;1;100.253;76.87349;0;0;100.253;76.87349;0.345995;0.01780588;-0.8252902;67.25935;88.86011;157.2276;2019/08/07 12:41:12;C
 ;12;2;12;2.083984;1;100.253;76.87349;0;0;100.253;76.87349;0.3270915;0.03731916;-0.9838357;71.62213;87.93851;161.4986;2019/08/07 12:41:12;C
 ;12;3;12;2.722656;2;97.36666;114.9735;0;0;97.36666;114.9735;0.3913634;0.03146518;-0.668818;59.69328;87.67477;149.5851;2019/08/07 12:41:12;C
 ;12;4;12;2.755859;2;97.36666;114.9735;0;0;97.36666;114.9735;0.3087978;0.05841791;-1.100915;74.35255;87.07522;164.0677;2019/08/07 12:41:12;C
 ;12;5;12;4.604492;3;61.0947;76.10378;0;0;61.0947;76.10378;0.3581908;0.03061147;-0.8698049;67.63033;88.13612;157.5443;2019/08/07 12:41:14;C
 ;12;6;12;4.637695;3;61.0947;75.79637;0;-0.3074112;61.0947;76.10378;0.3296526;0.0340263;-0.9093193;70.0859;87.98521;159.9756;2019/08/07 12:41:14;C
 ;12;7;12;4.671875;3;61.0947;75.67084;0;-0.1255341;61.0947;76.10378;0.3478244;0.03183106;-1.002739;70.87859;88.28215;160.7956;2019/08/07 12:41:14;C
 ;12;8;12;5.243164;4;99.29091;73.79469;0;0;99.29091;73.79469;0.3781919;0.03280672;-0.8085819;64.95153;87.89522;154.8509;2019/08/07 12:41:15;C
 ;12;9;12;5.276367;4;99.47473;73.97852;0.1838226;0.1838303;99.29091;73.79469;0.3578249;0.04780756;-1.004568;70.41469;87.43308;160.2335;2019/08/07 12:41:15;C
 ;12;10;12;5.881836;5;99.77197;115.9356;0;0;99.77197;115.9356;0.3462389;0.04292924;-0.9938362;70.80894;87.66414;160.6562;2019/08/07 12:41:16;C
 ;12;11;12;7.730469;6;100.6379;35.40606;0;0;100.6379;35.40606;0.4011201;0.03414825;-0.8074843;63.60436;87.831;153.5015;2019/08/07 12:41:17;C
 ;12;12;12;7.763672;6;100.6379;35.40606;0;0;100.6379;35.40606;0.3266037;0.01243972;-0.93054;70.66139;89.27731;160.6468;2019/08/07 12:41:17;C
 ;12;13;12;8.402344;7;96.8856;76.48864;0;0;96.8856;76.48864;0.3651424;0.03719721;-0.7766289;64.84407;87.51812;154.7047;2019/08/07 12:41:18;C
 ;12;14;12;8.436523;7;96.8856;76.48864;0;0;96.8856;76.48864;0.3194081;0.0340263;-0.9752986;71.87679;88.10103;161.7707;2019/08/07 12:41:18;C
 ;12;15;12;9.007813;8;59.36288;76.00758;0;0;59.36288;76.00758;0.3417265;0.01756196;-0.9255397;69.73827;88.98022;159.7103;2019/08/07 12:41:19;C
 ;12;16;12;10.75488;9;139.2189;76.68106;0;0;139.2189;76.68106;0.3752649;0.02048895;-0.779434;64.29886;88.64321;154.2578;2019/08/07 12:41:20;C
 ;12;17;12;10.78906;9;138.9709;76.58485;-0.2480774;-0.09621429;139.2189;76.68106;0.3395312;0.04573427;-1.100915;72.87372;87.72672;162.7142;2019/08/07 12:41:20;C
 ;12;18;12;11.39355;10;99.29091;72.83257;0;0;99.29091;72.83257;0.3801433;0.04170966;-0.7494323;63.13971;87.15847;152.9654;2019/08/07 12:41:21;C
 ;12;19;12;11.42676;10;99.29091;72.62959;0;-0.20298;99.29091;72.83257;0.3328235;0.0453684;-1.00469;71.68893;87.54546;161.5135;2019/08/07 12:41:21;C
 ;12;20;12;11.46094;10;99.29091;72.54394;0;-0.08565521;99.29091;72.83257;0.3478244;0.0250014;-0.9817623;70.49733;88.62494;160.445;2019/08/07 12:41:21;C
 ;12;21;12;11.86328;11;99.67576;33.57803;0;0;99.67576;33.57803;0.3520929;0.03488;-0.8691951;67.96418;87.86995;157.8506;2019/08/07 12:41:21;C
 ;12;22;12;11.89746;11;99.57954;33.57803;-0.09621429;0;99.67576;33.57803;0.3473366;0.03244084;-0.9646883;70.20887;88.18777;160.1191;2019/08/07 12:41:22;C
 ;12;23;12;13.54492;12;100.0606;115.5508;0;0;100.0606;115.5508;0.3528247;0.01719609;-0.8187045;66.69073;88.89495;156.6614;2019/08/07 12:41:23;C
 ;12;24;12;13.57813;12;99.86818;115.1806;-0.1924286;-0.3701248;100.0606;115.5508;0.3301404;0.03378238;-1.121038;73.5976;88.34418;163.5095;2019/08/07 12:41:23;C
 ;12;25;12;14.11621;13;99.96439;75.43031;0;0;99.96439;75.43031;0.3847777;0.02231832;-0.8337053;65.23319;88.60762;155.1888;2019/08/07 12:41:24;C
 ;12;26;12;14.14941;13;99.89084;75.26054;-0.07355499;-0.1697693;99.96439;75.43031;0.3474585;0.02158658;-0.9339548;69.59832;88.75901;159.5572;2019/08/07 12:41:24;C
 ;12;27;12;14.18359;13;99.60396;75.04546;-0.2868805;-0.2150803;99.96439;75.43031;0.3472146;0.01292755;-0.9724936;70.35324;89.28274;160.3391;2019/08/07 12:41:24;C
 ;12;28;12;14.65332;14;60.13258;75.91136;0;0;60.13258;75.91136;0.3557517;0.02183049;-0.9011481;68.46282;88.70918;158.4203;2019/08/07 12:41:24;C
 ;12;29;12;14.6875;14;60.13258;75.91136;0;0;60.13258;75.91136;0.3478244;0.02829427;-0.9050508;68.98686;88.32848;158.9141;2019/08/07 12:41:24;C
 ;12;30;12;16.33398;15;138.1606;73.31364;0;0;138.1606;73.31364;0.3377019;0.03939245;-0.9131;69.72086;87.68291;159.5772;2019/08/07 12:41:26;C
 ;12;31;12;16.36816;15;137.872;73.40984;-0.28862;0.09620667;138.1606;73.31364;0.3666059;0.0354898;-1.046522;70.70446;88.16685;160.6106;2019/08/07 12:41:26;C
 ;12;32;12;17.00586;16;101.1189;73.025;0;0;101.1189;73.025;0.3527027;0.04561231;-0.9960315;70.51941;87.52821;160.3506;2019/08/07 12:41:27;C
 ;12;33;12;17.57715;17;100.5417;115.3583;0;0;100.5417;115.3583;0.3463609;0.03927049;-0.9965193;70.84782;87.86824;160.7203;2019/08/07 12:41:27;C
 ;12;34;12;19.3252;18;100.1568;114.8773;0;0;100.1568;114.8773;0.3061147;0.03097735;-1.087988;74.29164;88.43003;164.2093;2019/08/07 12:41:29;C
 ;12;35;12;19.3584;18;100.1568;114.7811;0;-0.09621429;100.1568;114.8773;0.3320918;0.02841623;-1.092988;73.10458;88.57501;163.041;2019/08/07 12:41:29;C
 ;12;36;12;19.92969;19;98.32878;75.62273;0;0;98.32878;75.62273;0.3686792;0.03146518;-0.8690732;67.0258;88.09101;156.9375;2019/08/07 12:41:30;C
 ;12;37;12;19.96387;19;98.13636;75.24062;-0.192421;-0.382103;98.32878;75.62273;0.351727;0.03414825;-1.037863;71.28813;88.21514;161.1969;2019/08/07 12:41:30;C
 ;12;38;12;20.43457;20;60.61364;75.62273;0;0;60.61364;75.62273;0.3514831;0.01475693;-0.9239542;69.17502;89.14475;159.1558;2019/08/07 12:41:30;C
