ID;StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;AccelerationX,AccelerationY;AccelerationZ;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;0;0;1.650024;0;59.5553;72.83257;0;0;59.5553;72.83257;0.2783083;0.1440325;-0.8865132;72.78322;81.18861;160.5322;2019/08/06 14:39:34;C
 ;12;1;0;1.683655;0;59.45909;72.73636;-0.09621429;-0.09621429;59.5553;72.83257;0.197816;0.0779312;-0.9865187;78.69577;85.57103;167.8377;2019/08/06 14:39:34;C
 ;12;2;0;2.255798;1;102.4659;71.96667;0;0;102.4659;71.96667;0.1939133;0.07378463;-0.9987146;79.04115;85.85188;168.2641;2019/08/06 14:39:35;C
 ;12;3;0;2.861633;2;100.6379;32.80833;0;0;100.6379;32.80833;0.2756252;0.1159821;-0.9173685;73.40178;83.09611;161.9456;2019/08/06 14:39:35;C
 ;12;4;0;2.895264;2;100.6379;32.80833;0;0;100.6379;32.80833;0.2205002;0.06305232;-0.9190759;76.53934;86.18339;165.989;2019/08/06 14:39:35;C
 ;12;5;0;4.543091;3;139.3727;74.46819;0;0;139.3727;74.46819;0.2312325;0.07146742;-1.00469;77.07048;86.03452;166.4558;2019/08/06 14:39:37;C
 ;12;6;0;5.148621;4;96.78939;72.2553;0;0;96.78939;72.2553;0.2505018;0.08683414;-0.9167588;74.78208;84.77943;163.8702;2019/08/06 14:39:37;C
 ;12;7;0;5.182251;4;96.78939;72.2553;0;0;96.78939;72.2553;0.241355;0.07707749;-0.9942021;76.394;85.69154;165.703;2019/08/06 14:39:38;C
 ;12;8;0;5.75415;5;56.76515;73.12122;0;0;56.76515;73.12122;0.2340375;0.08000448;-0.9211492;75.79572;85.18827;164.9702;2019/08/06 14:39:38;C
 ;12;9;0;5.787781;5;56.76515;73.12122;0;0;56.76515;73.12122;0.2518434;0.07597987;-0.9728594;75.52869;85.67624;164.8694;2019/08/06 14:39:38;C
 ;12;10;0;7.369263;6;138.4492;78.79773;0;0;138.4492;78.79773;0.2872112;0.0476856;-0.8565115;71.48902;86.97841;161.2262;2019/08/06 14:39:40;C
 ;12;11;0;7.402954;6;138.1393;78.6053;-0.309967;-0.1924286;138.4492;78.79773;0.2009869;0.06951609;-1.041278;79.09883;86.2496;168.4567;2019/08/06 14:39:40;C
 ;12;12;0;7.942078;7;98.32022;75.71893;0;0;98.32022;75.71893;0.2407452;0.07256505;-0.9346866;75.59792;85.70048;164.9431;2019/08/06 14:39:40;C
 ;12;13;0;7.975769;7;98.08826;75.62273;-0.2319641;-0.09620667;98.32022;75.71893;0.200621;0.06012532;-0.982738;78.48285;86.5695;167.9693;2019/08/06 14:39:40;C
 ;12;14;0;8.009399;7;97.84101;75.72565;-0.2472458;0.1029282;98.32022;75.71893;0.2390378;0.06963805;-1.006764;76.67418;86.14984;166.1093;2019/08/06 14:39:40;C
 ;12;15;0;8.547729;8;58.68939;75.43031;0;0;58.68939;75.43031;0.2541606;0.08817568;-0.9562731;75.17599;84.9076;164.2875;2019/08/06 14:39:41;C
 ;12;16;0;8.581421;8;58.68939;75.33409;0;-0.09621429;58.68939;75.43031;0.2426966;0.08305344;-0.9642004;75.92175;85.22507;165.1022;2019/08/06 14:39:41;C
 ;12;17;0;10.09546;9;137.3909;72.44772;0;0;137.3909;72.44772;0.2231832;0.09500533;-1.01152;77.61036;84.75964;166.5151;2019/08/06 14:39:42;C
 ;12;18;0;10.12909;9;137.1364;72.44772;-0.2545013;0;137.3909;72.44772;0.2039139;0.1000056;-1.069816;79.25425;84.75346;168.0143;2019/08/06 14:39:42;C
 ;12;19;0;10.66748;10;99.67576;75.14166;0;0;99.67576;75.14166;0.1986697;0.07500421;-1.008227;78.88271;85.82545;168.106;2019/08/06 14:39:43;C
 ;12;20;0;10.70111;10;99.67576;75.14166;0;0;99.67576;75.14166;0.2464772;0.07902882;-1.007496;76.29347;85.64283;165.5917;2019/08/06 14:39:43;C
 ;12;21;0;11.17218;11;98.13636;34.34773;0;0;98.13636;34.34773;0.2835525;0.1145186;-0.9017579;72.67527;83.09246;161.2671;2019/08/06 14:39:44;C
 ;12;22;0;11.20581;11;97.94393;34.02555;-0.1924286;-0.3221817;98.13636;34.34773;0.226964;0.08610239;-0.9348086;76.40849;84.88527;165.4432;2019/08/06 14:39:44;C
