ID;StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;AccelerationX,AccelerationY;AccelerationZ;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;0;4;0.940918;0;133.0614;71.87045;0;0;133.0614;71.87045;0.1420811;0.08049233;-0.9127341;81.1857;85.0199;169.8565;2019/08/06 13:03:36;C
 ;12;1;4;0.9746094;0;132.9651;71.87045;-0.09622192;0;133.0614;71.87045;0.1730585;0.06793064;-0.9581025;79.78636;86.00881;169.0186;2019/08/06 13:03:36;C
 ;12;2;4;1.17627;1;94.76894;75.81515;0;0;94.76894;75.81515;0.1829371;0.05171022;-0.8594384;78.00462;86.63208;167.5272;2019/08/06 13:03:36;C
 ;12;3;4;1.209961;1;94.52177;75.81515;-0.2471695;0;94.76894;75.81515;0.1306171;0.05805203;-1.02457;82.74635;86.78307;172.058;2019/08/06 13:03:36;C
 ;12;4;4;1.378418;2;55.61061;72.64015;0;0;55.61061;72.64015;0.2067189;0.0401242;-0.8966357;77.02987;87.50314;166.7835;2019/08/06 13:03:36;C
 ;12;5;4;3.092773;3;65.9053;73.40984;0;0;65.9053;73.40984;0.1698876;0.08805372;-1.003349;80.4259;85.05461;169.2026;2019/08/06 13:03:38;C
 ;12;6;4;3.260742;4;110.2591;69.75378;0;0;110.2591;69.75378;0.1093964;0.1176895;-0.9809087;83.6813;83.2001;170.6971;2019/08/06 13:03:38;C
 ;12;7;4;3.294922;4;109.629;69.57005;-0.6300735;-0.1837387;110.2591;69.75378;0.145374;0.127934;-0.9987146;81.78432;82.77556;169.0265;2019/08/06 13:03:38;C
 ;12;8;4;3.429688;5;57.43864;70.81212;0;0;57.43864;70.81212;0.2003771;0.09317596;-0.8401691;76.66457;83.84297;165.2638;2019/08/06 13:03:38;C
 ;12;9;4;3.462891;5;57.43864;70.81212;0;0;57.43864;70.81212;0.1136649;0.1006154;-1.075426;83.99268;84.68448;171.9656;2019/08/06 13:03:38;C
 ;12;10;4;3.899902;6;96.21212;71.29318;0;0;96.21212;71.29318;0.1975721;0.1324465;-0.9118804;77.89818;81.92074;165.3805;2019/08/06 13:03:38;C
 ;12;11;4;3.933594;6;96.21212;71.11646;0;-0.1767273;96.21212;71.29318;0.1701315;0.1059816;-1.001642;80.41267;84.04479;168.6838;2019/08/06 13:03:39;C
 ;12;12;4;4.202637;7;62.24924;72.2553;0;0;62.24924;72.2553;0.1844006;0.08963917;-0.9646883;79.22375;84.78518;168.001;2019/08/06 13:03:39;C
 ;12;13;4;5.91748;8;96.11591;114.9735;0;0;96.11591;114.9735;0.2111094;0.08098015;-0.9871286;77.96768;85.41344;167.0986;2019/08/06 13:03:40;C
 ;12;14;4;6.186523;9;99.00227;76.10378;0;0;99.00227;76.10378;0.2344034;0.1247631;-0.9293205;75.96439;82.58323;164.0535;2019/08/06 13:03:41;C
 ;12;15;4;6.220215;9;98.77766;76.10378;-0.2246094;0;99.00227;76.10378;0.2362328;0.1020789;-0.9717618;76.40856;84.17186;165.1673;2019/08/06 13:03:41;C
 ;12;16;4;6.421875;10;59.17046;71.58182;0;0;59.17046;71.58182;0.2440381;0.08012644;-0.8778542;74.52562;84.9743;163.6908;2019/08/06 13:03:41;C
 ;12;17;4;6.455566;10;59.07424;71.35717;-0.09621811;-0.2246475;59.17046;71.58182;0.2150121;0.07061372;-0.9940801;77.82511;86.0284;167.1747;2019/08/06 13:03:41;C
 ;12;18;4;8.036133;11;98.425;34.73257;0;0;98.425;34.73257;0.2573315;0.09890798;-0.9288325;74.59761;84.14077;163.4687;2019/08/06 13:03:43;C
 ;12;19;4;8.271484;12;96.59697;74.66061;0;0;96.59697;74.66061;0.305383;0.02524532;-0.7376023;67.52126;88.18874;157.4404;2019/08/06 13:03:43;C
 ;12;20;4;8.305176;12;96.43967;74.66061;-0.1573029;0;96.59697;74.66061;0.2764789;0.04549036;-0.9585904;73.9284;87.38931;163.7063;2019/08/06 13:03:43;C
 ;12;21;4;8.506836;13;139.8924;70.71591;0;0;139.8924;70.71591;0.2440381;0.151106;-1.092744;77.52587;82.31398;165.2825;2019/08/06 13:03:43;C
 ;12;22;4;8.540527;13;139.8924;70.71591;0;0;139.8924;70.71591;0.2690395;0.093054;-0.9355403;74.03075;84.53961;163.0754;2019/08/06 13:03:43;C
 ;12;23;4;10.12061;14;141.6242;69.94621;0;0;141.6242;69.94621;0.1933035;0.1139088;-1.013228;79.26494;83.69835;167.5139;2019/08/06 13:03:45;C
 ;12;24;4;10.1543;14;141.528;69.94621;-0.09620667;0;141.6242;69.94621;0.244404;0.08890743;-0.9376135;75.45251;84.75739;164.4972;2019/08/06 13:03:45;C
 ;12;25;4;10.38965;15;100.253;71.19697;0;0;100.253;71.19697;0.2169634;0.06634519;-0.9210272;76.77773;85.98927;166.1616;2019/08/06 13:03:45;C
 ;12;26;4;10.42334;15;100.1568;71.19697;-0.09621429;0;100.253;71.19697;0.2668442;0.08354127;-0.9506631;74.3782;85.16389;163.6099;2019/08/06 13:03:45;C
 ;12;27;4;10.625;16;61.86439;70.81212;0;0;61.86439;70.81212;0.2778205;0.0575642;-0.7493103;69.7117;85.88002;159.2612;2019/08/06 13:03:45;C
 ;12;28;4;10.65918;16;61.63303;70.81212;-0.2313576;0;61.86439;70.81212;0.2406233;0.05927162;-0.9939582;76.41455;86.68297;166.0003;2019/08/06 13:03:45;C
 ;12;29;4;12.34033;17;60.13258;71.96667;0;0;60.13258;71.96667;0.2759911;0.02353791;-0.9037092;73.02284;88.57305;162.9594;2019/08/06 13:03:47;C
 ;12;30;4;12.60938;18;104.2939;72.44772;0;0;104.2939;72.44772;0.2584291;0.07915078;-0.9424919;74.71776;85.36967;163.9987;2019/08/06 13:03:47;C
 ;12;31;4;12.84473;19;100.6379;36.36818;0;0;100.6379;36.36818;0.2883089;0.08451694;-0.9432237;73.06746;85.10225;162.332;2019/08/06 13:03:47;C
 ;12;32;4;14.59277;20;58.20834;75.52651;0;0;58.20834;75.52651;0.2812353;0.01865958;-0.9106609;72.84137;88.87841;162.8025;2019/08/06 13:03:49;C
 ;12;33;4;14.62646;20;58.45899;75.52651;0.2506561;0;58.20834;75.52651;0.2798938;0.03170909;-0.9767621;74.01819;88.21252;163.9132;2019/08/06 13:03:49;C
 ;12;34;4;14.89551;21;103.1394;73.79469;0;0;103.1394;73.79469;0.2764789;0.06707694;-0.9776158;74.24379;86.22263;163.7743;2019/08/06 13:03:49;C
 ;12;35;4;15.13086;22;148.5515;72.15909;0;0;148.5515;72.15909;0.1719609;0.0689063;-1.029936;80.54193;86.22453;169.8033;2019/08/06 13:03:50;C
 ;12;36;4;15.16455;22;148.5515;72.15909;0;0;148.5515;72.15909;0.3563614;0.072687;-0.9271252;69.03333;85.81451;158.5806;2019/08/06 13:03:50;C
 ;12;37;4;16.8125;23;96.11591;113.2417;0;0;96.11591;113.2417;0.258673;0.07354071;-0.8466328;73.07051;85.25124;162.3781;2019/08/06 13:03:51;C
 ;12;38;4;17.04736;24;99.96439;71.67803;0;0;99.96439;71.67803;0.2900163;0.1123234;-0.8751711;71.80501;83.05392;160.4364;2019/08/06 13:03:52;C
 ;12;39;4;17.08105;24;99.53252;71.67803;-0.4318771;0;99.96439;71.67803;0.2695273;0.09037092;-0.9757864;74.6217;84.8987;163.7576;2019/08/06 13:03:52;C
