UserID;Age;Gender;DominantHand;HitType;TargetID;RoundID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY
0;25;M;R;Center;-1;0;0.5054746;0.5897205;0.5054746;189.4096;138.6581;193.852;137.8503;200.583;137.5811;4.442444;-0.807724;11.17342;-1.07695;0.08424592;6.730972;-0.2692261
0;25;M;R;Target;0;0;0.8930056;0.9772508;0.387531;279.275;138.6581;285.9317;137.5811;274.6237;137.5811;6.656738;-1.07695;-4.651276;-1.07695;0.0842452;-11.30801;0
0;25;M;R;Center;0;0;1.247769;1.365715;0.3547635;189.4096;138.6581;200.583;131.6578;200.3138;134.3502;11.17342;-7.000214;10.90417;-4.307816;0.1179461;-0.2692413;2.692398
0;25;M;R;Target;1;0;1.653001;1.720397;0.4052315;267.2353;183.5907;254.7;178.2362;254.7;178.2362;-12.53529;-5.354568;-12.53529;-5.354568;0.06739688;0;0
0;25;M;R;Center;1;0;2.006833;2.107928;0.353832;189.4096;138.6581;187.3903;131.6578;194.1213;147.0045;-2.019302;-7.000214;4.71167;8.346405;0.1010952;6.730972;15.34662
0;25;M;R;Target;2;0;2.394364;2.478609;0.3875313;234.3423;216.4838;223.7375;225.0837;223.7375;225.0837;-10.60474;8.59996;-10.60474;8.59996;0.0842452;0;0
0;25;M;R;Center;2;0;2.832441;2.916688;0.4380774;189.4096;138.6581;187.3903;130.8501;189.275;152.9277;-2.019302;-7.807938;-0.1346283;14.26967;0.08424664;1.884674;22.07761
0;25;M;R;Target;3;0;3.203985;3.271381;0.3715434;189.4096;228.5235;187.9288;227.7761;188.198;226.1607;-1.48082;-0.7473145;-1.211578;-2.362747;0.06739616;0.2692413;-1.615433
0;25;M;R;Center;3;0;3.557817;3.658911;0.3538318;189.4096;138.6581;188.198;141.6197;180.3901;161.2741;-1.211578;2.961624;-9.019501;22.61607;0.1010947;-7.807922;19.65445
0;25;M;R;Target;4;0;3.8948;3.979045;0.3369832;144.4769;216.4838;144.0428;224.0068;145.9275;218.8912;-0.4340363;7.52301;1.450638;2.407455;0.08424568;1.884674;-5.115555
0;25;M;R;Center;4;0;4.265481;4.349728;0.3706818;189.4096;138.6581;182.8132;145.1198;182.2748;146.466;-6.596359;6.461731;-7.134827;7.807922;0.08424616;-0.5384674;1.346191
0;25;M;R;Target;5;0;4.636162;4.720409;0.3706808;111.5839;183.5908;104.7339;178.5054;109.0418;177.6977;-6.84993;-5.085358;-2.542099;-5.893066;0.08424664;4.307831;-0.8077087
0;25;M;R;Center;5;0;5.040542;5.124788;0.4043798;189.4096;138.6581;193.0443;138.6581;182.0055;138.6581;3.63472;0;-7.404068;0;0.08424616;-11.03879;0
0;25;M;R;Target;6;0;5.428073;5.495469;0.3875308;99.54418;138.658;102.0415;134.8887;108.7725;135.1579;2.497368;-3.769333;9.22834;-3.500092;0.06739616;6.730972;0.2692413
0;25;M;R;Center;6;0;5.781905;5.866151;0.3538318;189.4096;138.6581;187.1211;136.2349;187.1211;136.2349;-2.288528;-2.423157;-2.288528;-2.423157;0.08424664;0;0
0;25;M;R;Target;7;0;6.186285;6.27053;0.4043808;111.5839;93.72535;112.8111;89.38732;123.5807;94.7721;1.227242;-4.338028;11.9968;1.046753;0.08424473;10.76956;5.384781
0;25;M;R;Center;7;0;6.540118;6.607514;0.3538322;189.4096;138.6581;191.9674;133.2733;190.8904;127.6193;2.55777;-5.384781;1.48082;-11.0388;0.06739616;-1.07695;-5.654015
0;25;M;R;Target;8;0;6.910798;7.011893;0.3706799;144.4769;60.83232;155.3509;57.07866;156.6971;60.57876;10.87398;-3.75367;12.22017;-0.2535667;0.1010952;1.346191;3.500103
0;25;M;R;Center;8;0;7.332027;7.416273;0.4212294;189.4096;138.6581;190.8904;131.6578;190.8904;124.3884;1.48082;-7.000214;1.48082;-14.26967;0.08424568;0;-7.269455
0;25;M;R;Target;9;0;7.685859;7.820652;0.3538322;189.4096;48.79265;188.198;54.92474;191.1596;72.15604;-1.211578;6.132088;1.750046;23.36338;0.1347933;2.961624;17.2313
0;25;M;R;Center;9;0;8.123938;8.208183;0.4380779;189.4096;138.6581;188.7365;129.7732;189.0057;130.3116;-0.6730957;-8.884888;-0.4038544;-8.346405;0.08424568;0.2692413;0.5384827
0;25;M;R;Target;10;0;8.528316;8.613493;0.4043789;234.3423;60.83232;238.5457;58.42485;231.8147;73.50223;4.2034;-2.407475;-2.527557;12.6699;0.08517647;-6.730957;15.07738
0;25;M;R;Center;10;0;8.900816;8.985062;0.3725004;189.4096;138.6581;193.0443;136.7734;195.4675;137.0426;3.63472;-1.884674;6.057877;-1.615433;0.08424568;2.423157;0.2692413
0;25;M;R;Target;11;0;9.25465;9.338898;0.3538332;267.2353;93.72533;273.816;99.34917;272.739;100.4261;6.580658;5.623833;5.503723;6.700783;0.08424759;-1.076935;1.07695
0;25;M;R;Center;11;1;10.13162;10.21587;0.8769741;189.4096;138.6581;185.2364;142.1582;184.9671;141.8889;-4.173203;3.500107;-4.442444;3.230865;0.08424568;-0.2692413;-0.2692413
