UserID;Age;Gender;DominantHand;HitType;TargetID;RoundID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY
0;25;M;R;Center;-1;0;0.5792537;0.6634994;0.5792537;189.4096;138.6581;192.5058;136.2349;195.1982;136.2349;3.096237;-2.423157;5.788635;-2.423157;0.08424568;2.692398;0
0;25;M;R;Target;0;0;1.000483;1.084728;0.4212291;279.275;138.6581;280.0085;141.0812;269.7774;141.0812;0.73349;2.423157;-9.497589;2.423157;0.08424544;-10.23108;0
0;25;M;R;Center;0;0;1.354315;1.45541;0.3538318;189.4096;138.6581;187.6595;134.8887;200.0445;142.6966;-1.750061;-3.769348;10.63493;4.038574;0.1010954;12.38499;7.807922
0;25;M;R;Target;1;0;1.741845;1.826092;0.3875306;267.2353;183.5907;263.0464;186.5826;260.354;184.9671;-4.188873;2.991837;-6.881287;1.376404;0.08424664;-2.692413;-1.615433
0;25;M;R;Center;1;0;2.129376;2.196773;0.3875306;189.4096;138.6581;191.6981;143.5043;196.5444;150.2353;2.288528;4.846298;7.134827;11.57727;0.06739712;4.846298;6.730972
0;25;M;R;Target;2;0;2.44951;2.516909;0.3201342;234.3423;216.4838;229.9301;211.3526;229.9301;211.3526;-4.412231;-5.131226;-4.412231;-5.131226;0.0673995;0;0
0;25;M;R;Center;2;0;2.820192;2.904437;0.3706822;189.4096;138.6581;197.3521;135.9657;197.3521;148.0814;7.942535;-2.692398;7.942535;9.42337;0.08424473;0;12.11577
0;25;M;R;Target;3;0;3.224572;3.275119;0.4043798;189.4096;228.5235;190.3519;219.9682;190.0827;217.8143;0.9423218;-8.555252;0.6730957;-10.70915;0.05054665;-0.2692261;-2.1539
0;25;M;R;Center;3;0;3.561554;3.612102;0.3369823;189.4096;138.6581;183.0825;137.3119;183.8902;139.4658;-6.327118;-1.346191;-5.519409;0.807724;0.0505476;0.8077087;2.153915
0;25;M;R;Target;4;0;3.898537;3.982782;0.3369832;144.4769;216.4838;146.466;222.3914;149.1584;215.3911;1.989105;5.907578;4.681503;-1.092636;0.08424473;2.692398;-7.000214
0;25;M;R;Center;4;0;4.252371;4.336615;0.3538337;189.4096;138.6581;188.4673;136.2349;183.8902;139.735;-0.942337;-2.423157;-5.519409;1.07695;0.08424377;-4.577072;3.500107
0;25;M;R;Target;5;0;4.943184;5.010581;0.6908131;111.5839;183.5908;114.6958;176.3515;114.6958;176.3515;3.111916;-7.239258;3.111916;-7.239258;0.06739712;0;0
0;25;M;R;Center;5;0;5.381262;5.431809;0.4380779;189.4096;138.6581;191.9674;131.9271;187.3903;133.2733;2.55777;-6.730972;-2.019302;-5.384781;0.0505476;-4.577072;1.346191
0;25;M;R;Target;6;0;5.869888;5.937284;0.488626;99.54418;138.658;106.3494;133.8117;107.1571;133.8117;6.805199;-4.846298;7.612915;-4.846298;0.06739616;0.8077164;0
0;25;M;R;Center;6;0;6.22372;6.291117;0.3538313;189.4096;138.6581;186.0441;140.812;186.0441;140.812;-3.365494;2.1539;-3.365494;2.1539;0.06739712;0;0
0;25;M;R;Target;7;0;6.61125;6.695497;0.3875303;111.5839;93.72535;112.2726;98.27221;125.4653;102.8493;0.6887665;4.54686;13.88147;9.123917;0.08424664;13.1927;4.577057
0;25;M;R;Center;7;0;6.948234;7.032479;0.3369837;189.4096;138.6581;185.7749;138.3888;185.5056;137.0426;-3.634735;-0.2692413;-3.903976;-1.615433;0.08424568;-0.2692413;-1.346191
0;25;M;R;Target;8;0;7.369462;7.453709;0.4212284;144.4769;60.83232;146.7352;63.00191;155.8893;72.96375;2.258331;2.169582;11.41246;12.13143;0.08424664;9.154129;9.961845
0;25;M;R;Center;8;0;7.723294;7.824389;0.3538322;189.4096;138.6581;184.4287;130.3116;184.4287;130.3116;-4.980927;-8.346405;-4.980927;-8.346405;0.1010952;0;0
0;25;M;R;Target;9;0;8.127674;8.21192;0.4043798;189.4096;48.79265;185.7749;51.1554;190.3519;67.04049;-3.634735;2.362747;0.9423218;18.24784;0.08424568;4.577057;15.88509
0;25;M;R;Center;9;0;8.481506;8.532055;0.3538322;189.4096;138.6581;190.0827;128.6962;190.0827;128.6962;0.6730957;-9.961838;0.6730957;-9.961838;0.05054855;0;0
0;25;M;R;Target;10;0;8.885886;8.970134;0.4043798;234.3423;60.83232;238.0072;71.07908;231.8147;82.38712;3.664932;10.24675;-2.527557;21.55479;0.08424759;-6.19249;11.30804
0;25;M;R;Center;10;0;9.20602;9.290266;0.3201342;189.4096;138.6581;189.8134;141.6197;194.1213;140.2735;0.4038544;2.961624;4.71167;1.615433;0.08424568;4.307816;-1.346191
0;25;M;R;Target;11;0;9.593551;9.677795;0.3875303;267.2353;93.72533;272.2006;96.11829;268.7005;98.00297;4.96524;2.39296;1.465149;4.277634;0.08424473;-3.500092;1.884674
0;25;M;R;Center;11;1;10.20012;10.26752;0.6065712;189.4096;138.6581;194.929;133.2733;194.929;133.2733;5.519394;-5.384781;5.519394;-5.384781;0.06739426;0;0
0;25;M;R;Target;0;1;10.5708;10.6719;0.3706799;279.275;138.6581;279.47;138.9273;268.7005;139.1965;0.1950073;0.2692413;-10.57452;0.5384827;0.1010942;-10.76953;0.2692413
0;25;M;R;Center;0;1;11.04258;11.12682;0.471776;189.4096;138.6581;191.4289;137.5811;198.6983;145.1198;2.019287;-1.07695;9.288742;6.461731;0.08424568;7.269455;7.538681
0;25;M;R;Target;1;1;11.51435;11.58175;0.471776;267.2353;183.5907;262.7772;187.6595;261.9695;185.5056;-4.45813;4.068787;-5.265839;1.914871;0.06739712;-0.8077087;-2.153915
0;25;M;R;Center;1;1;11.93558;12.01983;0.4212303;189.4096;138.6581;191.9674;138.9273;196.2752;147.2737;2.55777;0.2692413;6.865585;8.615646;0.08424568;4.307816;8.346405
0;25;M;R;Target;2;1;12.32311;12.42421;0.3875294;234.3423;216.4838;226.9684;224.276;226.9684;224.276;-7.373871;7.792252;-7.373871;7.792252;0.1010971;0;0
0;25;M;R;Center;2;1;12.72749;12.81174;0.4043798;189.4096;138.6581;189.0057;137.8503;189.5442;157.2355;-0.4038544;-0.807724;0.134613;18.57748;0.08424568;0.5384674;19.38521
0;25;M;R;Target;3;1;13.09817;13.16557;0.3706808;189.4096;228.5235;188.4673;229.3916;188.198;225.6222;-0.942337;0.8681183;-1.211578;-2.90123;0.06739712;-0.2692413;-3.769348
0;25;M;R;Center;3;1;13.50255;13.60365;0.4043808;189.4096;138.6581;188.7365;141.6197;181.467;158.5817;-0.6730957;2.961624;-7.942551;19.92368;0.1010952;-7.269455;16.96205
0;25;M;R;Target;4;1;13.83954;13.90693;0.3369818;144.4769;216.4838;136.2349;219.4297;138.3888;218.3528;-8.241974;2.945938;-6.088058;1.869003;0.06739712;2.153915;-1.076935
0;25;M;R;Center;4;1;14.74939;14.85049;0.9098539;189.4096;138.6581;182.8132;140.0042;169.082;147.5429;-6.596359;1.346191;-20.32755;8.884872;0.1010952;-13.73119;7.538681
0;25;M;R;Target;5;1;15.15377;15.22117;0.4043808;111.5839;183.5908;110.1187;182.8132;119.5421;178.7746;-1.465141;-0.7775269;7.958214;-4.816116;0.06739807;9.423355;-4.038589
