UserID;Age;Gender;DominantHand;HitType;TargetID;RoundID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY
0;25;M;R;Center;5;1;15.52445;15.59185;0.3706818;189.4096;138.6581;188.7365;133.5425;188.7365;133.5425;-0.6730957;-5.11554;-0.6730957;-5.11554;0.06739616;0;0
0;25;M;R;Target;6;1;15.92883;16.01308;0.4043789;99.54418;138.658;112.2726;137.5811;112.2726;137.5811;12.72845;-1.076935;12.72845;-1.076935;0.08424473;0;0
0;25;M;R;Center;6;1;16.33321;16.41746;0.4043808;189.4096;138.6581;186.0441;140.2735;186.0441;140.5427;-3.365494;1.615433;-3.365494;1.884659;0.08424377;0;0.2692261
0;25;M;R;Target;7;1;16.72074;16.78814;0.3875313;111.5839;93.72535;117.1189;92.61819;117.3882;92.61819;5.535072;-1.107155;5.804298;-1.107155;0.06739426;0.2692261;0
0;25;M;R;Center;7;1;17.07457;17.17567;0.3538303;189.4096;138.6581;202.7369;140.2735;201.9292;138.1196;13.32733;1.615433;12.51961;-0.5384827;0.1010952;-0.807724;-2.153915
0;25;M;R;Target;8;1;17.53045;17.61567;0.4558716;144.4769;60.83232;141.0812;53.57855;144.3121;60.04028;-3.395676;-7.253777;-0.1648102;-0.7920418;0.08522034;3.230865;6.461735
0;25;M;R;Center;8;1;17.98635;18.08744;0.4559002;189.4096;138.6581;185.2364;135.4272;188.7365;130.3116;-4.173203;-3.230865;-0.6730957;-8.346405;0.1010971;3.500107;-5.11554
0;25;M;R;Target;9;1;18.37388;18.45812;0.3875313;189.4096;48.79265;188.4673;59.5018;189.0057;59.5018;-0.942337;10.70915;-0.4038544;10.70915;0.08424568;0.5384827;0
0;25;M;R;Center;9;1;18.79511;18.87935;0.4212303;189.4096;138.6581;191.1596;131.3886;191.9674;130.5809;1.750046;-7.269455;2.55777;-8.077164;0.08424377;0.807724;-0.8077087
0;25;M;R;Target;10;1;19.23318;19.31743;0.4380779;234.3423;60.83232;236.1225;58.69408;233.4301;68.38669;1.780258;-2.138241;-0.9121399;7.554363;0.08424568;-2.692398;9.692604
0;25;M;R;Center;10;1;19.67126;19.75551;0.4380779;189.4096;138.6581;196.8137;131.6578;197.0829;131.9271;7.404068;-7.000214;7.673294;-6.730972;0.08424568;0.2692261;0.2692413
0;25;M;R;Target;11;1;20.05879;20.12619;0.3875294;267.2353;93.72533;264.9311;99.07993;264.6619;99.07993;-2.304199;5.354591;-2.573456;5.354591;0.06739616;-0.2692566;0
0;25;M;R;Center;11;2;20.46317;20.56427;0.4043789;189.4096;138.6581;183.3517;137.3119;192.7751;137.3119;-6.057892;-1.346191;3.365479;-1.346191;0.1010952;9.42337;0
