UserID;Age;Gender;DominantHand;HitType;TargetID;RoundID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;LiftX;LiftY;TouchOffsetX;TouchOffsetY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY
0;25;M;R;Center;-1;0;0.5560218;0.6234189;0.5560218;189.4096;138.6581;187.3903;133.004;195.1982;133.8117;-2.019302;-5.654022;5.788635;-4.846313;0.06739712;7.807938;0.8077087
0;25;M;R;Target;0;0;0.9098541;0.9940995;0.3538322;279.275;138.6581;281.0854;137.0426;274.8929;137.8503;1.810425;-1.615433;-4.38205;-0.807724;0.08424544;-6.192474;0.8077087
0;25;M;R;Center;0;0;1.314234;1.398479;0.4043798;189.4096;138.6581;197.0829;134.3502;197.0829;134.3502;7.673294;-4.307816;7.673294;-4.307816;0.08424544;0;0
0;25;M;R;Target;1;0;1.651217;1.735463;0.3369832;267.2353;183.5907;259.5463;180.1208;258.2001;178.2362;-7.688995;-3.469894;-9.035187;-5.354568;0.08424592;-1.346191;-1.884674
0;25;M;R;Center;1;0;2.375731;2.476825;0.7245145;189.4096;138.6581;185.7749;135.1579;193.852;147.8122;-3.634735;-3.500107;4.442444;9.154129;0.1010933;8.077179;12.65424
0;25;M;R;Target;2;0;2.729563;2.796959;0.3538318;234.3423;216.4838;224.276;215.3911;224.276;215.3911;-10.06625;-1.092636;-10.06625;-1.092636;0.06739569;0;0
0;25;M;R;Center;2;0;3.167641;3.235502;0.4380774;189.4096;138.6581;185.7749;130.0424;187.6595;135.4272;-3.634735;-8.615646;-1.750061;-3.230865;0.06786156;1.884674;5.384781
0;25;M;R;Target;3;0;3.555171;3.622569;0.3875303;189.4096;228.5235;190.6212;221.3144;190.6212;221.3144;1.211563;-7.209061;1.211563;-7.209061;0.06739759;0;0
0;25;M;R;Center;3;0;3.942701;4.0101;0.3875299;189.4096;138.6581;194.929;140.812;184.6979;156.9663;5.519394;2.1539;-4.711685;18.30824;0.0673995;-10.23108;16.15434
0;25;M;R;Target;4;0;4.313383;4.397629;0.3706822;144.4769;216.4838;150.7738;219.699;150.5046;215.9296;6.296936;3.215179;6.027695;-0.5541534;0.08424568;-0.2692413;-3.769333
0;25;M;R;Center;4;0;4.684063;4.75146;0.3706803;189.4096;138.6581;185.5056;136.7734;176.6207;143.7736;-3.903976;-1.884674;-12.78886;5.11554;0.06739664;-8.884888;7.000214
0;25;M;R;Target;5;0;5.037896;5.088443;0.3538327;111.5839;183.5908;109.311;177.6977;109.311;177.6977;-2.272858;-5.893066;-2.272858;-5.893066;0.05054712;0;0
0;25;M;R;Center;5;0;5.492824;5.577068;0.4549274;189.4096;138.6581;181.7363;145.9275;178.2362;145.9275;-7.673309;7.269455;-11.17342;7.269455;0.08424473;-3.500107;0
0;25;M;R;Target;6;0;6.099392;6.183639;0.6065688;99.54418;138.658;99.6184;135.6964;103.1185;135.6964;0.07421875;-2.961624;3.574326;-2.961624;0.08424664;3.500107;0
0;25;M;R;Center;6;0;6.486924;6.571169;0.3875313;189.4096;138.6581;177.9669;132.7348;177.9669;132.7348;-11.44266;-5.923248;-11.44266;-5.923248;0.08424568;0;0
0;25;M;R;Target;7;0;6.975549;7.042946;0.4886255;111.5839;93.72535;118.1959;96.38754;118.7344;96.38754;6.612015;2.662186;7.150497;2.662186;0.06739712;0.5384827;0
0;25;M;R;Center;7;0;7.379928;7.447325;0.4043789;189.4096;138.6581;200.0445;135.4272;197.6214;133.8117;10.63493;-3.230865;8.211792;-4.846313;0.06739712;-2.423141;-1.615448
0;25;M;R;Target;8;0;7.750611;7.834856;0.3706827;144.4769;60.83232;156.9663;66.77126;156.9663;66.77126;12.48941;5.938931;12.48941;5.938931;0.08424473;0;0
0;25;M;R;Center;8;0;8.138143;8.222387;0.3875313;189.4096;138.6581;197.0829;150.7738;197.0829;150.7738;7.673294;12.11575;7.673294;12.11575;0.08424473;0;0
0;25;M;R;Target;9;0;8.626766;8.711012;0.4886236;189.4096;48.79265;188.4673;53.04007;189.0057;80.2332;-0.942337;4.247417;-0.4038544;31.44055;0.08424568;0.5384827;27.19313
0;25;M;R;Center;9;0;8.980599;9.047997;0.3538332;189.4096;138.6581;184.9671;144.8505;187.1211;144.0428;-4.442444;6.19249;-2.288528;5.384781;0.06739807;2.153915;-0.8077087
0;25;M;R;Target;10;0;9.368129;9.435525;0.3875294;234.3423;60.83232;236.9303;54.65551;235.5841;64.34811;2.587967;-6.176819;1.241776;3.515781;0.06739616;-1.346191;9.6926
0;25;M;R;Center;10;0;9.721962;9.806207;0.3538332;189.4096;138.6581;187.9288;147.2737;187.9288;147.2737;-1.48082;8.615646;-1.48082;8.615646;0.08424473;0;0
0;25;M;R;Target;11;0;10.51387;10.61497;0.7919102;267.2353;93.72533;268.4312;93.15667;268.4312;93.15667;1.195892;-0.5686646;1.195892;-0.5686646;0.1010952;0;0
