ID;StudyID;UserID;Age;Gender;PlayingHand;DominantHand;LongNails;DominantEye;TargetID;TargetSize;TargetDistance;ColliderSize;HitType;Outset;Goal;MistakeOccured;TargetCombition;RoundID;Repetition;Clockwise;TouchID;CrossTargets;Delay;ConditionID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;TouchOffsetX;TouchOffsetY;LiftX;LiftY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;15;51;M;R;R;no;R;0;21.6;-1;21.6;Outset;E;E;No;EE; ; ; ;0;False;1; ;1.075195;1.141602;1.075195;138.5212;73.89091;142.2977;74.08334;3.776505;0.1924286;142.5864;74.17954;4.065155;0.2886353;0.06640625; ; ;89.66029;88.92537;178.8732;2019/08/07 14:22:17;C
 ;12;15;51;M;R;R;no;R;0;21.6;39.99999;21.6;Center;E;E;No;EE; ; ; ;1;False;1; ;1.74707;1.780273;0.671875;98.52122;73.89091;95.82727;73.89091;-2.693947;0;95.82727;73.89091;-2.693947;0;0.03320313; ; ;89.43953;88.47453;178.3749;2019/08/07 14:22:17;C
 ;12;15;51;M;R;R;no;R;0;21.6;39.99999;21.6;Goal;E;E;No;EE; ; ; ;2;False;1; ;2.452148;2.486328;0.7050781;138.5212;73.89091;138.5455;67.44469;0.02424622;-6.446213;138.5455;67.73334;0.02424622;-6.15757;0.03417969; ; ;89.19419;88.32568;178.1417;2019/08/07 14:22:18;C
 ;12;15;51;M;R;R;no;R;1;21.6;-1;21.6;Outset;E;E;No;EE; ; ; ;3;False;1; ;4.131836;4.199219;1.679688;138.5212;73.89091;138.2568;76.2;-0.264389;2.30909;137.8378;76.2;-0.6834106;2.30909;0.06738281; ; ;89.53819;88.60026;178.5261;2019/08/07 14:22:20;C
 ;12;15;51;M;R;R;no;R;1;21.6;39.99999;21.6;Center;E;E;No;EE; ; ; ;4;False;1; ;4.803711;4.837891;0.671875;98.52122;73.89091;96.30833;72.15909;-2.212883;-1.731819;96.30833;72.15909;-2.212883;-1.731819;0.03417969; ; ;89.46651;88.65175;178.55;2019/08/07 14:22:20;C
 ;12;15;51;M;R;R;no;R;1;21.6;39.99999;21.6;Goal;E;E;No;EE; ; ; ;5;False;1; ;5.509766;5.577148;0.7060547;138.5212;73.89091;140.0848;71.67803;1.563629;-2.212875;139.9886;71.67803;1.467422;-2.212875;0.06738281; ; ;89.46748;88.58904;178.4918;2019/08/07 14:22:21;C
 ;12;15;51;M;R;R;no;R;2;21.6;-1;21.6;Outset;E;N;No;EN; ; ; ;6;False;1; ;7.15625;7.256836;1.646484;138.5212;73.89091;142.4901;71.00454;3.968933;-2.886368;142.1053;71.10076;3.584091;-2.790146;0.1005859; ; ;89.60494;88.83592;178.7706;2019/08/07 14:22:23;C
 ;12;15;51;M;R;R;no;R;2;21.6;39.99999;21.6;Center;E;N;No;EN; ; ; ;7;False;1; ;7.794922;7.862305;0.6386719;98.52122;73.89091;95.82727;72.15909;-2.693947;-1.731819;95.82727;72.15909;-2.693947;-1.731819;0.06738281; ; ;89.45685;88.47044;178.3768;2019/08/07 14:22:23;C
 ;12;15;51;M;R;R;no;R;2;21.6;40.00001;21.6;Goal;E;N;No;EN; ; ; ;8;False;1; ;8.467773;8.500977;0.6728516;98.52122;113.8909;96.01969;115.5508;-2.501526;1.659843;96.01969;115.5508;-2.501526;1.659843;0.03320313; ; ;89.61569;88.79111;178.7316;2019/08/07 14:22:24;C
 ;12;15;51;M;R;R;no;R;3;21.6;-1;21.6;Outset;W;E;No;WE; ; ; ;9;False;1; ;10.24805;10.31543;1.780273;58.52121;73.89091;59.45909;74.94924;0.9378777;1.058334;59.26666;74.75681;0.7454529;0.8659058;0.06738281; ; ;89.35236;88.52155;178.3859;2019/08/07 14:22:26;C
 ;12;15;51;M;R;R;no;R;3;21.6;40.00001;21.6;Center;W;E;No;WE; ; ; ;10;False;1; ;10.85449;10.92188;0.6064453;98.52122;73.89091;98.61742;70.90833;0.09620667;-2.982574;98.80984;71.38939;0.2886276;-2.501518;0.06738281; ; ;89.78191;88.89545;178.8739;2019/08/07 14:22:26;C
 ;12;15;51;M;R;R;no;R;3;21.6;39.99999;21.6;Goal;W;E;No;WE; ; ; ;11;False;1; ;11.49316;11.59375;0.6386719;138.5212;73.89091;136.7174;72.64015;-1.803787;-1.250755;136.6212;72.64015;-1.899994;-1.250755;0.1005859; ; ;89.52779;88.61146;178.5332;2019/08/07 14:22:27;C
 ;12;15;51;M;R;R;no;R;4;21.6;-1;21.6;Outset;W;N;No;WN; ; ; ;12;False;1; ;13.24121;13.3418;1.748047;58.52121;73.89091;61.19091;76.9697;2.669701;3.078789;60.90227;76.48864;2.381062;2.597733;0.1005859; ; ;89.60619;88.6356;178.5799;2019/08/07 14:22:29;C
 ;12;15;51;M;R;R;no;R;4;21.6;40.00001;21.6;Center;W;N;No;WN; ; ; ;13;False;1; ;13.91309;14.01367;0.671875;98.52122;73.89091;95.92348;73.50607;-2.597733;-0.3848419;96.01969;73.89091;-2.501526;0;0.1005859; ; ;89.62699;88.68384;178.632;2019/08/07 14:22:29;C
 ;12;15;51;M;R;R;no;R;4;21.6;40.00001;21.6;Goal;W;N;No;WN; ; ; ;14;False;1; ;14.65234;14.78711;0.7392578;98.52122;113.8909;92.36364;116.0318;-6.157578;2.140907;92.17121;117.5712;-6.350006;3.680298;0.1347656; ; ;89.5683;88.87194;178.7923;2019/08/07 14:22:30;C
 ;12;15;51;M;R;R;no;R;5;21.6;-1;21.6;Outset;W;W;No;WW; ; ; ;15;False;1; ;16.36719;16.46777;1.714844;58.52121;73.89091;55.61061;74.08334;-2.910603;0.1924286;56.34221;74.41557;-2.178997;0.5246582;0.1005859; ; ;89.64123;88.83921;178.785;2019/08/07 14:22:32;C
 ;12;15;51;M;R;R;no;R;5;21.6;40.00001;21.6;Center;W;W;No;WW; ; ; ;16;False;1; ;17.07227;17.13965;0.7050781;98.52122;73.89091;97.17424;73.12122;-1.346977;-0.7696915;97.17424;73.40984;-1.346977;-0.4810638;0.06738281; ; ;89.62712;88.76872;178.7135;2019/08/07 14:22:33;C
 ;12;15;51;M;R;R;no;R;5;21.6;40.00001;21.6;Goal;W;W;No;WW; ; ; ;17;False;1; ;17.8125;17.87891;0.7402344;58.52121;73.89091;53.06099;75.47841;-5.460224;1.587502;52.67614;75.09356;-5.84507;1.202652;0.06640625; ; ;89.45051;88.74596;178.6308;2019/08/07 14:22:33;C
 ;12;15;51;M;R;R;no;R;6;21.6;-1;21.6;Outset;E;N;No;EN; ; ; ;18;False;1; ;19.49219;19.59277;1.679688;138.5212;73.89091;136.0439;77.45076;-2.47728;3.559853;135.7406;77.45076;-2.78064;3.559853;0.1005859; ; ;89.68353;88.67074;178.6337;2019/08/07 14:22:35;C
