ID;StudyID;UserID;Age;Gender;PlayingHand;DominantHand;LongNails;DominantEye;TargetID;TargetSize;TargetDistance;ColliderSize;HitType;Outset;Goal;MistakeOccured;TargetCombition;RoundID;Repetition;Clockwise;TouchID;CrossTargets;Delay;ConditionID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;TouchOffsetX;TouchOffsetY;LiftX;LiftY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;4;19;M;L;L;No;L;0;21.6;-1;21.6;Outset;N;N;No;NN; ; ; ;0;False;1; ;1.446289;1.513672;1.446289;98.52122;113.8909;97.17424;115.5508;-1.346977;1.659843;97.17424;115.3583;-1.346977;1.467415;0.06738281; ; ;88.9828;88.85651;178.4694;2019/08/06 12:55:51;C
 ;12;4;19;M;L;L;No;L;0;21.6;40.00001;21.6;Center;N;N;No;NN; ; ; ;1;False;1; ;1.916992;1.984375;0.4707031;98.52122;73.89091;98.71364;76.2;0.192421;2.30909;98.61742;76.00758;0.09620667;2.116669;0.06738281; ; ;89.36913;88.5629;178.4304;2019/08/06 12:55:51;C
 ;12;4;19;M;L;L;No;L;0;21.6;40.00001;21.6;Goal;N;N;No;NN; ; ; ;2;False;1; ;2.589355;2.623047;0.6723633;98.52122;113.8909;101.0227;112.3758;2.501511;-1.51516;100.8303;112.2795;2.309082;-1.611374;0.03369141; ; ;89.12388;88.19276;177.9916;2019/08/06 12:55:52;C
 ;12;4;19;M;L;L;No;L;1;21.6;-1;21.6;Outset;E;N;No;EN; ; ; ;3;False;1; ;4.270996;4.338379;1.681641;138.5212;73.89091;135.0818;73.31364;-3.439392;-0.5772705;134.8894;73.21742;-3.631821;-0.6734848;0.06738281; ; ;89.07954;88.06043;177.853;2019/08/06 12:55:53;C
 ;12;4;19;M;L;L;No;L;1;21.6;39.99999;21.6;Center;E;N;No;EN; ; ; ;4;False;1; ;4.57373;4.641113;0.3027344;98.52122;73.89091;98.04015;71.38939;-0.4810638;-2.501518;98.04015;71.26108;-0.4810638;-2.629829;0.06738281; ; ;89.37136;88.28658;178.1748;2019/08/06 12:55:54;C
 ;12;4;19;M;L;L;No;L;1;21.6;40.00001;21.6;Goal;E;N;No;EN; ; ; ;5;False;1; ;4.943848;5.010742;0.3701172;98.52122;113.8909;101.1189;114.2038;2.597717;0.3128662;100.7341;114.0114;2.212868;0.1204529;0.06689453; ; ;89.76909;88.13077;178.1165;2019/08/06 12:55:54;C
 ;12;4;19;M;L;L;No;L;2;21.6;-1;21.6;Outset;E;S;No;ES; ; ; ;6;False;1; ;6.658203;6.691895;1.714355;138.5212;73.89091;138.5455;75.14166;0.02424622;1.250755;138.2568;74.46819;-0.264389;0.5772781;0.03369141; ; ;89.24036;87.7065;177.5838;2019/08/06 12:55:56;C
 ;12;4;19;M;L;L;No;L;2;21.6;39.99999;21.6;Center;E;S;No;ES; ; ; ;7;False;1; ;6.960938;7.027832;0.3027344;98.52122;73.89091;96.8856;73.21742;-1.635612;-0.6734848;96.58568;72.7025;-1.935539;-1.188408;0.06689453; ; ;89.27481;88.10577;177.9716;2019/08/06 12:55:56;C
 ;12;4;19;M;L;L;No;L;2;21.6;40;21.6;Goal;E;S;No;ES; ; ; ;8;False;1; ;7.263184;7.330566;0.3022461;98.52122;33.89091;97.07803;28.09394;-1.443184;-5.796968;96.98181;28.09394;-1.539406;-5.796968;0.06738281; ; ;89.02045;88.54797;178.2483;2019/08/06 12:55:56;C
 ;12;4;19;M;L;L;No;L;3;21.6;-1;21.6;Outset;S;S;No;SS; ; ; ;9;False;1; ;8.84375;8.911133;1.580566;98.52122;33.89091;93.13333;33.67424;-5.387886;-0.2166634;92.8218;33.67424;-5.699417;-0.2166634;0.06738281; ; ;89.46421;88.02822;177.9566;2019/08/06 12:55:58;C
 ;12;4;19;M;L;L;No;L;3;21.6;40;21.6;Center;S;S;No;SS; ; ; ;10;False;1; ;9.112793;9.180176;0.269043;98.52122;73.89091;97.46288;73.31364;-1.058342;-0.5772705;97.1414;72.86311;-1.379814;-1.027802;0.06738281; ; ;89.11496;88.04555;177.8544;2019/08/06 12:55:58;C
 ;12;4;19;M;L;L;No;L;3;21.6;40;21.6;Goal;S;S;No;SS; ; ; ;11;False;1; ;9.348145;9.381836;0.2353516;98.52122;33.89091;97.94393;32.23106;-0.5772858;-1.659847;97.55909;32.32727;-0.9621277;-1.563637;0.03369141; ; ;89.12032;88.48173;178.2452;2019/08/06 12:55:58;C
 ;12;4;19;M;L;L;No;L;4;21.6;-1;21.6;Outset;W;E;No;WE; ; ; ;12;False;1; ;11.09668;11.13037;1.748535;58.52121;73.89091;59.84394;75.04546;1.322727;1.154549;59.94015;74.85303;1.418941;0.9621201;0.03369141; ; ;89.50349;88.04764;177.9854;2019/08/06 12:56:00;C
 ;12;4;19;M;L;L;No;L;4;21.6;40.00001;21.6;Center;W;E;No;WE; ; ; ;13;False;1; ;11.29932;11.3667;0.2026367;98.52122;73.89091;98.52122;72.15909;0;-1.731819;98.61742;72.15909;0.09620667;-1.731819;0.06738281; ; ;89.26842;88.29043;178.1405;2019/08/06 12:56:00;C
 ;12;4;19;M;L;L;No;L;4;21.6;39.99999;21.6;Goal;W;E;No;WE; ; ; ;14;False;1; ;11.56836;11.63574;0.269043;138.5212;73.89091;129.7901;71.10076;-8.731064;-2.790146;129.7901;70.90833;-8.731064;-2.982574;0.06738281; ; ;89.0862;88.12996;177.9185;2019/08/06 12:56:01;C
 ;12;4;19;M;L;L;No;L;5;21.6;-1;21.6;Outset;E;S;No;ES; ; ; ;15;False;1; ;13.21582;13.24951;1.647461;138.5212;73.89091;139.1227;73.89091;0.6015167;0;138.0644;73.98712;-0.4568176;0.09621429;0.03369141; ; ;89.11669;88.318;178.1001;2019/08/06 12:56:02;C
 ;12;4;19;M;L;L;No;L;5;21.6;39.99999;21.6;Center;E;S;No;ES; ; ; ;16;False;1; ;13.55176;13.58496;0.3359375;98.52122;73.89091;97.03478;71.4856;-1.486435;-2.405304;96.8856;71.19697;-1.635612;-2.693939;0.03320313; ; ;89.20845;88.13854;177.9771;2019/08/06 12:56:03;C
 ;12;4;19;M;L;L;No;L;5;21.6;40;21.6;Goal;E;S;No;ES; ; ; ;17;False;1; ;13.854;13.8877;0.3022461;98.52122;33.89091;102.1773;30.11439;3.656059;-3.776516;102.1773;30.2536;3.656059;-3.637304;0.03369141; ; ;88.82635;88.20024;177.8511;2019/08/06 12:56:03;C
 ;12;4;19;M;L;L;No;L;6;21.6;-1;21.6;Outset;W;W;No;WW; ; ; ;18;False;1; ;15.53516;15.56885;1.681152;58.52121;73.89091;59.65151;74.94762;1.130302;1.056709;59.79583;74.51628;1.274624;0.6253738;0.03369141; ; ;89.76029;88.4629;178.4443;2019/08/06 12:56:05;C
