StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;10;0.9404297;0;1.320.921;5.851.916;0;0;1.320.921;5.851.916;
;1;10;0.9550781;0;1.320.921;5.851.916;0;0;1.320.921;5.851.916;
;2;10;0.9697266;0;1.322.214;5.857.771;0.1292267;0.05854797;1.320.921;5.851.916;
;3;10;0.9863281;0;1.322.688;5.862.517;0.04747009;0.04746246;1.320.921;5.851.916;
;4;10;1.003.906;0;1.319.494;5.848.312;-0.3194427;-0.1420517;1.320.921;5.851.916;
;5;10;1.557.617;1;9.032.304;5.950.861;0;0;9.032.304;5.950.861;
;6;10;157.666;1;9.032.304;5.950.861;0;0;9.032.304;5.950.861;
;7;10;1.592.773;1;9.032.304;5.950.861;0;0;9.032.304;5.950.861;
;8;10;160.791;1;9.013.971;5.914.194;-0.1833344;-0.3666687;9.032.304;5.950.861;
;9;10;2.402.344;2;9.011.102;9.647.179;0;0;9.011.102;9.647.179;
;10;10;2.414.551;2;9.011.102;9.647.179;0;0;9.011.102;9.647.179;
;11;10;2.432.129;2;9.011.102;9.647.179;0;0;9.011.102;9.647.179;
;12;10;2.448.242;2;9.011.102;9.640.112;0;-0.07067108;9.011.102;9.647.179;
;13;10;4.179.688;3;1.313.854;6.071.009;0;0;1.313.854;6.071.009;
;14;10;4.196.289;3;1.313.854;6.071.009;0;0;1.313.854;6.071.009;
;15;10;4.213.379;3;1.310.841;6.037.036;-0.3013;-0.3397331;1.313.854;6.071.009;
;16;10;4.912.598;4;8.954.562;5.675.227;0;0;8.954.562;5.675.227;
;17;10;4.922.363;4;8.954.562;5.675.227;0;0;8.954.562;5.675.227;
;18;10;4.935.547;4;8.954.562;5.675.227;0;0;8.954.562;5.675.227;
;19;10;4.953.613;4;8.954.562;5.675.227;0;0;8.954.562;5.675.227;
;20;10;4.969.238;4;8.947.494;566.816;-0.07067871;-0.07067108;8.954.562;5.675.227;
;21;10;5.642.578;5;8.869.751;9.753.192;0;0;8.869.751;9.753.192;
;22;10;5.658.203;5;8.869.751;9.753.192;0;0;8.869.751;9.753.192;
;23;10;5.675.781;5;8.869.751;9.753.192;0;0;8.869.751;9.753.192;
;24;10;7.446.777;6;9.053.506;9.597.707;0;0;9.053.506;9.597.707;
;25;10;7.457.031;6;9.053.506;9.597.707;0;0;9.053.506;9.597.707;
;26;10;7.474.609;6;9.053.506;9.587.949;0;-0.09757233;9.053.506;9.597.707;
;27;10;8.063.965;7;8.982.832;563.989;0;0;8.982.832;563.989;
;28;10;807.959;7;8.991.531;5.648.589;0.08699799;0.08699799;8.982.832;563.989;
;29;10;809.668;7;8.996.967;5.658.862;0.05435181;0.102726;8.982.832;563.989;
;30;10;8.112.305;7;8.996.967;5.661.092;0;0.02230072;8.982.832;563.989;
;31;10;870.166;8;1.316.681;563.989;0;0;1.316.681;563.989;
;32;10;8.717.285;8;1.316.681;563.989;0;0;1.316.681;563.989;
;33;10;8.734.375;8;1.316.681;5.655.022;0;0.1513214;1.316.681;563.989;
;34;10;8.750.977;8;1.316.243;5.654.025;-0.04379272;-0.009971619;1.316.681;563.989;
;35;10;1.050.781;9;9.046.439;9.703.719;0;0;9.046.439;9.703.719;
;36;10;1.051.709;9;9.046.439;9.703.719;0;0;9.046.439;9.703.719;
;37;10;1.053.271;9;9.046.439;9.713.612;0;0.09892273;9.046.439;9.703.719;
;38;10;1.055.029;9;9.046.439;9.721.389;0;0.07777405;9.046.439;9.703.719;
;39;10;1.056.592;9;9.046.439;9.721.389;0;0;9.046.439;9.703.719;
;40;10;1.058.496;9;9.046.439;9.721.389;0;0;9.046.439;9.703.719;
;41;10;1.059.961;9;9.046.439;9.721.389;0;0;9.046.439;9.703.719;
;42;10;106.167;9;9.046.439;9.721.389;0;0;9.046.439;9.703.719;
;43;10;1.063.379;9;9.046.439;9.709.595;0;-0.1179352;9.046.439;9.703.719;
;44;10;1.132.275;10;8.890.954;563.989;0;0;8.890.954;563.989;
;45;10;1.133.984;10;8.900.907;5.649.843;0.09953308;0.0995369;8.890.954;563.989;
;46;10;1.135.645;10;8.911.173;5.660.109;0.1026611;0.1026535;8.890.954;563.989;
;47;10;1.137.354;10;8.921.552;5.661.092;0.1037903;0.00983429;8.890.954;563.989;
;48;10;1.139.014;10;8.931.861;5.661.092;0.1030884;0;8.890.954;563.989;
;49;10;1.140.771;10;8.942.107;5.661.092;0.1024551;0;8.890.954;563.989;
;50;10;1.223.096;11;8.883.886;9.611.842;0;0;8.883.886;9.611.842;
;51;10;1.224.658;11;8.892.416;9.620.371;0.08530426;0.08529663;8.883.886;9.611.842;
;52;10;1.226.563;11;8.902.742;9.630.698;0.1032562;0.1032639;8.883.886;9.611.842;
;53;10;1.228.027;11;8.905.089;9.640.989;0.02346802;0.1029129;8.883.886;9.611.842;
;54;10;1.229.736;11;8.905.089;9.640.112;0;-0.008766174;8.883.886;9.611.842;
;55;10;1.231.396;11;8.905.089;9.632.685;0;-0.07427216;8.883.886;9.611.842;
;56;10;1.401.025;12;1.293.358;5.689.362;0;0;1.293.358;5.689.362;
;57;10;1.402.881;12;1.293.358;5.689.362;0;0;1.293.358;5.689.362;
;58;10;1.404.492;12;1.293.358;5.706.494;0;0.1713181;1.293.358;5.689.362;
;59;10;140.625;12;1.293.979;5.716.774;0.06208801;0.1027985;1.293.358;5.689.362;
;60;10;1.407.813;12;1.294.065;5.717.632;0.008590698;0.008586884;1.293.358;5.689.362;
;61;10;1.409.668;12;1.294.065;5.717.632;0;0;1.293.358;5.689.362;
;62;10;1.411.133;12;1.294.065;5.717.632;0;0;1.293.358;5.689.362;
;63;10;1.469.922;13;9.194.858;5.576.282;0;0;9.194.858;5.576.282;
;64;10;1.471.826;13;9.194.858;5.576.282;0;0;9.194.858;5.576.282;
