StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;11;1.904.297;0;4.968.474;569.643;0;0;4.968.474;569.643;
;1;11;1.913.574;0;4.968.474;569.643;0;0;4.968.474;569.643;
;2;11;1.928.223;0;4.978.125;5.706.081;0.09650803;0.09651184;4.968.474;569.643;
;3;11;1.946.777;0;4.975.542;5.714.099;-0.02583313;0.08017731;4.968.474;569.643;
;4;11;1.963.379;0;4.975.542;5.710.565;0;-0.03533936;4.968.474;569.643;
;5;11;2.600.098;1;9.053.506;5.364.256;0;0;9.053.506;5.364.256;
;6;11;2.618.652;1;9.061.678;5.372.428;0.08171844;0.08172226;9.053.506;5.364.256;
;7;11;2.634.277;1;907.199;5.382.739;0.1031189;0.1031113;9.053.506;5.364.256;
;8;11;2.652.832;1;908.228;5.393.029;0.1028976;0.1029015;9.053.506;5.364.256;
;9;11;2.668.457;1;9.092.814;5.403.563;0.1053391;0.1053352;9.053.506;5.364.256;
;10;11;268.457;1;9.095.912;5.413.848;0.03098297;0.1028481;9.053.506;5.364.256;
;11;11;2.701.172;1;9.095.912;5.413.728;0;-0.001194;9.053.506;5.364.256;
;12;11;3.263.672;2;8.961.629;1.335.763;0;0;8.961.629;1.335.763;
;13;11;3.274.902;2;8.961.629;1.335.763;0;0;8.961.629;1.335.763;
;14;11;3.289.551;2;8.965.556;1.346.759;0.03927612;0.1099558;8.961.629;1.335.763;
;15;11;3.306.641;2;8.975.889;135.709;0.1033249;0.1033125;8.961.629;1.335.763;
;16;11;3.324.219;2;8.986.233;1.367.434;0.1034393;0.1034431;8.961.629;1.335.763;
;17;11;3.340.332;2;8.996.544;1.377.746;0.1031113;0.1031141;8.961.629;1.335.763;
;18;11;3.358.398;2;8.996.967;1.388.112;0.004226685;0.1036577;8.961.629;1.335.763;
;19;11;3.374.512;2;8.996.967;1.398.422;0;0.1031046;8.961.629;1.335.763;
;20;11;5.205.078;3;1.315.974;5.562.146;0;0;1.315.974;5.562.146;
;21;11;5.226.074;3;131.7;5.562.146;0.1026001;0;1.315.974;5.562.146;
;22;11;5.239.746;3;1.318.032;5.569.214;0.1032104;0.07067871;1.315.974;5.562.146;
;23;11;5.255.859;3;1.319.069;5.569.214;0.103653;0;1.315.974;5.562.146;
;24;11;5.791.992;4;8.975.764;5.632.822;0;0;8.975.764;5.632.822;
;25;11;5.812.012;4;8.986.365;5.632.822;0.1060104;0;8.975.764;5.632.822;
;26;11;5.827.637;4;8.996.841;563.989;0.1047592;0.07067871;8.975.764;5.632.822;
;27;11;584.375;4;8.996.967;563.989;0.00125885;0;8.975.764;5.632.822;
;28;11;5.861.328;4;8.996.967;563.989;0;0;8.975.764;5.632.822;
;29;11;5.877.441;4;9.006.657;5.630.199;0.09690094;-0.09690094;8.975.764;5.632.822;
;30;11;6.431.641;5;9.018.169;1.703.275;0;0;9.018.169;1.703.275;
;31;11;6.449.707;5;9.018.169;1.703.275;0;0;9.018.169;1.703.275;
;32;11;646.582;5;9.035.397;1.710.342;0.1722794;0.0706749;9.018.169;1.703.275;
;33;11;6.483.398;5;9.032.304;1.710.342;-0.03092957;0;9.018.169;1.703.275;
;34;11;6.500.488;5;9.032.304;1.710.342;0;0;9.018.169;1.703.275;
;35;11;6.518.066;5;9.032.304;1.710.342;0;0;9.018.169;1.703.275;
;36;11;8.385.742;6;8.890.954;1.795.153;0;0;8.890.954;1.795.153;
;37;11;8.398.926;6;8.890.954;1.795.153;0;0;8.890.954;1.795.153;
;38;11;8.418.457;6;8.898.022;1.808.007;0.07067871;0.1285458;8.890.954;1.795.153;
;39;11;8.432.129;6;8.898.022;1.818.422;0;0.1041431;8.890.954;1.795.153;
;40;11;8.449.707;6;8.898.022;1.816.356;0;-0.02066231;8.890.954;1.795.153;
;41;11;8.466.309;6;8.898.022;1.816.356;0;0;8.890.954;1.795.153;
;42;11;9.020.996;7;9.018.169;5.590.417;0;0;9.018.169;5.590.417;
;43;11;9.039.063;7;9.018.169;5.590.417;0;0;9.018.169;5.590.417;
;44;11;9.053.711;7;9.018.169;5.606.688;0;0.1627045;9.018.169;5.590.417;
;45;11;9.071.289;7;9.018.169;5.616.994;0;0.1030617;9.018.169;5.590.417;
;46;11;9.088.867;7;9.018.169;5.627.362;0;0.1036797;9.018.169;5.590.417;
;47;11;9.594.727;8;1.307.493;5.399.593;0;0;1.307.493;5.399.593;
;48;11;9.608.398;8;1.307.493;5.399.593;0;0;1.307.493;5.399.593;
;49;11;9.625.977;8;1.308.817;5.412.831;0.13237;0.1323814;1.307.493;5.399.593;
;50;11;9.643.555;8;1.308.907;5.423.192;0.008972168;0.1036034;1.307.493;5.399.593;
;51;11;9.660.156;8;1.308.907;5.420.796;0;-0.0239563;1.307.493;5.399.593;
;52;11;9.676.758;8;1.308.907;5.420.796;0;0;1.307.493;5.399.593;
;53;11;1.139.111;9;1.270.035;5.477.337;0;0;1.270.035;5.477.337;
;54;11;1.140.771;9;1.270.035;5.477.337;0;0;1.270.035;5.477.337;
;55;11;1.142.383;9;1.272.333;5.500.311;0.229744;0.2297401;1.270.035;5.477.337;
;56;11;1.144.092;9;1.274.806;5.525.044;0.2473297;0.2473373;1.270.035;5.477.337;
;57;11;1.145.801;9;1.277.896;5.555.945;0.309021;0.3090096;1.270.035;5.477.337;
;58;11;1.147.656;9;1.279.917;5.576.155;0.202095;0.202095;1.270.035;5.477.337;
;59;11;1.149.121;9;1.281.309;5.590.073;0.1391907;0.1391869;1.270.035;5.477.337;
;60;11;115.083;9;1.282.353;5.600.517;0.1044312;0.1044388;1.270.035;5.477.337;
;61;11;1.152.783;9;128.339;5.604.552;0.1036682;0.04034424;1.270.035;5.477.337;
;62;11;120.127;10;8.834.413;5.385.458;0;0;8.834.413;5.385.458;
;63;11;120.293;10;8.834.413;5.385.458;0;0;8.834.413;5.385.458;
