StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;6;1.224.121;0;1.306.786;5.675.227;0;0;1.306.786;5.675.227;
;1;6;1.231.689;0;1.306.786;5.675.227;0;0;1.306.786;5.675.227;
;2;6;1.249.268;0;1.306.786;5.675.227;0;0;1.306.786;5.675.227;
;3;6;1.264.648;0;1.306.786;5.682.295;0;0.07067871;1.306.786;5.675.227;
;4;6;1.282.227;0;1.306.786;5.694.935;0;0.1264038;1.306.786;5.675.227;
;5;6;1.299.561;0;1.306.786;5.704.895;0;0.09959793;1.306.786;5.675.227;
;6;6;1.886.475;1;870.013;563.989;0;0;870.013;563.989;
;7;6;1.904.297;1;870.013;563.989;0;0;870.013;563.989;
;8;6;192.041;1;871.592;563.989;0.1578979;0;870.013;563.989;
;9;6;1.941.162;1;8.726.342;563.989;0.1042175;0;870.013;563.989;
;10;6;1.954.346;1;8.736.737;563.989;0.1039505;0;870.013;563.989;
;11;6;1.971.436;1;8.747.012;5.651.433;0.1027451;0.1154366;870.013;563.989;
;12;6;2.376.709;2;4.869.529;5.470.269;0;0;4.869.529;5.470.269;
;13;6;2.392.822;2;4.877.417;5.470.269;0.07888031;0;4.869.529;5.470.269;
;14;6;2.408.203;2;4.887.798;5.470.269;0.1038132;0;4.869.529;5.470.269;
;15;6;2.424.805;2;4.898.114;5.470.269;0.1031647;0;4.869.529;5.470.269;
;16;6;2.443.848;2;49.084;5.470.269;0.1028557;0;4.869.529;5.470.269;
;17;6;4.095.947;3;9.286.736;1.639.667;0;0;9.286.736;1.639.667;
;18;6;4.106.445;3;9.286.736;1.639.667;0;0;9.286.736;1.639.667;
;19;6;4.122.559;3;9.286.736;1.650.268;0;0.1060123;9.286.736;1.639.667;
;20;6;4.140.137;3;9.286.736;1.660.611;0;0.1034241;9.286.736;1.639.667;
;21;6;4.157.959;3;9.286.736;1.670.981;0;0.1037025;9.286.736;1.639.667;
;22;6;4.174.561;3;9.286.736;1.681.286;0;0.103054;9.286.736;1.639.667;
;23;6;4.190.186;3;9.296.284;1.691.621;0.09548187;0.1033459;9.286.736;1.639.667;
;24;6;4.461.182;4;9.081.777;5.540.944;0;0;9.081.777;5.540.944;
;25;6;4.477.295;4;9.081.777;5.549.488;0;0.0854454;9.081.777;5.540.944;
;26;6;4.493.896;4;9.081.777;5.559.859;0;0.1037064;9.081.777;5.540.944;
;27;6;4.509.766;4;9.081.777;5.570.062;0;0.1020279;9.081.777;5.540.944;
;28;6;4.526.367;4;9.070.518;5.580.473;-0.112587;0.1041069;9.081.777;5.540.944;
;29;6;4.543.457;4;9.060.229;5.598.174;-0.10289;0.1770134;9.081.777;5.540.944;
;30;6;4.559.814;4;9.049.973;5.618.687;-0.102562;0.2051277;9.081.777;5.540.944;
;31;6;4.578.857;4;9.053.506;5.625.618;0.03533173;0.06931686;9.081.777;5.540.944;
;32;6;4.878.906;5;8.982.832;100.995;0;0;8.982.832;100.995;
;33;6;4.896.973;5;8.982.832;100.995;0;0;8.982.832;100.995;
;34;6;4.912.842;5;8.998.577;100.995;0.1574554;0;8.982.832;100.995;
;35;6;4.931.641;5;8.998.577;100.995;0;0;8.982.832;100.995;
;36;6;4.945.801;5;8.996.967;100.995;-0.01610565;0;8.982.832;100.995;
;37;6;4.963.135;5;8.996.967;100.995;0;0;8.982.832;100.995;
;38;6;4.979.736;5;8.982.362;100.995;-0.1460419;0;8.982.832;100.995;
;39;6;4.996.582;5;8.975.764;100.995;-0.06598663;0;8.982.832;100.995;
;40;6;502.124;5;8.975.764;1.010.655;0;0.07045746;8.982.832;100.995;
;41;6;6.585.205;6;932.914;1.844.625;0;0;932.914;1.844.625;
;42;6;6.596.191;6;932.914;1.844.625;0;0;932.914;1.844.625;
;43;6;6.612.793;6;932.914;1.844.625;0;0;932.914;1.844.625;
;44;6;6.630.127;6;932.914;1.844.625;0;0;932.914;1.844.625;
;45;6;6.644.531;6;9.324.446;1.856.387;-0.04694366;0.1176186;932.914;1.844.625;
;46;6;6.661.133;6;9.314.146;1.866.688;-0.1030045;0.1030083;932.914;1.844.625;
