StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;1;1.447.693;0;1.318.801;5.540.944;0;0;1.318.801;5.540.944;
;1;1;1.458.496;0;1.318.801;5.540.944;0;0;1.318.801;5.540.944;
;2;1;147.583;0;1.318.801;5.540.944;0;0;1.318.801;5.540.944;
;3;1;1.493.286;0;1.318.801;5.533.877;0;-0.07067108;1.318.801;5.540.944;
;4;1;1.510.132;0;1.318.094;5.533.877;-0.07067871;0;1.318.801;5.540.944;
;5;1;1.525.818;0;1.317.203;5.533.877;-0.0891571;0;1.318.801;5.540.944;
;6;1;2.164.368;1;8.855.616;5.654.025;0;0;8.855.616;5.654.025;
;7;1;2.182.495;1;8.855.616;5.654.025;0;0;8.855.616;5.654.025;
;8;1;2.197.876;1;8.851.009;5.649.418;-0.04607391;-0.04606247;8.855.616;5.654.025;
;9;1;2.214.844;1;8.848.548;5.646.957;-0.0246048;-0.02461243;8.855.616;5.654.025;
;10;1;290.387;2;1.311.027;5.632.822;0;0;1.311.027;5.632.822;
;11;1;2.922.363;2;1.310.014;5.632.822;-0.1013184;0;1.311.027;5.632.822;
;12;1;2.938.171;2;1.310.014;5.632.822;0;0;1.311.027;5.632.822;
;13;1;2.953.674;2;1.310.014;5.632.822;0;0;1.311.027;5.632.822;
;14;1;4.936.951;3;9.251.398;1.568.992;0;0;9.251.398;1.568.992;
;15;1;495.575;3;9.251.398;1.568.992;0;0;9.251.398;1.568.992;
;16;1;4.971.252;3;9.251.398;1.568.992;0;0;9.251.398;1.568.992;
;17;1;4.988.831;3;9.240.797;1.568.992;-0.1060104;0;9.251.398;1.568.992;
;18;1;50.047;3;9.237.263;1.568.992;-0.03533936;0;9.251.398;1.568.992;
;19;1;5.547.607;4;9.074.709;575.297;0;0;9.074.709;575.297;
;20;1;5.553.711;4;9.074.709;575.297;0;0;9.074.709;575.297;
;21;1;5.562.622;4;9.074.709;575.297;0;0;9.074.709;575.297;
