StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;2;0.8919678;0;8.254.876;9.880.408;0;0;8.254.876;9.880.408;
;1;2;0.9075928;0;8.254.876;9.880.408;0;0;8.254.876;9.880.408;
;2;2;0.9208984;0;8.268.571;9.859.645;0.1369476;-0.207634;8.254.876;9.880.408;
;3;2;0.9372559;0;8.329.842;9.798.374;0.6127167;-0.612709;8.254.876;9.880.408;
;4;2;1.244.385;1;9.067.641;5.413.728;0;0;9.067.641;5.413.728;
;5;2;125.647;1;9.067.641;5.413.728;0;0;9.067.641;5.413.728;
;6;2;1.272.705;1;9.032.492;5.441.811;-0.3514938;0.2808228;9.067.641;5.413.728;
;7;2;1.289.673;1;9.009.502;5.464.801;-0.2299042;0.229908;9.067.641;5.413.728;
;8;2;130.896;1;9.004.034;5.470.269;-0.05467224;0.05467224;9.067.641;5.413.728;
;9;2;1.491.577;2;918.779;16.326;0;0;918.779;16.326;
;10;2;1.508.301;2;9.179.984;16.326;-0.07805634;0;918.779;16.326;
;11;2;1.525.391;2;9.162.547;16.326;-0.1743774;0;918.779;16.326;
;12;2;1.543.335;2;9.152.229;16.326;-0.1031799;0;918.779;16.326;
;13;2;3.191.284;3;4.586.827;5.618.687;0;0;4.586.827;5.618.687;
;14;2;3.207.275;3;4.586.827;5.618.687;0;0;4.586.827;5.618.687;
;15;2;3.225.098;3;457.976;5.611.021;-0.07067871;-0.07665253;4.586.827;5.618.687;
;16;2;3.240.356;3;4.632.766;5.579.816;0.5300674;-0.3120575;4.586.827;5.618.687;
;17;2;3.375.366;4;9.011.102;5.307.716;0;0;9.011.102;5.307.716;
;18;2;3.390.869;4;9.011.102;5.307.716;0;0;9.011.102;5.307.716;
;19;2;3.408.936;4;9.011.102;5.307.716;0;0;9.011.102;5.307.716;
;20;2;3.424.316;4;9.039.169;5.318.983;0.2806702;0.1126747;9.011.102;5.307.716;
;21;2;344.165;4;9.098.166;5.321.851;0.5899734;0.02867508;9.011.102;5.307.716;
;22;2;3.459.229;4;9.286.736;5.290.046;1.885.696;-0.3180428;9.011.102;5.307.716;
;23;2;3.592.529;5;1.178.157;5.215.838;0;0;1.178.157;5.215.838;
;24;2;3.611.816;5;1.178.157;5.215.838;0;0;1.178.157;5.215.838;
;25;2;3.626.099;5;1.176.664;5.215.838;-0.1493835;0;1.178.157;5.215.838;
;26;2;3.644.775;5;1.177.579;5.242.498;0.09153748;0.2666016;1.178.157;5.215.838;
;27;2;3.660.767;5;1.181.879;5.273.504;0.4299927;0.3100624;1.178.157;5.215.838;
;28;2;4.028.809;6;128.205;5.286.513;0;0;128.205;5.286.513;
;29;2;4.046.875;6;1.279.386;5.313.154;-0.2664108;0.2664108;128.205;5.286.513;
;30;2;4.063.232;6;1.277.775;5.336.667;-0.1610641;0.2351341;128.205;5.286.513;
;31;2;4.080.322;6;127.781;5.335.986;0.003417969;-0.006816864;128.205;5.286.513;
;32;2;5.599.487;7;8.876.819;1.809.288;0;0;8.876.819;1.809.288;
;33;2;5.610.962;7;8.876.819;1.809.288;0;0;8.876.819;1.809.288;
;34;2;5.628.296;7;8.866.217;1.809.288;-0.1060181;0;8.876.819;1.809.288;
;35;2;5.643.799;7;8.876.819;1.823.423;0.1060181;0.1413517;8.876.819;1.809.288;
;36;2;577.002;8;935.741;5.378.391;0;0;935.741;5.378.391;
;37;2;5.779.419;8;935.741;5.378.391;0;0;935.741;5.378.391;
;38;2;5.794.678;8;9.347.472;5.398.266;-0.09938049;0.1987495;935.741;5.378.391;
;39;2;58.125;8;9.324.123;5.444.967;-0.23349;0.4670143;935.741;5.378.391;
;40;2;5.828.125;8;9.303.301;5.467.838;-0.2082214;0.2287064;935.741;5.378.391;
;41;2;5.847.168;8;9.160.584;5.457.651;-142.717;-0.1018715;935.741;5.378.391;
;42;2;5.928.589;9;563.989;5.562.146;0;0;563.989;5.562.146;
;43;2;5.947.266;9;563.989;5.562.146;0;0;563.989;5.562.146;
;44;2;5.963.135;9;5.512.004;5.604.758;-1.278.854;0.4261208;563.989;5.562.146;
;45;2;5.981.934;9;5.408.534;5.635.794;-1.034.698;0.3103523;563.989;5.562.146;
;46;2;5.997.437;9;540.006;563.989;-0.08473969;0.0409584;563.989;5.562.146;
;47;2;7.560.669;10;9.124.182;9.710.787;0;0;9.124.182;9.710.787;
;48;2;7.578.735;10;9.124.182;9.701.823;0;-0.08963776;9.124.182;9.710.787;
;49;2;760.022;10;9.178.773;9.443.034;0.5459061;-2.587.898;9.124.182;9.710.787;
;50;2;7.711.792;11;9.018.169;5.399.593;0;0;9.018.169;5.399.593;
;51;2;772.876;11;9.007.684;5.399.593;-0.1048584;0;9.018.169;5.399.593;
;52;2;7.746.094;11;8.997.592;5.431.804;-0.100914;0.3221092;9.018.169;5.399.593;
;53;2;776.355;11;9.025.906;5.560.336;0.2831421;128.532;9.018.169;5.399.593;
;54;2;7.862.061;12;9.265.533;8.919.224;0;0;9.265.533;8.919.224;
;55;2;7.880.493;12;9.234.233;8.950.523;-0.3129959;0.3129959;9.265.533;8.919.224;
;56;2;7.896.973;12;9.208.007;8.976.749;-0.2622604;0.2622604;9.265.533;8.919.224;
;57;2;7.915.405;12;9.198.391;8.975.764;-0.09616089;-0.009857178;9.265.533;8.919.224;
;58;2;951.062;13;8.806.143;9.753.192;0;0;8.806.143;9.753.192;
;59;2;9.528.198;13;8.806.143;9.753.192;0;0;8.806.143;9.753.192;
;60;2;9.546.875;13;8.857.159;9.567.572;0.5101547;-1.856.201;8.806.143;9.753.192;
;61;2;9.661.133;14;932.914;4.572.692;0;0;932.914;4.572.692;
;62;2;9.680.176;14;932.914;4.572.692;0;0;932.914;4.572.692;
;63;2;9.695.801;14;9.294.711;4.529.142;-0.3442993;-0.4355049;932.914;4.572.692;
;64;2;9.714.966;14;9.256.236;4.391.928;-0.3847427;-1.372.135;932.914;4.572.692;
;65;2;9.729.004;14;9.251.398;4.167.007;-0.04838562;-224.921;932.914;4.572.692;
;66;2;9.897.827;15;8.841.481;1.611.397;0;0;8.841.481;1.611.397;
;67;2;9.914.429;15;8.831.845;1.601.761;-0.09635925;-0.09635735;8.841.481;1.611.397;
;68;2;9.932.129;15;8.823.812;1.593.728;-0.0803299;-0.0803299;8.841.481;1.611.397;
;69;2;9.949.097;15;8.827.345;1.590.194;0.03533173;-0.03533936;8.841.481;1.611.397;
;70;2;9.965.454;15;8.914.245;1.551.194;0.8689957;-0.3899984;8.841.481;1.611.397;
;71;2;1.033.862;16;9.223.128;5.788.308;0;0;9.223.128;5.788.308;
;72;2;1.035.107;16;9.223.128;5.788.308;0;0;9.223.128;5.788.308;
;73;2;1.037.024;16;92.106;5.788.308;-0.1252823;0;9.223.128;5.788.308;
;74;2;1.038.489;16;9.200.282;5.779.597;-0.1031723;-0.08710861;9.223.128;5.788.308;
;75;2;1.053.687;17;9.463.424;2.042.516;0;0;9.463.424;2.042.516;
;76;2;1.055.505;17;9.463.424;2.042.516;0;0;9.463.424;2.042.516;
;77;2;105.708;17;9.447.369;2.008.487;-0.160553;-0.3402977;9.463.424;2.042.516;
;78;2;1.058.704;17;9.454.468;196.008;0.07099152;-0.4840641;9.463.424;2.042.516;
;79;2;1.220.056;18;4.756.448;5.957.928;0;0;4.756.448;5.957.928;
;80;2;1.221.997;18;4.756.448;5.947.327;0;-0.1060143;4.756.448;5.957.928;
;81;2;1.223.547;18;5.216.238;5.783.579;4.597.904;-1.637.478;4.756.448;5.957.928;
;82;2;1.235.535;19;9.117.115;5.145.163;0;0;9.117.115;5.145.163;
;83;2;1.236.938;19;9.117.115;5.145.163;0;0;9.117.115;5.145.163;
;84;2;1.238.708;19;9.101.888;5.145.163;-0.1522675;0;9.117.115;5.145.163;
;85;2;1.240.356;19;9.091.503;5.145.163;-0.1038513;0;9.117.115;5.145.163;
;86;2;1.242.065;19;9.081.215;5.145.163;-0.1028824;0;9.117.115;5.145.163;
;87;2;1.243.762;19;9.071.176;5.134.561;-0.1003876;-0.1060143;9.117.115;5.145.163;
;88;2;1.245.337;19;8.911.739;5.046.008;-1.594.376;-0.8855286;9.117.115;5.145.163;
;89;2;1.255.518;20;5.307.716;5.314.783;0;0;5.307.716;5.314.783;
;90;2;1.257.104;20;5.273.925;5.348.574;-0.3379097;0.3379021;5.307.716;5.314.783;
;91;2;1.258.716;20;5.229.989;5.390.149;-0.4393578;0.4157524;5.307.716;5.314.783;
;92;2;1.260.413;20;5.214.975;5.423.385;-0.1501427;0.3323593;5.307.716;5.314.783;
;93;2;1.262.097;20;5.270.414;5.427.864;0.5543938;0.04478836;5.307.716;5.314.783;
;94;2;1.413.831;21;8.848.548;9.922.813;0;0;8.848.548;9.922.813;
;95;2;1.415.332;21;8.848.548;9.922.813;0;0;8.848.548;9.922.813;
;96;2;141.687;21;8.855.271;986.869;0.06723022;-0.5412216;8.848.548;9.922.813;
;97;2;1.418.726;21;8.976.955;9.562.924;1.216.843;-3.057.663;8.848.548;9.922.813;
;98;2;1.430.554;22;9.194.858;5.646.957;0;0;9.194.858;5.646.957;
;99;2;1.431.995;22;9.187.035;5.639.135;-0.07823181;-0.07822037;9.194.858;5.646.957;
;100;2;1.433.716;22;9.154.298;559.411;-0.3273621;-0.4502525;9.194.858;5.646.957;
;101;2;1.435.474;22;913.066;5.510.022;-0.2363815;-0.8408813;9.194.858;5.646.957;
;102;2;1.437.024;22;9.187.337;5.291.368;0.5667648;-2.186.531;9.194.858;5.646.957;
;103;2;1.452.478;23;9.371.545;2.021.314;0;0;9.371.545;2.021.314;
;104;2;1.453.845;23;9.363.646;2.013.414;-0.07899475;-0.07899857;9.371.545;2.021.314;
;105;2;1.455.859;23;9.342.257;2.003.135;-0.2138901;-0.102787;9.371.545;2.021.314;
;106;2;1.457.129;23;9.328.944;1.992.847;-0.1331253;-0.1028824;9.371.545;2.021.314;
;107;2;1.458.838;23;9.318.632;1.972.026;-0.1031265;-0.2082119;9.371.545;2.021.314;
;108;2;1.610.449;24;1.329.402;5.392.525;0;0;1.329.402;5.392.525;
;109;2;1.611.877;24;1.329.402;5.392.525;0;0;1.329.402;5.392.525;
;110;2;1.613.586;24;1.328.053;5.392.525;-0.1349182;0;1.329.402;5.392.525;
;111;2;1.615.161;24;1.327.026;5.392.525;-0.1027527;0;1.329.402;5.392.525;
;112;2;1.616.907;24;1.324.215;5.386.625;-0.2810516;-0.05900192;1.329.402;5.392.525;
;113;2;1.628.564;25;8.996.967;5.350.121;0;0;8.996.967;5.350.121;
;114;2;1.630.286;25;8.986.365;5.360.722;-0.1060181;0.1060143;8.996.967;5.350.121;
;115;2;1.632.068;25;8.979.298;5.367.789;-0.07067108;0.07067108;8.996.967;5.350.121;
;116;2;1.633.765;25;9.004.034;5.371.324;0.2473679;0.03534317;8.996.967;5.350.121;
;117;2;164.386;26;1.248.833;5.385.458;0;0;1.248.833;5.385.458;
;118;2;1.645.386;26;1.248.833;5.385.458;0;0;1.248.833;5.385.458;
;119;2;1.647.058;26;1.249.539;5.430.828;0.07067108;0.4536972;1.248.833;5.385.458;
;120;2;164.873;26;1.249.539;5.464.702;0;0.3387413;1.248.833;5.385.458;
;121;2;1.650.464;26;1.249.539;5.477.337;0;0.1263428;1.248.833;5.385.458;
;122;2;16.521;26;1.248.833;5.470.269;-0.07067108;-0.07067871;1.248.833;5.385.458;
