StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;4;1.593.506;0;5.540.944;5.689.362;0;0;5.540.944;5.689.362;
;1;4;1.615.967;0;555.086;5.689.362;0.09916306;0;5.540.944;5.689.362;
;2;4;1.627.686;0;5.548.011;5.670.311;-0.02848816;-0.190506;5.540.944;5.689.362;
;3;4;1.643.799;0;5.548.011;5.649.448;0;-0.2086334;5.540.944;5.689.362;
;4;4;1.661.865;0;5.535.437;5.628.875;-0.1257477;-0.2057343;5.540.944;5.689.362;
;5;4;1.845.947;1;8.954.562;5.279.446;0;0;8.954.562;5.279.446;
;6;4;1.862.305;1;8.973.161;5.288.745;0.185997;0.09299469;8.954.562;5.279.446;
;7;4;1.879.883;1;9.019.235;5.286.513;0.4607391;-0.02232361;8.954.562;5.279.446;
;8;4;189.624;1;9.042.718;5.295.253;0.2348251;0.08740616;8.954.562;5.279.446;
;9;4;1.912.842;1;9.063.609;5.315.801;0.2089157;0.2054787;8.954.562;5.279.446;
;10;4;1.931.152;1;9.084.175;5.363.185;0.205658;0.473835;8.954.562;5.279.446;
;11;4;218.042;2;9.124.182;1.024.792;0;0;9.124.182;1.024.792;
;12;4;2.198.486;2;9.124.182;1.024.792;0;0;9.124.182;1.024.792;
;13;4;2.215.576;2;9.116.884;1.023.355;-0.07298279;-0.1436539;9.124.182;1.024.792;
;14;4;2.233.887;2;9.096.016;1.022.323;-0.2086792;-0.1031952;9.124.182;1.024.792;
;15;4;2.249.512;2;9.068.613;1.021.291;-0.2740326;-0.1032944;9.124.182;1.024.792;
;16;4;3.762.939;3;4.777.651;5.548.011;0;0;4.777.651;5.548.011;
;17;4;3.779.785;3;4.777.651;5.548.011;0;0;4.777.651;5.548.011;
;18;4;3.798.828;3;479.388;5.548.011;0.1622963;0;4.777.651;5.548.011;
;19;4;3.933.105;4;8.834.413;5.343.053;0;0;8.834.413;5.343.053;
;20;4;3.947.021;4;8.834.413;5.343.053;0;0;8.834.413;5.343.053;
;21;4;3.964.844;4;8.847.972;5.343.053;0.1355896;0;8.834.413;5.343.053;
;22;4;3.981.934;4;8.858.331;5.343.053;0.1035843;0;8.834.413;5.343.053;
;23;4;3.998.535;4;8.875.723;5.343.053;0.1739197;0;8.834.413;5.343.053;
;24;4;4.014.648;4;8.886.076;535.231;0.1035309;0.09257126;8.834.413;5.343.053;
;25;4;4.502.441;5;4.657.503;566.816;0;0;4.657.503;566.816;
;26;4;4.520.264;5;4.657.503;566.816;0;0;4.657.503;566.816;
;27;4;4.536.133;5;4.668.594;5.661.092;0.1109085;-0.07067871;4.657.503;566.816;
;28;4;6.202.393;6;8.841.481;1.293.358;0;0;8.841.481;1.293.358;
;29;4;6.220.215;6;8.841.481;1.293.358;0;0;8.841.481;1.293.358;
;30;4;6.234.619;6;8.849.135;1.338.697;0.07653809;0.4533854;8.841.481;1.293.358;
;31;4;6.252.197;6;8.880.352;1.568.992;0.3121719;2.302.953;8.841.481;1.293.358;
;32;4;6.469.971;7;910.298;6.113.414;0;0;910.298;6.113.414;
;33;4;648.877;7;910.298;6.113.414;0;0;910.298;6.113.414;
;34;4;6.503.662;7;910.298;6.113.414;0;0;910.298;6.113.414;
;35;4;6.687.988;8;520.877;5.901.388;0;0;520.877;5.901.388;
;36;4;6.705.322;8;520.877;5.864.806;0;-0.3658257;520.877;5.901.388;
;37;4;6.723.145;8;520.877;5.813.079;0;-0.5172615;520.877;5.901.388;
;38;4;6.739.746;8;520.877;5.802.757;0;-0.1032219;520.877;5.901.388;
;39;4;6.755.615;8;520.877;5.802.443;0;-0.003147125;520.877;5.901.388;
;40;4;8.307.373;9;8.799.076;9.583.572;0;0;8.799.076;9.583.572;
;41;4;8.319.092;9;8.799.076;9.583.572;0;0;8.799.076;9.583.572;
;42;4;8.335.938;9;8.811.227;957.142;0.1215134;-0.1215134;8.799.076;9.583.572;
;43;4;8.352.783;9;8.813.211;9.544.176;0.01983643;-0.272438;8.799.076;9.583.572;
;44;4;860.376;10;8.947.494;5.922.591;0;0;8.947.494;5.922.591;
;45;4;862.207;10;8.951.584;5.880.936;0.04090118;-0.4165421;8.947.494;5.922.591;
;46;4;863.916;10;8.961.866;5.844.136;0.1028214;-0.3680077;8.947.494;5.922.591;
;47;4;8.655.273;10;8.972.231;5.823.645;0.1036453;-0.2049065;8.947.494;5.922.591;
;48;4;8.825.439;11;1.303.959;5.950.861;0;0;1.303.959;5.950.861;
;49;4;8.841.797;11;1.303.959;5.950.861;0;0;1.303.959;5.950.861;
;50;4;8.856.934;11;1.305.372;5.950.861;0.1412354;0;1.303.959;5.950.861;
;51;4;8.874.268;11;1.306.415;5.950.861;0.1043091;0;1.303.959;5.950.861;
;52;4;1.054.126;12;1.299.012;5.710.565;0;0;1.299.012;5.710.565;
;53;4;1.055.566;12;1.299.012;5.710.565;0;0;1.299.012;5.710.565;
;54;4;1.057.275;12;1.299.719;571.728;0.07066345;0.06715012;1.299.012;5.710.565;
;55;4;105.896;12;1.299.719;5.727.612;0;0.1033211;1.299.012;5.710.565;
;56;4;1.085.767;13;8.933.359;5.844.848;0;0;8.933.359;5.844.848;
;57;4;10.875;13;8.933.359;5.844.848;0;0;8.933.359;5.844.848;
;58;4;1.089.233;13;8.933.359;5.850.086;0;0.05238342;8.933.359;5.844.848;
;59;4;1.112.671;14;8.926.291;9.597.707;0;0;8.926.291;9.597.707;
;60;4;1.114.526;14;8.926.291;9.597.707;0;0;8.926.291;9.597.707;
;61;4;1.116.016;14;8.926.291;9.597.707;0;0;8.926.291;9.597.707;
;62;4;1.117.749;14;8.926.291;9.597.707;0;0;8.926.291;9.597.707;
;63;4;1.277.588;15;5.470.269;5.562.146;0;0;5.470.269;5.562.146;
;64;4;127.937;15;5.470.269;5.562.146;0;0;5.470.269;5.562.146;
;65;4;1.280.835;15;5.470.269;5.562.146;0;0;5.470.269;5.562.146;
;66;4;1.282.617;15;5.475.158;5.567.036;0.04889297;0.04889679;5.470.269;5.562.146;
;67;4;1.284.204;15;5.485.521;5.577.399;0.1036339;0.1036339;5.470.269;5.562.146;
;68;4;1.298.047;16;8.982.832;5.533.877;0;0;8.982.832;5.533.877;
;69;4;1.299.438;16;8.982.832;5.533.877;0;0;8.982.832;5.533.877;
;70;4;1.301.196;16;8.995.422;5.533.877;0.1259079;0;8.982.832;5.533.877;
;71;4;1.302.759;16;9.005.679;5.533.877;0.102562;0;8.982.832;5.533.877;
;72;4;1.324.536;17;921.606;9.491.694;0;0;921.606;9.491.694;
;73;4;132.627;17;921.606;9.491.694;0;0;921.606;9.491.694;
;74;4;1.327.905;17;9.231.389;9.507.023;0.1532898;0.1532898;921.606;9.491.694;
;75;4;1.329.761;17;9.237.263;9.537.943;0.05873871;0.3092041;921.606;9.491.694;
;76;4;133.125;17;9.237.263;959.448;0;0.5653687;921.606;9.491.694;
;77;4;1.479.199;18;8.657.726;9.675.449;0;0;8.657.726;9.675.449;
;78;4;1.481.006;18;866.571;9.675.449;0.07984924;0;8.657.726;9.675.449;
;79;4;1.482.617;18;8.671.861;9.675.449;0.06150055;0;8.657.726;9.675.449;
;80;4;1.484.326;18;8.671.861;966.797;0;-0.07479095;8.657.726;9.675.449;
;81;4;1.486.108;18;8.671.861;9.647.179;0;-0.2079086;8.657.726;9.675.449;
;82;4;1.503.076;19;8.792.008;5.562.146;0;0;8.792.008;5.562.146;
