StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;6;102.124;0;1.367.567;566.816;0;0;1.367.567;566.816;
;1;6;1.037.109;0;1.365.751;5.686.316;-0.1815643;0.1815643;1.367.567;566.816;
;2;6;1.054.443;0;1.361.723;5.719.532;-0.402832;0.3321533;1.367.567;566.816;
;3;6;1.070.068;0;1.359.474;5.742.023;-0.2248993;0.2249107;1.367.567;566.816;
;4;6;1.474.365;1;9.244.331;5.350.121;0;0;9.244.331;5.350.121;
;5;6;1.491.699;1;9.244.331;5.350.121;0;0;9.244.331;5.350.121;
;6;6;1.507.324;1;9.244.331;536.538;0;0.1525879;9.244.331;5.350.121;
;7;6;1.526.123;1;9.244.331;5.380.284;0;0.1490402;9.244.331;5.350.121;
;8;6;154.248;1;9.244.331;5.393.266;0;0.1298256;9.244.331;5.350.121;
;9;6;1.809.326;2;9.258.465;9.505.829;0;0;9.258.465;9.505.829;
;10;6;1.827.881;2;9.258.465;9.505.829;0;0;9.258.465;9.505.829;
;11;6;1.844.727;2;9.258.465;9.522.782;0;0.1695328;9.258.465;9.505.829;
;12;6;1.862.305;2;9.251.398;9.533.134;-0.07067108;0.1035233;9.258.465;9.505.829;
;13;6;1.878.418;2;9.251.398;954.353;0;0.1039581;9.258.465;9.505.829;
;14;6;1.895.264;2;9.269.733;9.541.167;0.1833496;-0.02363586;9.258.465;9.505.829;
;15;6;3.439.941;3;9.307.938;1.752.748;0;0;9.307.938;1.752.748;
;16;6;3.461.914;3;9.303.701;1.764.052;-0.04236603;0.1130447;9.307.938;1.752.748;
;17;6;3.474.609;3;9.300.871;1.774.392;-0.02830505;0.1033993;9.307.938;1.752.748;
;18;6;3.493.164;3;9.300.871;1.784.551;0;0.1015949;9.307.938;1.752.748;
;19;6;3.763.916;4;8.862.683;5.095.689;0;0;8.862.683;5.095.689;
;20;6;377.832;4;8.862.683;5.095.689;0;0;8.862.683;5.095.689;
;21;6;3.794.922;4;887.576;5.108.766;0.1307678;0.1307678;8.862.683;5.095.689;
;22;6;3.810.791;4;8.876.819;5.119.122;0.0105896;0.1035576;8.862.683;5.095.689;
;23;6;3.829.346;4;887.132;5.142.025;-0.05499268;0.2290306;8.862.683;5.095.689;
