StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;4;1.142.822;0;9.025.237;9.717.854;0;0;9.025.237;9.717.854;
;1;4;1.154.053;0;9.025.237;9.717.854;0;0;9.025.237;9.717.854;
;2;4;1.170.654;0;9.037.196;9.717.854;0.1195908;0;9.025.237;9.717.854;
;3;4;1.187.744;0;9.047.456;9.717.854;0.1026001;0;9.025.237;9.717.854;
;4;4;120.459;0;905.784;9.717.854;0.1038437;0;9.025.237;9.717.854;
;5;4;12.229;0;9.068.112;9.717.854;0.1027222;0;9.025.237;9.717.854;
;6;4;1.238.281;0;9.078.243;9.717.854;0.1013107;0;9.025.237;9.717.854;
;7;4;1.255.371;0;9.088.889;9.710.743;0.1064529;-0.07111359;9.025.237;9.717.854;
;8;4;1.441.895;1;9.668.382;5.738.835;0;0;9.668.382;5.738.835;
;9;4;1.458.496;1;9.668.382;5.738.835;0;0;9.668.382;5.738.835;
;10;4;1.473.389;1;9.668.382;5.738.835;0;0;9.668.382;5.738.835;
;11;4;1.489.502;1;9.668.382;5.738.835;0;0;9.668.382;5.738.835;
;12;4;1.507.324;1;9.635.385;5.752.502;-0.3299713;0.1366653;9.668.382;5.738.835;
;13;4;1.674.072;2;5.258.243;5.738.835;0;0;5.258.243;5.738.835;
;14;4;1.692.871;2;5.258.243;5.738.835;0;0;5.258.243;5.738.835;
;15;4;1.708.008;2;5.258.243;5.738.835;0;0;5.258.243;5.738.835;
;16;4;1.725.586;2;5.258.243;5.738.835;0;0;5.258.243;5.738.835;
;17;4;1.741.455;2;5.258.243;5.738.835;0;0;5.258.243;5.738.835;
;18;4;3.123.291;3;8.452.767;9.322.073;0;0;8.452.767;9.322.073;
;19;4;3.138.916;3;8.452.767;9.322.073;0;0;8.452.767;9.322.073;
;20;4;3.154.053;3;8.460.113;9.322.073;0.07345581;0;8.452.767;9.322.073;
;21;4;3.173.096;3;8.460.113;9.322.073;0;0;8.452.767;9.322.073;
;22;4;3.355.713;4;9.039.371;5.173.432;0;0;9.039.371;5.173.432;
;23;4;3.373.291;4;9.039.371;5.173.432;0;0;9.039.371;5.173.432;
;24;4;338.916;4;9.039.371;5.173.432;0;0;9.039.371;5.173.432;
;25;4;3.406.982;4;9.039.371;5.180.335;0;0.06902695;9.039.371;5.173.432;
;26;4;342.334;4;9.019.041;520.083;-0.2033005;0.2049522;9.039.371;5.173.432;
;27;4;3.559.814;5;5.526.809;6.247.697;0;0;5.526.809;6.247.697;
;28;4;3.577.393;5;5.526.809;6.247.697;0;0;5.526.809;6.247.697;
;29;4;3.590.576;5;5.504.467;6.254.765;-0.223423;0.0706749;5.526.809;6.247.697;
;30;4;3.608.643;5;5.441.999;6.254.765;-0.6246796;0;5.526.809;6.247.697;
;31;4;3.626.709;5;5.386.234;6.240.784;-0.5576515;-0.1398048;5.526.809;6.247.697;
;32;4;3.641.357;5;5.344.614;625.084;-0.4161911;0.100563;5.526.809;6.247.697;
