StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;5;0.9887695;0;9.124.182;1.639.667;0;0;9.124.182;1.639.667;
;1;5;1.004.639;0;9.124.182;1.639.667;0;0;9.124.182;1.639.667;
;2;5;1.020.996;0;9.124.182;1.639.667;0;0;9.124.182;1.639.667;
;3;5;1.676.514;1;9.166.587;5.745.902;0;0;9.166.587;5.745.902;
;4;5;169.458;1;9.166.587;5.745.902;0;0;9.166.587;5.745.902;
;5;5;20.979;2;8.919.224;9.541.167;0;0;8.919.224;9.541.167;
;6;5;211.377;2;8.919.224;9.541.167;0;0;8.919.224;9.541.167;
;7;5;3.829.346;3;9.138.317;9.668.382;0;0;9.138.317;9.668.382;
;8;5;384.668;3;9.138.317;9.668.382;0;0;9.138.317;9.668.382;
;9;5;4.248.779;4;9.237.263;5.774.173;0;0;9.237.263;5.774.173;
;10;5;4.266.113;4;9.245.866;5.765.569;0.08602905;-0.08603287;9.237.263;5.774.173;
;11;5;4.686.768;5;9.124.182;1.554.857;0;0;9.124.182;1.554.857;
;12;5;4.705.078;5;9.132.524;1.554.857;0.0834198;0;9.124.182;1.554.857;
;13;5;4.722.168;5;9.138.317;1.554.857;0.05792999;0;9.124.182;1.554.857;
;14;5;6.319.092;6;9.004.034;9.739.057;0;0;9.004.034;9.739.057;
;15;5;6.339.844;6;9.004.034;9.739.057;0;0;9.004.034;9.739.057;
;16;5;6.351.807;6;9.021.211;9.739.057;0.1717682;0;9.004.034;9.739.057;
;17;5;6.707.275;7;9.046.439;5.618.687;0;0;9.046.439;5.618.687;
;18;5;6.721.924;7;9.046.439;5.618.687;0;0;9.046.439;5.618.687;
;19;5;6.740.723;7;9.060.597;5.618.687;0.1415787;0;9.046.439;5.618.687;
;20;5;7.007.568;8;4.502.017;5.851.916;0;0;4.502.017;5.851.916;
;21;5;7.025.879;8;4.502.017;5.851.916;0;0;4.502.017;5.851.916;
;22;5;7.041.504;8;4.511.332;5.802.766;0.09315109;-0.4914932;4.502.017;5.851.916;
;23;5;8.723.633;9;4.770.583;5.682.295;0;0;4.770.583;5.682.295;
;24;5;8.741.699;9;4.770.583;5.682.295;0;0;4.770.583;5.682.295;
;25;5;8.758.057;9;4.787.415;5.682.295;0.1683159;0;4.770.583;5.682.295;
;26;5;9.079.346;10;8.954.562;5.717.632;0;0;8.954.562;5.717.632;
;27;5;9.094.727;10;8.954.562;5.717.632;0;0;8.954.562;5.717.632;
;28;5;9.111.328;10;8.968.947;5.717.632;0.1438522;0;8.954.562;5.717.632;
;29;5;9.127.686;10;8.979.298;5.728.234;0.103508;0.1060143;8.954.562;5.717.632;
;30;5;9.399.902;11;8.855.616;9.428.086;0;0;8.855.616;9.428.086;
;31;5;941.333;11;8.855.616;9.428.086;0;0;8.855.616;9.428.086;
;32;5;9.430.664;11;8.861.417;9.422.285;0.05800629;-0.05800629;8.855.616;9.428.086;
;33;5;1.108.105;12;9.060.574;185.876;0;0;9.060.574;185.876;
;34;5;1.109.546;12;9.060.574;185.876;0;0;9.060.574;185.876;
;35;5;1.111.377;12;9.074.503;185.876;0.1392899;0;9.060.574;185.876;
;36;5;1.112.891;12;9.084.893;185.876;0.1038971;0;9.060.574;185.876;
;37;5;1.156.543;13;921.606;5.957.928;0;0;921.606;5.957.928;
;38;5;1.158.398;13;921.606;5.957.928;0;0;921.606;5.957.928;
;39;5;1.159.985;13;9.232.516;5.932.082;0.164566;-0.2584686;921.606;5.957.928;
;40;5;119.353;14;1.325.869;5.936.726;0;0;1.325.869;5.936.726;
;41;5;1.195.459;14;1.325.869;5.936.726;0;0;1.325.869;5.936.726;
;42;5;1.363.794;15;9.039.371;1.413.506;0;0;9.039.371;1.413.506;
;43;5;1.365.137;15;9.039.371;1.413.506;0;0;9.039.371;1.413.506;
;44;5;1.367.041;15;9.039.371;143.389;0;0.2038393;9.039.371;1.413.506;
;45;5;1.403.735;16;8.954.562;6.169.955;0;0;8.954.562;6.169.955;
;46;5;1.405.542;16;8.965.163;6.169.955;0.1060104;0;8.954.562;6.169.955;
;47;5;1.407.227;16;8.975.499;6.169.955;0.103363;0;8.954.562;6.169.955;
;48;5;1.435.815;17;1.291.238;5.950.861;0;0;1.291.238;5.950.861;
;49;5;1.438.086;17;129.394;5.932.846;0.2702179;-0.1801491;1.291.238;5.950.861;
;50;5;1.439.136;17;1.302.136;5.890.975;0.8195801;-0.418705;1.291.238;5.950.861;
;51;5;1.604.492;18;8.883.886;1.710.342;0;0;8.883.886;1.710.342;
;52;5;1.605.615;18;8.883.886;1.710.342;0;0;8.883.886;1.710.342;
;53;5;1.607.422;18;8.896.388;1.704.908;0.1250229;-0.05434418;8.883.886;1.710.342;
;54;5;160.896;18;8.906.716;1.703.275;0.1032791;-0.01633072;8.883.886;1.710.342;
;55;5;1.647.705;19;8.855.616;57.247;0;0;8.855.616;57.247;
;56;5;1.649.341;19;8.864.415;57.247;0.08798981;0;8.855.616;57.247;
;57;5;1.679.639;20;8.947.494;9.470.491;0;0;8.947.494;9.470.491;
;58;5;1.681.445;20;8.947.494;9.470.491;0;0;8.947.494;9.470.491;
;59;5;1.682.959;20;8.947.494;9.480.447;0;0.0995636;8.947.494;9.470.491;
;60;5;1.844.263;21;9.046.439;1.675.005;0;0;9.046.439;1.675.005;
;61;5;1.846.191;21;9.054.599;1.675.005;0.08159637;0;9.046.439;1.675.005;
;62;5;1.847.729;21;9.060.574;1.679.382;0.05975342;0.04377556;9.046.439;1.675.005;
;63;5;1.886.279;22;8.834.413;5.548.011;0;0;8.834.413;5.548.011;
;64;5;1.888.159;22;8.845.702;5.548.011;0.1128845;0;8.834.413;5.548.011;
;65;5;1.915.161;23;131.244;5.929.658;0;0;131.244;5.929.658;
;66;5;1.916.553;23;131.244;5.929.658;0;0;131.244;5.929.658;
;67;5;1.918.335;23;131.379;5.923.229;0.134964;-0.06428909;131.244;5.929.658;
;68;5;1.919.946;23;1.314.825;5.912.879;0.1034851;-0.1035004;131.244;5.929.658;
;69;5;2.074.805;24;5.088.622;6.085.144;0;0;5.088.622;6.085.144;
;70;5;2.076.587;24;5.097.237;6.085.144;0.08615112;0;5.088.622;6.085.144;
;71;5;2.105.029;25;8.841.481;5.972.063;0;0;8.841.481;5.972.063;
;72;5;2.106.567;25;8.841.481;5.972.063;0;0;8.841.481;5.972.063;
;73;5;2.108.398;25;8.869.723;590.851;0.2824173;-0.6355324;8.841.481;5.972.063;
;74;5;2.138.501;26;4.805.921;5.830.713;0;0;4.805.921;5.830.713;
;75;5;214.043;26;4.805.921;5.830.713;0;0;4.805.921;5.830.713;
;76;5;2.141.895;26;4.821.786;5.830.713;0.1586571;0;4.805.921;5.830.713;
;77;5;2.315.869;27;1.300.426;5.654.025;0;0;1.300.426;5.654.025;
;78;5;2.316.821;27;1.300.426;5.654.025;0;0;1.300.426;5.654.025;
;79;5;2.318.433;27;1.301.596;5.654.025;0.1170502;0;1.300.426;5.654.025;
;80;5;2.320.093;27;1.301.839;5.646.124;0.02429199;-0.0790062;1.300.426;5.654.025;
;81;5;2.343.628;28;8.827.345;5.427.864;0;0;8.827.345;5.427.864;
;82;5;2.345.654;28;8.827.345;5.427.864;0;0;8.827.345;5.427.864;
;83;5;2.346.997;28;8.827.345;5.427.864;0;0;8.827.345;5.427.864;
;84;5;2.348.755;28;8.827.345;5.427.864;0;0;8.827.345;5.427.864;
;85;5;2.350.342;28;8.844.596;5.427.864;0.1725082;0;8.827.345;5.427.864;
;86;5;2.377.368;29;8.940.426;9.951.083;0;0;8.940.426;9.951.083;
;87;5;2.378.906;29;8.949.613;9.951.083;0.09187317;0;8.940.426;9.951.083;
;88;5;2.545.435;30;9.039.371;9.527.032;0;0;9.039.371;9.527.032;
;89;5;2.547.437;30;9.049.321;9.527.032;0.09949493;0;9.039.371;9.527.032;
;90;5;2.548.877;30;9.053.506;9.513.883;0.04185486;-0.131485;9.039.371;9.527.032;
;91;5;2.550.439;30;9.053.506;9.503.526;0;-0.1035767;9.039.371;9.527.032;
;92;5;2.577.466;31;9.053.506;5.851.916;0;0;9.053.506;5.851.916;
;93;5;2.579.199;31;9.061.836;5.851.916;0.08329773;0;9.053.506;5.851.916;
;94;5;2.580.981;31;9.083.815;5.840.295;0.2197876;-0.1162071;9.053.506;5.851.916;
;95;5;260.791;32;4.954.339;5.731.767;0;0;4.954.339;5.731.767;
;96;5;2.609.277;32;4.954.339;5.731.767;0;0;4.954.339;5.731.767;
;97;5;2.611.133;32;4.954.339;5.731.767;0;0;4.954.339;5.731.767;
;98;5;2.780.762;33;1.297.599;5.646.957;0;0;1.297.599;5.646.957;
;99;5;2.811.133;34;8.657.726;563.989;0;0;8.657.726;563.989;
;100;5;2.812.695;34;8.666.344;563.989;0.08618164;0;8.657.726;563.989;
;101;5;2.814.502;34;8.676.738;563.989;0.1039429;0;8.657.726;563.989;
;102;5;2.841.162;35;4.911.934;5.731.767;0;0;4.911.934;5.731.767;
;103;5;2.843.237;35;4.922.852;5.731.767;0.1091843;0;4.911.934;5.731.767;
;104;5;3.008.447;36;5.074.487;566.816;0;0;5.074.487;566.816;
;105;5;3.009.497;36;5.074.487;566.816;0;0;5.074.487;566.816;
;106;5;3.011.377;36;5.090.639;5.663.617;0.1615257;-0.04542542;5.074.487;566.816;
;107;5;3.012.769;36;5.134.318;5.645.641;0.4367828;-0.1797676;5.074.487;566.816;
;108;5;3.034.814;37;92.726;5.548.011;0;0;92.726;5.548.011;
;109;5;3.036.304;37;92.726;5.548.011;0;0;92.726;5.548.011;
;110;5;3.038.208;37;9.287.038;5.540.641;0.1443863;-0.07370377;92.726;5.548.011;
;111;5;3.039.697;37;9.297.337;5.530.343;0.1029816;-0.1029778;92.726;5.548.011;
;112;5;3.061.475;38;8.961.629;9.590.639;0;0;8.961.629;9.590.639;
;113;5;3.063.232;38;8.961.629;9.590.639;0;0;8.961.629;9.590.639;
;114;5;306.499;38;8.961.629;9.607.851;0;0.1721191;8.961.629;9.590.639;
;115;5;3.223.511;39;5.067.419;5.964.996;0;0;5.067.419;5.964.996;
;116;5;322.478;39;5.067.419;5.964.996;0;0;5.067.419;5.964.996;
;117;5;322.666;39;5.079.304;5.964.996;0.1188431;0;5.067.419;5.964.996;
;118;5;3.248.706;40;8.664.793;6.021.536;0;0;8.664.793;6.021.536;
;119;5;3.249.951;40;8.664.793;6.021.536;0;0;8.664.793;6.021.536;
;120;5;3.251.831;40;8.684.906;6.017.188;0.2011337;-0.04348373;8.664.793;6.021.536;
;121;5;3.253.418;40;8.715.849;6.014.469;0.309433;-0.02719116;8.664.793;6.021.536;
;122;5;3.255.005;40;8.735.468;6.014.469;0.1961823;0;8.664.793;6.021.536;
;123;5;3.281.836;41;8.989.899;1.710.342;0;0;8.989.899;1.710.342;
;124;5;3.283.545;41;9.009.622;170.048;0.1972275;-0.09861946;8.989.899;1.710.342;
;125;5;3.452.563;42;1.320.921;5.654.025;0;0;1.320.921;5.654.025;
;126;5;3.453.564;42;1.320.921;5.654.025;0;0;1.320.921;5.654.025;
;127;5;3.455.054;42;1.321.929;5.654.025;0.1007233;0;1.320.921;5.654.025;
;128;5;3.478.931;43;87.284;5.760.038;0;0;87.284;5.760.038;
;129;5;3.480.322;43;87.284;5.760.038;0;0;87.284;5.760.038;
;130;5;348.208;43;87.342;5.721.437;0.05799103;-0.3860054;87.284;5.760.038;
;131;5;3.483.667;43;8.735.468;5.699.324;0.01268005;-0.2211266;87.284;5.760.038;
;132;5;3.505.542;44;5.116.892;5.795.375;0;0;5.116.892;5.795.375;
;133;5;3.507.251;44;5.116.892;5.795.375;0;0;5.116.892;5.795.375;
;134;5;3.508.813;44;512.396;5.795.375;0.07067871;0;5.116.892;5.795.375;
;135;5;3.510.547;44;5.104.428;5.805.141;-0.1953163;0.09766006;5.116.892;5.795.375;
;136;5;3.662.061;45;9.088.844;9.336.208;0;0;9.088.844;9.336.208;
;137;5;3.663.574;45;9.088.844;9.336.208;0;0;9.088.844;9.336.208;
;138;5;366.521;45;9.088.844;9.343.276;0;0.07067871;9.088.844;9.336.208;
;139;5;3.690.381;46;8.707.198;5.830.713;0;0;8.707.198;5.830.713;
;140;5;3.692.188;46;8.728.038;5.799.453;0.2084045;-0.312603;8.707.198;5.830.713;
;141;5;3.693.921;46;8.755.587;5.761.663;0.2754898;-0.3778954;8.707.198;5.830.713;
;142;5;3.695.532;46;8.776.385;5.740.323;0.2079849;-0.2134018;8.707.198;5.830.713;
;143;5;372.251;47;9.032.304;1.547.789;0;0;9.032.304;1.547.789;
;144;5;3.724.072;47;9.041.178;1.547.789;0.08873749;0;9.032.304;1.547.789;
;145;5;372.583;47;9.046.439;1.547.789;0.0526123;0;9.032.304;1.547.789;
;146;5;3.890.601;48;1.305.373;569.643;0;0;1.305.373;569.643;
;147;5;3.892.261;48;1.306.339;569.643;0.09660339;0;1.305.373;569.643;
;148;5;3.894.043;48;1.306.786;569.643;0.04473877;0;1.305.373;569.643;
;149;5;3.916.211;49;8.657.726;5.802.443;0;0;8.657.726;5.802.443;
;150;5;391.748;49;8.657.726;5.802.443;0;0;8.657.726;5.802.443;
