StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;7;4.960.205;0;4.827.124;5.795.375;0;0;4.827.124;5.795.375;
;1;7;4.971.436;0;4.827.124;5.795.375;0;0;4.827.124;5.795.375;
;2;7;4.992.188;0;4.827.124;5.805.976;0;0.1060104;4.827.124;5.795.375;
;3;7;5.005.859;0;4.833.974;5.816.361;0.06850815;0.1038475;4.827.124;5.795.375;
;4;7;5.021.729;0;4.844.454;582.684;0.1047935;0.1047897;4.827.124;5.795.375;
;5;7;5.373.779;1;9.145.384;5.745.902;0;0;9.145.384;5.745.902;
;6;7;5.394.287;1;9.155.986;5.745.902;0.1060181;0;9.145.384;5.745.902;
;7;7;5.408.203;1;9.152.452;5.745.902;-0.03533936;0;9.145.384;5.745.902;
;8;7;5.425.049;1;9.152.452;5.745.902;0;0;9.145.384;5.745.902;
;9;7;5.981.201;2;1.292.651;5.654.025;0;0;1.292.651;5.654.025;
;10;7;599.585;2;1.292.651;5.654.025;0;0;1.292.651;5.654.025;
;11;7;601.416;2;1.292.651;5.654.025;0;0;1.292.651;5.654.025;
;12;7;8.028.564;3;9.011.102;2.056.651;0;0;9.011.102;2.056.651;
;13;7;8.046.631;3;9.011.102;2.064.199;0;0.07547951;9.011.102;2.056.651;
;14;7;8.062.744;3;9.011.102;2.063.719;0;-0.004804611;9.011.102;2.056.651;
;15;7;8.482.178;4;8.912.157;5.745.902;0;0;8.912.157;5.745.902;
;16;7;8.500.977;4;8.912.157;5.756.255;0;0.1035233;8.912.157;5.745.902;
;17;7;851.709;4;8.912.157;5.756.255;0;0;8.912.157;5.745.902;
;18;7;8.806.152;5;8.898.022;9.640.112;0;0;8.898.022;9.640.112;
;19;7;8.818.359;5;8.898.022;9.640.112;0;0;8.898.022;9.640.112;
;20;7;8.837.402;5;8.898.022;9.651.665;0;0.1155319;8.898.022;9.640.112;
;21;7;8.852.051;5;8.898.022;9.654.247;0;0.02581787;8.898.022;9.640.112;
;22;7;1.050.073;6;875.667;9.922.813;0;0;875.667;9.922.813;
;23;7;1.051.758;6;875.667;9.922.813;0;0;875.667;9.922.813;
;24;7;1.053.296;6;8.771.062;9.922.813;0.1439209;0;875.667;9.922.813;
;25;7;1.054.907;6;8.781.303;9.922.813;0.1024094;0;875.667;9.922.813;
;26;7;1.096.924;7;8.813.211;5.661.092;0;0;8.813.211;5.661.092;
;27;7;1.098.755;7;8.822.727;5.661.092;0.09516144;0;8.813.211;5.661.092;
