StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;3;0.8808594;0;9.208.993;1.286.291;0;0;9.208.993;1.286.291;
;1;3;0.8867188;0;9.208.993;1.286.291;0;0;9.208.993;1.286.291;
;2;3;0.9050293;0;921.606;1.286.291;0.07067108;0;9.208.993;1.286.291;
;3;3;0.920166;0;921.606;1.295.244;0;0.08953381;9.208.993;1.286.291;
;4;3;0.9367676;0;921.606;1.326.215;0;0.3097134;9.208.993;1.286.291;
;5;3;0.9536133;0;921.606;1.402.786;0;0.7657042;9.208.993;1.286.291;
;6;3;1.173.096;1;9.032.304;6.212.359;0;0;9.032.304;6.212.359;
;7;3;1.189.209;1;9.032.304;6.212.359;0;0;9.032.304;6.212.359;
;8;3;1.205.811;1;9.077.119;6.204.488;0.4481506;-0.07870865;9.032.304;6.212.359;
;9;3;1.222.412;1;9.081.777;6.194.146;0.04657745;-0.1034203;9.032.304;6.212.359;
;10;3;1.240.479;1;9.081.777;6.183.777;0;-0.1036949;9.032.304;6.212.359;
;11;3;1.459.961;2;8.898.022;166.087;0;0;8.898.022;166.087;
;12;3;1.474.609;2;8.898.022;166.087;0;0;8.898.022;166.087;
;13;3;1.492.188;2;8.905.089;1.667.654;0.07067108;0.06784439;8.898.022;166.087;
;14;3;1.510.986;2;8.905.089;1.677.995;0;0.1034069;8.898.022;166.087;
;15;3;2.951.904;3;5.159.298;5.427.864;0;0;5.159.298;5.427.864;
;16;3;2.971.436;3;5.187.567;5.420.796;0.2826958;-0.0706749;5.159.298;5.427.864;
;17;3;3.122.803;4;9.251.398;5.350.121;0;0;9.251.398;5.350.121;
;18;3;3.138.184;4;9.259.511;5.350.121;0.08113098;0;9.251.398;5.350.121;
;19;3;3.155.273;4;9.269.891;5.350.121;0.1038055;0;9.251.398;5.350.121;
;20;3;3.171.631;4;92.726;5.357.719;0.02708435;0.07597733;9.251.398;5.350.121;
;21;3;3.309.814;5;5.887.253;5.548.011;0;0;5.887.253;5.548.011;
;22;3;3.322.998;5;5.887.253;5.548.011;0;0;5.887.253;5.548.011;
;23;3;33.396;5;584.416;5.555.079;-0.4309273;0.07067871;5.887.253;5.548.011;
