StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;5;0.9047852;0;4.911.934;561.162;0;0;4.911.934;561.162;
;1;5;0.9221191;0;4.911.934;561.162;0;0;4.911.934;561.162;
;2;5;1.191.162;1;8.869.751;5.922.591;0;0;8.869.751;5.922.591;
;3;5;1.210.449;1;8.869.751;5.922.591;0;0;8.869.751;5.922.591;
;4;5;1.223.633;1;8.884.064;5.922.591;0.1431351;0;8.869.751;5.922.591;
;5;5;1.240.967;1;8.894.487;5.922.591;0.1042252;0;8.869.751;5.922.591;
;6;5;1.478.516;2;9.081.777;1.000.762;0;0;9.081.777;1.000.762;
;7;5;1.494.385;2;9.081.777;1.000.762;0;0;9.081.777;1.000.762;
;8;5;1.510.498;2;9.088.844;1.000.762;0.07067108;0;9.081.777;1.000.762;
;9;5;3.142.578;3;1.289.824;5.929.658;0;0;1.289.824;5.929.658;
;10;5;3.159.424;3;1.290.554;5.929.658;0.07292175;0;1.289.824;5.929.658;
;11;5;3.174.316;3;1.291.591;5.929.658;0.1037598;0;1.289.824;5.929.658;
;12;5;3.409.668;4;8.721.333;5.802.443;0;0;8.721.333;5.802.443;
;13;5;3.426.514;4;8.731.522;5.792.253;0.1018906;-0.1018906;8.721.333;5.802.443;
;14;5;3.445.557;4;8.735.468;577.488;0.03945923;-0.1737366;8.721.333;5.802.443;
;15;5;3.664.551;5;8.869.751;1.978.909;0;0;8.869.751;1.978.909;
;16;5;3.678.223;5;8.869.751;1.978.909;0;0;8.869.751;1.978.909;
;17;5;3.695.557;5;8.888.426;1.960.233;0.1867523;-0.1867561;8.869.751;1.978.909;
;18;5;5.242.676;6;8.926.291;9.887.476;0;0;8.926.291;9.887.476;
;19;5;5.259.766;6;8.926.291;9.887.476;0;0;8.926.291;9.887.476;
;20;5;5.274.902;6;8.941.392;9.895.509;0.1510086;0.0803299;8.926.291;9.887.476;
;21;5;5.564.209;7;8.813.211;5.675.227;0;0;8.813.211;5.675.227;
;22;5;5.578.125;7;8.813.211;5.675.227;0;0;8.813.211;5.675.227;
;23;5;5.595.215;7;88.267;5.675.227;0.1348877;0;8.813.211;5.675.227;
;24;5;5.846.924;8;1.268.622;569.643;0;0;1.268.622;569.643;
;25;5;5.865.479;8;126.954;569.643;0.09181213;0;1.268.622;569.643;
;26;5;7.634.277;9;9.279.668;1.639.667;0;0;9.279.668;1.639.667;
;27;5;7.645.264;9;9.279.668;1.639.667;0;0;9.279.668;1.639.667;
;28;5;7.665.527;9;9.279.668;1.650.268;0;0.1060123;9.279.668;1.639.667;
;29;5;7.679.199;9;9.266.042;1.674.241;-0.136261;0.2397289;9.279.668;1.639.667;
;30;5;791.333;10;864.359;5.604.552;0;0;864.359;5.604.552;
;31;5;7.931.885;10;864.359;5.604.552;0;0;864.359;5.604.552;
;32;5;7.950.195;10;866.021;5.604.552;0.1661987;0;864.359;5.604.552;
;33;5;8.165.527;11;8.601.185;9.406.883;0;0;8.601.185;9.406.883;
;34;5;8.184.814;11;8.601.185;9.406.883;0;0;8.601.185;9.406.883;
;35;5;8.199.463;11;8.608.252;9.415.992;0.07067108;0.09108734;8.601.185;9.406.883;
;36;5;979.834;12;9.145.384;177.395;0;0;9.145.384;177.395;
;37;5;9.813.232;12;9.145.384;177.395;0;0;9.145.384;177.395;
;38;5;9.830.322;12;9.152.452;1.787.964;0.07067871;0.1401348;9.145.384;177.395;
;39;5;100.647;13;918.779;6.275.967;0;0;918.779;6.275.967;
;40;5;1.008.276;13;918.779;6.275.967;0;0;918.779;6.275.967;
;41;5;1.009.863;13;9.204.592;6.275.967;0.1680222;0;918.779;6.275.967;
;42;5;1.026.611;14;1.286.997;5.844.848;0;0;1.286.997;5.844.848;
;43;5;1.028.345;14;1.288.019;5.844.848;0.1021576;0;1.286.997;5.844.848;
;44;5;1.191.699;15;1.329.402;575.297;0;0;1.329.402;575.297;
;45;5;1.193.384;15;1.329.402;575.297;0;0;1.329.402;575.297;
;46;5;1.194.849;15;1.330.109;575.297;0.07067871;0;1.329.402;575.297;
;47;5;1.211.621;16;9.399.816;5.908.456;0;0;9.399.816;5.908.456;
;48;5;1.213.306;16;9.408.064;5.908.456;0.08247375;0;9.399.816;5.908.456;
;49;5;1.215.186;16;9.413.951;5.912.896;0.05887604;0.04439926;9.399.816;5.908.456;
;50;5;1.298.975;17;1.339.297;563.989;0;0;1.339.297;563.989;
;51;5;1.300.659;17;1.339.297;563.989;0;0;1.339.297;563.989;
;52;5;1.302.319;17;133.529;5.658.979;-0.4007416;0.1908989;1.339.297;563.989;
;53;5;1.462.109;18;1.294.065;5.654.025;0;0;1.294.065;5.654.025;
;54;5;146.377;18;1.294.065;5.654.025;0;0;1.294.065;5.654.025;
;55;5;1.490.894;19;8.876.819;6.063.941;0;0;8.876.819;6.063.941;
;56;5;1.492.334;19;8.876.819;6.063.941;0;0;8.876.819;6.063.941;
;57;5;1.494.043;19;8.890.734;6.063.941;0.1391525;0;8.876.819;6.063.941;
;58;5;1.495.654;19;8.901.092;6.063.941;0.1035767;0;8.876.819;6.063.941;
;59;5;1.524.097;20;1.301.132;5.816.578;0;0;1.301.132;5.816.578;
;60;5;1.526.001;20;1.304.097;5.799.169;0.296463;-0.1740875;1.301.132;5.816.578;
;61;5;1.527.563;20;1.306.338;5.778.656;0.2241211;-0.2051277;1.301.132;5.816.578;
;62;5;168.645;21;4.714.043;575.297;0;0;4.714.043;575.297;
;63;5;1.687.402;21;4.714.043;575.297;0;0;4.714.043;575.297;
;64;5;1.688.989;21;4.724.644;575.297;0.1060143;0;4.714.043;575.297;
;65;5;1.707.422;22;8.862.683;6.367.845;0;0;8.862.683;6.367.845;
;66;5;1.709.351;22;8.862.683;6.367.845;0;0;8.862.683;6.367.845;
;67;5;171.084;22;8.880.082;6.357.515;0.1739883;-0.1033058;8.862.683;6.367.845;
;68;5;1.734.424;23;8.749.603;1.342.831;0;0;8.749.603;1.342.831;
;69;5;1.736.011;23;8.759.345;1.342.831;0.09741974;0;8.749.603;1.342.831;
;70;5;1.909.253;24;5.025.014;578.124;0;0;5.025.014;578.124;
;71;5;1.910.913;24;5.034.231;578.124;0.0921669;0;5.025.014;578.124;
;72;5;1.912.671;24;5.049.988;578.124;0.1575699;0;5.025.014;578.124;
;73;5;1.927.686;25;9.265.533;5.625.755;0;0;9.265.533;5.625.755;
;74;5;1.929.395;25;9.284.975;5.606.312;0.1944275;-0.1944275;9.265.533;5.625.755;
;75;5;1.931.177;25;9.319.867;5.578.487;0.3489151;-0.278244;9.265.533;5.625.755;
;76;5;1.954.614;26;5.053.284;6.014.469;0;0;5.053.284;6.014.469;
;77;5;1.956.274;26;5.053.284;6.014.469;0;0;5.053.284;6.014.469;
;78;5;195.791;26;5.068.936;5.934.693;0.156517;-0.79776;5.053.284;6.014.469;
;79;5;2.107.788;27;8.890.954;9.625.977;0;0;8.890.954;9.625.977;
;80;5;2.109.424;27;8.890.954;9.625.977;0;0;8.890.954;9.625.977;
;81;5;2.110.938;27;8.906.087;9.625.977;0.1513367;0;8.890.954;9.625.977;
;82;5;213.103;28;8.926.291;5.816.578;0;0;8.926.291;5.816.578;
;83;5;2.132.959;28;8.934.406;5.816.578;0.08115387;0;8.926.291;5.816.578;
;84;5;2.134.497;28;8.944.804;580.951;0.1039734;-0.0706749;8.926.291;5.816.578;
;85;5;2.136.108;28;8.955.133;580.951;0.1032944;0;8.926.291;5.816.578;
;86;5;2.154.688;29;8.799.076;973.199;0;0;8.799.076;973.199;
;87;5;2.156.592;29;8.799.076;973.199;0;0;8.799.076;973.199;
;88;5;2.157.935;29;8.813.842;973.199;0.1476593;0;8.799.076;973.199;
;89;5;2.159.644;29;8.823.812;9.742.591;0.09970093;0.1060104;8.799.076;973.199;
;90;5;232.522;30;1.276.396;563.989;0;0;1.276.396;563.989;
;91;5;2.326.172;30;1.276.396;563.989;0;0;1.276.396;563.989;
;92;5;2.327.783;30;1.277.103;5.651.453;0.07067108;0.1156349;1.276.396;563.989;
;93;5;2.342.993;31;8.961.629;5.915.523;0;0;8.961.629;5.915.523;
;94;5;2.344.897;31;8.961.629;5.915.523;0;0;8.961.629;5.915.523;
;95;5;2.346.313;31;8.961.629;5.915.523;0;0;8.961.629;5.915.523;
;96;5;2.347.925;31;8.961.629;5.915.523;0;0;8.961.629;5.915.523;
;97;5;2.364.868;32;9.088.844;9.534.099;0;0;9.088.844;9.534.099;
;98;5;2.366.479;32;9.088.844;9.543.089;0;0.08989716;9.088.844;9.534.099;
;99;5;2.368.359;32;9.073.226;9.569.058;-0.1561813;0.259697;9.088.844;9.534.099;
