StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;9;1.104.492;0;9.053.506;1.491.249;0;0;9.053.506;1.491.249;
;1;9;1.123.047;0;9.053.506;1.491.249;0;0;9.053.506;1.491.249;
;2;9;1.139.648;0;9.053.506;1.508.271;0;0.1702166;9.053.506;1.491.249;
;3;9;1.156.738;0;9.053.506;151.856;0;0.10289;9.053.506;1.491.249;
;4;9;1.173.828;0;9.053.506;1.528.888;0;0.1032782;9.053.506;1.491.249;
;5;9;1.878.906;1;9.018.169;5.767.105;0;0;9.018.169;5.767.105;
;6;9;189.502;1;9.018.169;5.767.105;0;0;9.018.169;5.767.105;
;7;9;1.911.621;1;9.018.169;5.767.105;0;0;9.018.169;5.767.105;
;8;9;1.930.176;1;9.018.169;5.767.105;0;0;9.018.169;5.767.105;
;9;9;1.945.313;1;9.018.169;5.767.105;0;0;9.018.169;5.767.105;
;10;9;1.962.402;1;9.018.169;5.767.105;0;0;9.018.169;5.767.105;
;11;9;1.978.516;1;9.018.169;5.767.105;0;0;9.018.169;5.767.105;
;12;9;2.609.863;2;131.244;5.548.011;0;0;131.244;5.548.011;
;13;9;2.618.652;2;131.244;5.548.011;0;0;131.244;5.548.011;
;14;9;2.634.766;2;131.244;5.557.353;0;0.09341812;131.244;5.548.011;
;15;9;2.651.855;2;131.244;5.557.353;0;0;131.244;5.548.011;
;16;9;2.667.969;2;131.244;5.555.079;0;-0.02273941;131.244;5.548.011;
;17;9;4.399.414;3;9.110.047;935.741;0;0;9.110.047;935.741;
;18;9;4.416.992;3;9.118.159;9.365.524;0.08112335;0.08113098;9.110.047;935.741;
;19;9;4.435.059;3;9.128.516;937.588;0.103569;0.1035614;9.110.047;935.741;
;20;9;4.452.148;3;913.125;9.386.186;0.02733612;0.1030655;9.110.047;935.741;
;21;9;4.467.773;3;913.125;9.396.282;0;0.1009598;9.110.047;935.741;
;22;9;4.992.676;4;9.194.858;5.597.484;0;0;9.194.858;5.597.484;
;23;9;5.005.371;4;9.194.858;5.597.484;0;0;9.194.858;5.597.484;
;24;9;5.023.926;4;9.207.188;5.609.816;0.1233063;0.1233139;9.194.858;5.597.484;
;25;9;5.038.574;4;9.217.126;5.619.753;0.09938049;0.09937668;9.194.858;5.597.484;
;26;9;5.056.152;4;9.223.128;5.630.178;0.06001282;0.1042442;9.194.858;5.597.484;
;27;9;5.072.266;4;9.223.128;5.636.356;0;0.06178284;9.194.858;5.597.484;
