StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;9;1.109.863;0;9.053.506;1.766.883;0;0;9.053.506;1.766.883;
;1;9;1.122.559;0;9.053.506;1.766.883;0;0;9.053.506;1.766.883;
;2;9;1.140.137;0;9.066.142;1.766.883;0.1263504;0;9.053.506;1.766.883;
;3;9;115.625;0;9.076.473;1.775.714;0.1033173;0.08830833;9.053.506;1.766.883;
;4;9;117.627;0;9.086.781;1.786.022;0.1030807;0.1030807;9.053.506;1.766.883;
;5;9;1.625.488;1;8.940.426;566.816;0;0;8.940.426;566.816;
;6;9;1.643.555;1;8.940.426;566.816;0;0;8.940.426;566.816;
;7;9;1.660.645;1;8.951.028;566.816;0.1060181;0;8.940.426;566.816;
;8;9;1.678.711;1;8.947.494;566.816;-0.03533936;0;8.940.426;566.816;
;9;9;2.130.859;2;4.926.069;5.646.957;0;0;4.926.069;5.646.957;
;10;9;2.147.949;2;4.935.062;5.655.949;0.08992767;0.08992386;4.926.069;5.646.957;
;11;9;2.164.551;2;4.933.136;5.666.236;-0.01925278;0.1028709;4.926.069;5.646.957;
;12;9;2.183.105;2;4.933.136;5.671.693;0;0.05456924;4.926.069;5.646.957;
;13;9;2.198.242;2;4.937.716;5.675.227;0.04579163;0.03533554;4.926.069;5.646.957;
;14;9;3.896.973;3;1.291.238;575.297;0;0;1.291.238;575.297;
;15;9;3.916.016;3;1.291.238;575.297;0;0;1.291.238;575.297;
;16;9;3.929.199;3;1.291.238;575.297;0;0;1.291.238;575.297;
;17;9;3.945.801;3;1.291.238;575.297;0;0;1.291.238;575.297;
;18;9;4.365.234;4;8.799.076;5.583.349;0;0;8.799.076;5.583.349;
;19;9;4.384.277;4;8.809.641;5.593.914;0.1056442;0.105648;8.799.076;5.583.349;
;20;9;4.400.879;4;8.819.938;5.610.939;0.1029739;0.1702499;8.799.076;5.583.349;
