StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;8;1.424.316;0;9.293.803;9.618.909;0;0;9.293.803;9.618.909;
;1;8;1.443.848;0;9.293.803;9.618.909;0;0;9.293.803;9.618.909;
;2;8;145.752;0;9.293.803;9.611.842;0;-0.07067871;9.293.803;9.618.909;
;3;8;1.476.563;0;9.282.281;9.611.842;-0.1152191;0;9.293.803;9.618.909;
;4;8;2.25;1;9.110.047;5.689.362;0;0;9.110.047;5.689.362;
;5;8;2.266.602;1;9.110.047;5.689.362;0;0;9.110.047;5.689.362;
;6;8;2.280.273;1;9.110.047;5.689.362;0;0;9.110.047;5.689.362;
;7;8;2.922.852;2;5.060.352;5.533.877;0;0;5.060.352;5.533.877;
;8;8;2.935.547;2;5.060.352;5.533.877;0;0;5.060.352;5.533.877;
;9;8;295.459;2;5.060.352;5.533.877;0;0;5.060.352;5.533.877;
;10;8;4.498.535;3;1.328.696;5.548.011;0;0;1.328.696;5.548.011;
;11;8;4.518.555;3;1.328.696;5.548.011;0;0;1.328.696;5.548.011;
;12;8;453.125;3;132.715;5.548.011;-0.1545868;0;1.328.696;5.548.011;
;13;8;488.623;4;9.110.047;5.597.484;0;0;9.110.047;5.597.484;
;14;8;4.901.367;4;9.101.095;5.588.531;-0.08952332;-0.08953094;9.110.047;5.597.484;
;15;8;4.918.945;4;908.382;5.583.349;-0.1727524;-0.05181885;9.110.047;5.597.484;
;16;8;5.339.355;5;9.244.331;1.561.924;0;0;9.244.331;1.561.924;
;17;8;5.356.934;5;9.244.331;1.561.924;0;0;9.244.331;1.561.924;
;18;8;5.371.582;5;9.229.786;154.738;-0.1454468;-0.1454401;9.244.331;1.561.924;
;19;8;7.169.922;6;935.741;1.604.329;0;0;935.741;1.604.329;
;20;8;7.187.988;6;935.741;1.604.329;0;0;935.741;1.604.329;
;21;8;7.202.637;6;9.341.765;1.597.262;-0.156456;-0.0706749;935.741;1.604.329;
;22;8;7.626.465;7;932.914;5.858.983;0;0;932.914;5.858.983;
;23;8;7.639.648;7;9.321.072;5.850.914;-0.08068848;-0.08068848;932.914;5.858.983;
;24;8;7.657.227;7;9.310.761;5.840.604;-0.1031036;-0.1030998;932.914;5.858.983;
;25;8;7.673.828;7;9.300.434;5.830.277;-0.1032715;-0.1032715;932.914;5.858.983;
;26;8;7.998.047;8;5.138.095;5.420.796;0;0;5.138.095;5.420.796;
;27;8;8.008.789;8;5.138.095;5.420.796;0;0;5.138.095;5.420.796;
;28;8;8.025.879;8;512.663;5.413.728;-0.1146431;-0.07067871;5.138.095;5.420.796;
;29;8;8.041.992;8;512.396;5.413.728;-0.0267067;0;5.138.095;5.420.796;
;30;8;9.623.535;9;9.251.398;1.013.484;0;0;9.251.398;1.013.484;
;31;8;9.639.648;9;9.251.398;1.013.484;0;0;9.251.398;1.013.484;
;32;8;9.655.762;9;9.235.262;101.187;-0.1613541;-0.1613541;9.251.398;1.013.484;
;33;8;967.334;9;9.230.196;1.009.204;-0.05066681;-0.2665939;9.251.398;1.013.484;
;34;8;1.006.006;10;9.258.465;5.498.539;0;0;9.258.465;5.498.539;
;35;8;1.007.666;10;9.258.465;5.498.539;0;0;9.258.465;5.498.539;
;36;8;1.009.277;10;9.258.465;5.498.539;0;0;9.258.465;5.498.539;
;37;8;1.011.035;10;9.246.972;5.498.539;-0.1149292;0;9.258.465;5.498.539;
;38;8;1.044.629;11;5.131.028;5.979.131;0;0;5.131.028;5.979.131;
;39;8;104.624;11;5.122.268;5.970.372;-0.08759308;-0.08758926;5.131.028;5.979.131;
;40;8;1.210.938;12;4.756.448;5.731.767;0;0;4.756.448;5.731.767;
;41;8;1.212.744;12;4.756.448;5.731.767;0;0;4.756.448;5.731.767;
;42;8;1.214.307;12;4.740.285;5.731.767;-0.1616249;0;4.756.448;5.731.767;
;43;8;1.258.057;13;9.110.047;5.929.658;0;0;9.110.047;5.929.658;
;44;8;1.259.717;13;9.110.047;5.929.658;0;0;9.110.047;5.929.658;
;45;8;1.261.377;13;9.086.858;5.906.469;-0.2318954;-0.2318916;9.110.047;5.929.658;
;46;8;1.263.086;13;907.746;5.897.072;-0.09397125;-0.09396744;9.110.047;5.929.658;
;47;8;1.264.746;13;9.074.709;5.886.747;-0.0275116;-0.1032524;9.110.047;5.929.658;
;48;8;1.304.004;14;9.039.371;1.971.841;0;0;9.039.371;1.971.841;
;49;8;1.305.078;14;9.039.371;1.971.841;0;0;9.039.371;1.971.841;
;50;8;1.306.787;14;9.039.371;1.971.841;0;0;9.039.371;1.971.841;
;51;8;1.308.447;14;9.032.304;1.957.883;-0.07067108;-0.1395817;9.039.371;1.971.841;
;52;8;1.310.156;14;9.032.304;1.957.706;0;-0.001768112;9.039.371;1.971.841;
;53;8;147.168;15;526.531;5.710.565;0;0;526.531;5.710.565;
;54;8;1.473.193;15;5.257.167;5.710.565;-0.08143234;0;526.531;5.710.565;
;55;8;1.474.902;15;5.246.773;5.703.497;-0.1039391;-0.0706749;526.531;5.710.565;
;56;8;1.476.855;15;5.236.429;5.703.497;-0.1034431;0;526.531;5.710.565;
;57;8;1.478.271;15;5.304.344;5.730.206;0.6791496;0.2670822;526.531;5.710.565;
;58;8;1.516.797;16;9.060.574;5.880.185;0;0;9.060.574;5.880.185;
;59;8;1.518.604;16;9.053.506;5.873.118;-0.07067871;-0.07067108;9.060.574;5.880.185;
;60;8;1.520.459;16;9.060.768;5.873.118;0.07261658;0;9.060.574;5.880.185;
;61;8;1.560.596;17;9.095.912;9.986.421;0;0;9.095.912;9.986.421;
;62;8;1.562.256;17;9.095.912;9.925.598;0;-0.6082306;9.095.912;9.986.421;
;63;8;1.563.965;17;9.075.335;988.291;-0.2057724;-0.4268799;9.095.912;9.986.421;
;64;8;1.565.771;17;9.074.709;9.870.679;-0.006256104;-0.1223145;9.095.912;9.986.421;
;65;8;1.729.004;18;520.877;5.717.632;0;0;520.877;5.717.632;
;66;8;1.730.322;18;520.877;5.717.632;0;0;520.877;5.717.632;
;67;8;1.732.227;18;519.491;5.703.772;-0.1385956;-0.1385994;520.877;5.717.632;
;68;8;1.733.789;18;5.184.601;5.693.463;-0.1030922;-0.1030922;520.877;5.717.632;
;69;8;1.775.781;19;9.378.613;5.957.928;0;0;9.378.613;5.957.928;
;70;8;1.777.441;19;936.895;5.948.265;-0.09663391;-0.09663391;9.378.613;5.957.928;
;71;8;1.779.346;19;9.364.478;5.937.983;-0.04471588;-0.1028214;9.378.613;5.957.928;
;72;8;1.780.811;19;939.159;5.918.652;0.2711182;-0.1933136;9.378.613;5.957.928;
;73;8;1.813.037;20;9.159.519;1.887.031;0;0;9.159.519;1.887.031;
;74;8;1.814.355;20;9.159.519;1.887.031;0;0;9.159.519;1.887.031;
;75;8;1.816.309;20;9.146.098;1.879.963;-0.1342163;-0.0706749;9.159.519;1.887.031;
;76;8;1.817.725;20;9.145.384;1.899.245;-0.007133484;0.1928215;9.159.519;1.887.031;
;77;8;1.983.252;21;1.286.997;5.767.105;0;0;1.286.997;5.767.105;
;78;8;1.984.521;21;1.286.997;5.767.105;0;0;1.286.997;5.767.105;
;79;8;1.985.791;21;1.286.997;5.756.994;0;-0.1011047;1.286.997;5.767.105;
;80;8;1.987.744;21;1.286.997;575.297;0;-0.04024124;1.286.997;5.767.105;
;81;8;198.916;21;1.287.959;575.297;0.09620667;0;1.286.997;5.767.105;
;82;8;203.125;22;9.117.115;586.605;0;0;9.117.115;586.605;
;83;8;203.291;22;9.117.115;5.857.062;0;-0.08988571;9.117.115;586.605;
;84;8;2.034.668;22;9.104.819;5.846.688;-0.122963;-0.1037407;9.117.115;586.605;
;85;8;203.623;22;9.099.445;5.841.314;-0.05373383;-0.05373383;9.117.115;586.605;
;86;8;2.073.193;23;5.025.014;5.675.227;0;0;5.025.014;5.675.227;
;87;8;2.075.098;23;5.025.014;5.675.227;0;0;5.025.014;5.675.227;
;88;8;2.076.563;23;4.976.939;5.651.189;-0.4807549;-0.2403793;5.025.014;5.675.227;
;89;8;2.078.223;23;495.194;5.646.957;-0.2499886;-0.04232025;5.025.014;5.675.227;
