StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;7;0.9035645;0;9.145.384;1.731.545;0;0;9.145.384;1.731.545;
;1;7;0.9230957;0;9.145.384;1.731.545;0;0;9.145.384;1.731.545;
;2;7;0.9367676;0;9.145.384;174.641;0;0.1486492;9.145.384;1.731.545;
;3;7;1.238.525;1;9.011.102;569.643;0;0;9.011.102;569.643;
;4;7;1.256.592;1;9.011.102;569.643;0;0;9.011.102;569.643;
;5;7;127.417;1;9.018.169;5.703.497;0.07067871;0.0706749;9.011.102;569.643;
;6;7;1.290.527;1;9.018.169;5.716.231;0;0.1273384;9.011.102;569.643;
;7;7;1.306.641;1;9.027.203;5.726.667;0.09033203;0.1043549;9.011.102;569.643;
;8;7;1.473.877;2;1.285.584;5.964.996;0;0;1.285.584;5.964.996;
;9;7;1.490.723;2;1.287.477;5.955.529;0.1893463;-0.09467697;1.285.584;5.964.996;
;10;7;1.510.742;2;1.288.972;5.945.249;0.1494751;-0.1027985;1.285.584;5.964.996;
;11;7;3.091.064;3;8.883.886;9.583.572;0;0;8.883.886;9.583.572;
;12;7;3.104.492;3;8.883.886;9.583.572;0;0;8.883.886;9.583.572;
;13;7;3.123.047;3;8.883.886;9.583.572;0;0;8.883.886;9.583.572;
;14;7;3.137.451;3;8.883.886;9.583.572;0;0;8.883.886;9.583.572;
;15;7;3.343.262;4;8.869.751;5.625.755;0;0;8.869.751;5.625.755;
;16;7;3.355.957;4;8.869.751;5.625.755;0;0;8.869.751;5.625.755;
;17;7;3.375.488;4;8.882.995;5.625.755;0.1324387;0;8.869.751;5.625.755;
;18;7;3.389.893;4;8.893.322;5.625.755;0.1032715;0;8.869.751;5.625.755;
;19;7;3.591.797;5;4.968.474;5.477.337;0;0;4.968.474;5.477.337;
;20;7;3.608.398;5;4.977.854;5.486.716;0.09379959;0.09379578;4.968.474;5.477.337;
;21;7;3.626.221;5;4.975.542;5.497.095;-0.02312469;0.1037941;4.968.474;5.477.337;
;22;7;3.643.555;5;4.903.905;5.516.448;-0.7163696;0.1935234;4.968.474;5.477.337;
;23;7;5.154.541;6;5.088.622;5.922.591;0;0;5.088.622;5.922.591;
;24;7;5.171.387;6;5.096.485;5.922.591;0.07862854;0;5.088.622;5.922.591;
;25;7;5.190.186;6;5.106.824;5.929.658;0.1033897;0.0706749;5.088.622;5.922.591;
;26;7;5.356.445;7;8.636.523;5.943.793;0;0;8.636.523;5.943.793;
;27;7;5.373.047;7;8.636.523;5.943.793;0;0;8.636.523;5.943.793;
;28;7;5.390.137;7;8.703.014;592.187;0.664917;-0.2192345;8.636.523;5.943.793;
;29;7;540.918;7;8.718.322;5.922.591;0.1530762;0.007205963;8.636.523;5.943.793;
;30;7;5.644.531;8;8.940.426;9.929.881;0;0;8.940.426;9.929.881;
;31;7;5.658.203;8;8.940.426;9.929.881;0;0;8.940.426;9.929.881;
;32;7;5.676.514;8;8.947.494;9.943.708;0.07067871;0.1382751;8.940.426;9.929.881;
;33;7;5.693.359;8;8.947.494;9.954.015;0;0.1030655;8.940.426;9.929.881;
;34;7;7.359.863;9;8.961.629;2.077.854;0;0;8.961.629;2.077.854;
;35;7;7.373.047;9;8.961.629;2.077.854;0;0;8.961.629;2.077.854;
;36;7;7.393.799;9;8.961.629;2.091.238;0;0.1338444;8.961.629;2.077.854;
;37;7;7.407.227;9;8.951.968;211.131;-0.09660339;0.200716;8.961.629;2.077.854;
;38;7;7.612.305;10;8.919.224;5.986.198;0;0;8.919.224;5.986.198;
;39;7;7.625;10;8.919.224;5.986.198;0;0;8.919.224;5.986.198;
;40;7;7.643.799;10;8.924.957;5.998.998;0.05732727;0.1280022;8.919.224;5.986.198;
;41;7;7.659.668;10;8.926.291;6.009.368;0.01334381;0.1036949;8.919.224;5.986.198;
;42;7;7.876.465;11;9.060.574;9.300.871;0;0;9.060.574;9.300.871;
;43;7;7.895.996;11;9.060.574;9.300.871;0;0;9.060.574;9.300.871;
