StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;1;1.660.522;0;1.308.907;5.802.443;0;0;1.308.907;5.802.443;
;1;1;1.677.612;0;1.307.913;5.802.443;-0.09939575;0;1.308.907;5.802.443;
;2;1;1.697.876;0;130.82;5.789.283;0.02871704;-0.1315956;1.308.907;5.802.443;
;3;1;1.711.182;0;130.82;5.778.938;0;-0.1034508;1.308.907;5.802.443;
;4;1;2.080.444;1;910.298;5.738.835;0;0;910.298;5.738.835;
;5;1;2.098.511;1;910.298;5.738.835;0;0;910.298;5.738.835;
;6;1;2.113.892;1;9.086.398;5.731.767;-0.1658173;-0.07067871;910.298;5.738.835;
;7;1;2.133.423;1;9.076.144;5.719.066;-0.1025467;-0.1270103;910.298;5.738.835;
;8;1;2.147.827;1;9.065.823;5.717.632;-0.1032028;-0.01433945;910.298;5.738.835;
;9;1;2.583.618;2;1.328.696;5.703.497;0;0;1.328.696;5.703.497;
;10;1;260.144;2;1.327.531;5.691.845;-0.1165314;-0.1165199;1.328.696;5.703.497;
;11;1;2.621.094;2;1.326.497;5.681.508;-0.1033783;-0.1033707;1.328.696;5.703.497;
;12;1;263.623;2;1.326.575;5.675.227;0.007873535;-0.06281281;1.328.696;5.703.497;
;13;1;4.332.642;3;1.328.696;5.654.025;0;0;1.328.696;5.654.025;
;14;1;435.083;3;1.327.636;5.643.423;-0.1060181;-0.1060143;1.328.696;5.654.025;
;15;1;4.686.523;4;8.989.899;5.760.038;0;0;8.989.899;5.760.038;
;16;1;4.702.881;4;8.981.775;5.751.913;-0.08124542;-0.08124542;8.989.899;5.760.038;
;17;1;4.719.971;4;8.960.078;5.741.593;-0.2169724;-0.1032028;8.989.899;5.760.038;
;18;1;4.737.793;4;8.947.004;5.731.277;-0.1307373;-0.1031532;8.989.899;5.760.038;
;19;1;4.753.174;4;8.936.893;5.721.166;-0.1011124;-0.1011162;8.989.899;5.760.038;
;20;1;4.770.752;4;8.926.355;5.717.632;-0.1053772;-0.03533554;8.989.899;5.760.038;
;21;1;5.095.581;5;9.244.331;1.010.657;0;0;9.244.331;1.010.657;
;22;1;5.107.544;5;9.244.331;1.010.657;0;0;9.244.331;1.010.657;
;23;1;5.122.559;5;9.233.182;1.009.542;-0.1114883;-0.1114807;9.244.331;1.010.657;
;24;1;5.140.015;5;9.226.661;100.889;-0.06520844;-0.06520844;9.244.331;1.010.657;
;25;1;5.156.128;5;9.230.196;1.008.537;0.03534698;-0.03533173;9.244.331;1.010.657;
;26;1;5.173.828;5;9.230.196;1.008.537;0;0;9.244.331;1.010.657;
;27;1;5.191.406;5;9.230.196;1.006.824;0;-0.1712875;9.244.331;1.010.657;
;28;1;5.207.886;5;9.230.196;1.006.824;0;0;9.244.331;1.010.657;
;29;1;6.905.029;6;5.032.082;5.795.375;0;0;5.032.082;5.795.375;
;30;1;692.395;6;5.032.082;5.795.375;0;0;5.032.082;5.795.375;
;31;1;6.938.354;6;5.032.082;5.779.175;0;-0.1620064;5.032.082;5.795.375;
;32;1;6.956.055;6;5.032.082;5.774.173;0;-0.05002213;5.032.082;5.795.375;
;33;1;6.972.778;6;5.032.082;5.774.173;0;0;5.032.082;5.795.375;
;34;1;7.328.247;7;8.876.819;5.901.388;0;0;8.876.819;5.901.388;
;35;1;7.341.675;7;8.876.819;5.901.388;0;0;8.876.819;5.901.388;
