StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;8;134.668;0;4.890.731;566.816;0;0;4.890.731;566.816;
;1;8;1.364.258;0;4.890.731;566.816;0;0;4.890.731;566.816;
;2;8;137.793;0;4.890.731;566.816;0;0;4.890.731;566.816;
;3;8;1.916.992;1;8.799.076;583.778;0;0;8.799.076;583.778;
;4;8;1.932.617;1;8.790.833;5.829.538;-0.08242798;-0.08242035;8.799.076;583.778;
;5;8;195.166;1;8.780.479;5.823.645;-0.1035461;-0.05892944;8.799.076;583.778;
;6;8;2.604.492;2;9.124.182;9.802.665;0;0;9.124.182;9.802.665;
;7;8;2.621.582;2;9.124.182;9.802.665;0;0;9.124.182;9.802.665;
;8;8;4.437.988;3;5.286.513;5.802.443;0;0;5.286.513;5.802.443;
;9;8;4.453.613;3;5.286.513;5.802.443;0;0;5.286.513;5.802.443;
;10;8;4.471.191;3;5.293.581;580.951;0.07067871;0.07067871;5.286.513;5.802.443;
;11;8;5.098.633;4;8.890.954;563.989;0;0;8.890.954;563.989;
;12;8;5.108.887;4;8.890.954;563.989;0;0;8.890.954;563.989;
;13;8;5.125.488;4;8.880.352;563.989;-0.1060181;0;8.890.954;563.989;
;14;8;5.143.555;4;8.876.819;563.989;-0.03533173;0;8.890.954;563.989;
;15;8;5.159.668;4;887.308;5.643.627;-0.03738403;0.0373764;8.890.954;563.989;
;16;8;5.780.762;5;8.975.764;9.689.584;0;0;8.975.764;9.689.584;
;17;8;5.798.828;5;8.975.764;9.689.584;0;0;8.975.764;9.689.584;
;18;8;5.814.453;5;8.975.764;9.689.584;0;0;8.975.764;9.689.584;
;19;8;583.252;5;8.975.764;9.689.584;0;0;8.975.764;9.689.584;
;20;8;7.632.813;6;9.095.912;1.646.735;0;0;9.095.912;1.646.735;
;21;8;7.646.973;6;9.095.912;1.646.735;0;0;9.095.912;1.646.735;
;22;8;7.664.551;6;9.095.912;1.646.735;0;0;9.095.912;1.646.735;
;23;8;768.457;6;9.085.512;1.646.735;-0.1040039;0;9.095.912;1.646.735;
;24;8;8.508.301;7;8.926.291;5.760.038;0;0;8.926.291;5.760.038;
;25;8;8.521.973;7;8.926.291;5.760.038;0;0;8.926.291;5.760.038;
;26;8;8.541.016;7;8.926.291;5.746.324;0;-0.1371346;8.926.291;5.760.038;
;27;8;8.554.688;7;8.926.291;5.745.902;0;-0.004219055;8.926.291;5.760.038;
;28;8;9.164.551;8;8.862.683;9.717.854;0;0;8.862.683;9.717.854;
;29;8;917.627;8;8.862.683;9.717.854;0;0;8.862.683;9.717.854;
;30;8;9.195.801;8;8.862.683;9.704.443;0;-0.1341171;8.862.683;9.717.854;
;31;8;9.210.938;8;8.862.683;9.694.079;0;-0.1036377;8.862.683;9.717.854;
;32;8;1.090.967;9;9.223.128;9.795.597;0;0;9.223.128;9.795.597;
;33;8;1.092.529;9;9.223.128;9.795.597;0;0;9.223.128;9.795.597;
;34;8;1.094.287;9;9.223.128;9.795.597;0;0;9.223.128;9.795.597;
;35;8;1.095.898;9;9.223.128;9.803.963;0;0.08366394;9.223.128;9.795.597;
;36;8;1.169.775;10;921.606;5.823.645;0;0;921.606;5.823.645;
;37;8;1.171.631;10;921.606;5.823.645;0;0;921.606;5.823.645;
;38;8;1.173.291;10;9.199.374;5.814.027;-0.1668549;-0.09618378;921.606;5.823.645;
;39;8;1.247.168;11;4.982.609;5.675.227;0;0;4.982.609;5.675.227;
;40;8;1.249.072;11;4.975.212;5.675.227;-0.07396698;0;4.982.609;5.675.227;
;41;8;1.250.488;11;498.654;5.678.893;0.1132736;0.03666306;4.982.609;5.675.227;
;42;8;1.445.605;12;9.011.102;1.724.477;0;0;9.011.102;1.724.477;
;43;8;1.447.412;12;9.001.863;1.715.239;-0.09238434;-0.09238052;9.011.102;1.724.477;
;44;8;1.448.975;12;9.004.034;171.741;0.02171326;0.02170563;9.011.102;1.724.477;
;45;8;1.450.586;12;8.995.406;1.708.781;-0.08628845;-0.08629036;9.011.102;1.724.477;
;46;8;1.509.424;13;875.667;5.703.497;0;0;875.667;5.703.497;
;47;8;1.511.133;13;875.667;5.703.497;0;0;875.667;5.703.497;
;48;8;1.512.744;13;875.667;5.703.497;0;0;875.667;5.703.497;
;49;8;1.514.453;13;8.761.829;5.703.497;0.05158997;0;875.667;5.703.497;
;50;8;1.516.162;13;8.763.738;5.703.497;0.01908875;0;875.667;5.703.497;
;51;8;1.580.615;14;1.314.561;5.689.362;0;0;1.314.561;5.689.362;
;52;8;1.581.689;14;1.314.561;5.689.362;0;0;1.314.561;5.689.362;
;53;8;1.583.301;14;1.314.561;5.682.295;0;-0.07067108;1.314.561;5.689.362;
;54;8;1.763.721;15;1.330.816;561.162;0;0;1.330.816;561.162;
;55;8;176.499;15;1.330.816;561.162;0;0;1.330.816;561.162;
;56;8;1.766.602;15;1.329.628;5.599.736;-0.1188354;-0.1188316;1.330.816;561.162;
;57;8;1.768.457;15;1.328.593;5.589.387;-0.1034851;-0.1034966;1.330.816;561.162;
;58;8;1.827.246;16;8.806.143;5.851.916;0;0;8.806.143;5.851.916;
;59;8;1.828.711;16;8.806.143;5.851.916;0;0;8.806.143;5.851.916;
;60;8;1.830.371;16;8.806.143;5.836.876;0;-0.1504021;8.806.143;5.851.916;
;61;8;1.832.178;16;8.806.143;5.826.501;0;-0.1037445;8.806.143;5.851.916;
;62;8;1.896.289;17;4.509.085;6.106.347;0;0;4.509.085;6.106.347;
;63;8;1.897.607;17;4.509.085;6.106.347;0;0;4.509.085;6.106.347;
;64;8;1.899.365;17;4.509.085;6.099.279;0;-0.07067871;4.509.085;6.106.347;
;65;8;1.901.025;17;4.509.085;6.099.279;0;0;4.509.085;6.106.347;
;66;8;2.082.764;18;9.300.871;1.894.098;0;0;9.300.871;1.894.098;
;67;8;208.418;18;9.300.871;1.894.098;0;0;9.300.871;1.894.098;
;68;8;2.085.889;18;9.286.818;1.880.046;-0.1405258;-0.140522;9.300.871;1.894.098;
;69;8;20.875;18;9.276.381;1.869.609;-0.1043701;-0.1043739;9.300.871;1.894.098;
;70;8;2.154.785;19;875.667;575.297;0;0;875.667;575.297;
;71;8;2.156.445;19;875.667;575.297;0;0;875.667;575.297;
;72;8;2.242.676;20;8.862.683;1.618.464;0;0;8.862.683;1.618.464;
;73;8;2.243.701;20;8.862.683;1.618.464;0;0;8.862.683;1.618.464;
;74;8;2.245.361;20;8.862.683;1.606.827;0;-0.1163731;8.862.683;1.618.464;
;75;8;2.247.119;20;8.854.845;1.604.329;-0.0783844;-0.02497673;8.862.683;1.618.464;
;76;8;2.248.828;20;8.852.656;1.616.653;-0.02188873;0.1232319;8.862.683;1.618.464;
;77;8;2.432.275;21;1.313.147;5.654.025;0;0;1.313.147;5.654.025;
;78;8;2.433.643;21;1.311.583;5.646.202;-0.1564331;-0.07822037;1.313.147;5.654.025;
;79;8;2.435.449;21;130.992;563.589;-0.1662598;-0.1031227;1.313.147;5.654.025;
;80;8;2.437.354;21;1.309.613;5.625.469;-0.03067017;-0.1042137;1.313.147;5.654.025;
;81;8;2.487.891;22;8.806.143;5.936.726;0;0;8.806.143;5.936.726;
;82;8;248.916;22;8.806.143;5.936.726;0;0;8.806.143;5.936.726;
;83;8;2.490.967;22;8.793.829;5.924.411;-0.1231461;-0.1231499;8.806.143;5.936.726;
;84;8;2.492.676;22;8.783.525;5.922.591;-0.103035;-0.01819992;8.806.143;5.936.726;
;85;8;256.167;23;8.989.899;1.766.883;0;0;8.989.899;1.766.883;
;86;8;2.563.086;23;8.989.899;1.766.883;0;0;8.989.899;1.766.883;
;87;8;2.564.795;23;89.76;1.759.815;-0.1389923;-0.0706749;8.989.899;1.766.883;
;88;8;256.665;23;8.965.662;1.759.815;-0.1033859;0;8.989.899;1.766.883;
;89;8;2.734.473;24;5.194.635;6.007.401;0;0;5.194.635;6.007.401;
;90;8;2.736.377;24;5.194.635;6.007.401;0;0;5.194.635;6.007.401;
;91;8;2.738.086;24;5.177.977;5.981.153;-0.1665764;-0.2624779;5.194.635;6.007.401;
;92;8;2.739.697;24;5.167.575;5.966.206;-0.104023;-0.1494713;5.194.635;6.007.401;
;93;8;278.999;25;9.343.276;5.477.337;0;0;9.343.276;5.477.337;
;94;8;2.791.699;25;933.556;5.469.619;-0.0771637;-0.07717133;9.343.276;5.477.337;
;95;8;2.793.506;25;932.914;5.470.269;-0.06419373;0.006492615;9.343.276;5.477.337;
;96;8;284.541;26;1.284.877;5.816.578;0;0;1.284.877;5.816.578;
;97;8;2.847.119;26;1.284.036;5.808.164;-0.08415222;-0.08413696;1.284.877;5.816.578;
;98;8;3.025.293;27;1.284.877;5.823.645;0;0;1.284.877;5.823.645;
;99;8;3.027.002;27;1.283.828;5.823.645;-0.1049347;0;1.284.877;5.823.645;
;100;8;302.876;27;1.282.799;5.823.645;-0.10289;0;1.284.877;5.823.645;
;101;8;3.109.619;28;8.678.928;5.675.227;0;0;8.678.928;5.675.227;
;102;8;3.111.084;28;8.678.928;5.675.227;0;0;8.678.928;5.675.227;
;103;8;3.112.793;28;8.665.189;5.675.227;-0.1373825;0;8.678.928;5.675.227;
;104;8;3.114.404;28;8.654.743;5.685.276;-0.1044617;0.1004906;8.678.928;5.675.227;
;105;8;3.176.563;29;8.926.291;9.880.408;0;0;8.926.291;9.880.408;
;106;8;3.178.369;29;8.926.291;9.880.408;0;0;8.926.291;9.880.408;
;107;8;3.179.883;29;8.910.125;9.864.242;-0.1616592;-0.1616669;8.926.291;9.880.408;
;108;8;3.349.658;30;1.286.291;578.124;0;0;1.286.291;578.124;
;109;8;3.351.416;30;1.285.452;578.124;-0.08387756;0;1.286.291;578.124;
;110;8;3.353.076;30;1.285.452;578.124;0;0;1.286.291;578.124;
;111;8;3.405.127;31;9.018.169;6.120.481;0;0;9.018.169;6.120.481;
;112;8;3.406.787;31;9.008.685;6.110.996;-0.09484863;-0.09485245;9.018.169;6.120.481;
;113;8;3.408.496;31;8.991.241;6.100.621;-0.1744308;-0.103756;9.018.169;6.120.481;
;114;8;3.410.156;31;8.981.023;6.090.402;-0.1021881;-0.1021843;9.018.169;6.120.481;
;115;8;3.457.324;32;9.258.465;1.611.397;0;0;9.258.465;1.611.397;
;116;8;3.458.838;32;9.258.465;1.611.397;0;0;9.258.465;1.611.397;
;117;8;3.460.498;32;9.244.155;1.611.397;-0.1430969;0;9.258.465;1.611.397;
;118;8;3.462.158;32;9.244.155;1.611.397;0;0;9.258.465;1.611.397;
;119;8;3.635.986;33;5.229.972;5.922.591;0;0;5.229.972;5.922.591;
;120;8;3.637.012;33;5.229.972;5.922.591;0;0;5.229.972;5.922.591;
;121;8;3.638.721;33;521.753;5.910.147;-0.1244278;-0.1244354;5.229.972;5.922.591;
;122;8;3.640.381;33;5.207.236;5.899.854;-0.1029358;-0.1029358;5.229.972;5.922.591;
;123;8;3.684.277;34;9.300.871;5.491.471;0;0;9.300.871;5.491.471;
;124;8;3.685.693;34;9.300.871;5.491.471;0;0;9.300.871;5.491.471;
;125;8;3.687.402;34;9.286.238;5.476.839;-0.1463242;-0.1463242;9.300.871;5.491.471;
;126;8;3.689.063;34;9.276.134;5.466.735;-0.1010361;-0.1010361;9.300.871;5.491.471;
;127;8;3.732.666;35;8.841.481;177.395;0;0;8.841.481;177.395;
;128;8;3.734.521;35;8.841.481;177.395;0;0;8.841.481;177.395;
;129;8;3.736.133;35;8.824.726;1.757.195;-0.1675491;-0.1675529;8.841.481;177.395;
;130;8;3.899.756;36;8.855.616;9.774.395;0;0;8.855.616;9.774.395;
;131;8;3.961.279;37;8.912.157;5.887.253;0;0;8.912.157;5.887.253;
;132;8;3.963.135;37;8.901.555;5.876.652;-0.1060181;-0.1060143;8.912.157;5.887.253;
;133;8;3.965.088;37;889.121;5.866.306;-0.103447;-0.1034584;8.912.157;5.887.253;
;134;8;4.020.508;38;9.018.169;9.951.083;0;0;9.018.169;9.951.083;
;135;8;4.022.119;38;9.018.169;9.951.083;0;0;9.018.169;9.951.083;
;136;8;402.373;38;9.003.529;9.936.443;-0.1464081;-0.1464081;9.018.169;9.951.083;
;137;8;4.025.293;38;8.993.433;9.926.347;-0.1009598;-0.1009521;9.018.169;9.951.083;
;138;8;4.190.674;39;9.011.102;9.739.057;0;0;9.011.102;9.739.057;
;139;8;4.191.943;39;9.011.102;9.739.057;0;0;9.011.102;9.739.057;
;140;8;4.193.408;39;9.011.102;9.739.057;0;0;9.011.102;9.739.057;
;141;8;4.242.578;40;9.060.574;5.682.295;0;0;9.060.574;5.682.295;
;142;8;4.243.848;40;9.060.574;5.682.295;0;0;9.060.574;5.682.295;
;143;8;4.245.752;40;9.017.296;5.662.641;-0.432785;-0.1965408;9.060.574;5.682.295;
;144;8;4.247.217;40;8.993.563;5.652.323;-0.2373276;-0.1031799;9.060.574;5.682.295;
;145;8;4.297.559;41;9.060.574;9.894.543;0;0;9.060.574;9.894.543;
;146;8;4.299.316;41;9.039.555;9.873.524;-0.2101898;-0.2101898;9.060.574;9.894.543;
;147;8;4.301.172;41;9.025.621;9.859.589;-0.1393433;-0.1393433;9.060.574;9.894.543;
;148;8;4.302.637;41;9.025.237;9.849.241;-0.003845215;-0.1034851;9.060.574;9.894.543;
;149;8;4.470.703;42;1.314.561;5.816.578;0;0;1.314.561;5.816.578;
;150;8;4.472.754;42;1.314.561;5.816.578;0;0;1.314.561;5.816.578;
;151;8;4.474.219;42;1.312.871;5.816.578;-0.1689301;0;1.314.561;5.816.578;
;152;8;4.543.213;43;8.940.426;575.297;0;0;8.940.426;575.297;
;153;8;4.544.727;43;8.940.426;575.297;0;0;8.940.426;575.297;
;154;8;4.642.285;44;1.294.065;5.795.375;0;0;1.294.065;5.795.375;
;155;8;4.644.043;44;1.294.065;5.795.375;0;0;1.294.065;5.795.375;
;156;8;4.645.557;44;1.292.413;5.778.852;-0.1652374;-0.1652298;1.294.065;5.795.375;
;157;8;4.825.488;45;8.855.616;1.653.802;0;0;8.855.616;1.653.802;
;158;8;4.827.295;45;8.855.616;1.653.802;0;0;8.855.616;1.653.802;
;159;8;4.884.424;46;9.039.371;586.605;0;0;9.039.371;586.605;
;160;8;4.886.084;46;9.031.115;5.857.793;-0.08256531;-0.08256912;9.039.371;586.605;
;161;8;4.982.471;47;9.095.912;1.639.667;0;0;9.095.912;1.639.667;
;162;8;4.983.936;47;9.095.912;1.639.667;0;0;9.095.912;1.639.667;
;163;8;5.182.031;48;5.138.095;5.731.767;0;0;5.138.095;5.731.767;
;164;8;5.183.594;48;5.138.095;5.731.767;0;0;5.138.095;5.731.767;
;165;8;5.185.596;48;512.323;57.247;-0.1486511;-0.07067108;5.138.095;5.731.767;
;166;8;5.187.061;48;5.112.818;57.247;-0.1041183;0;5.138.095;5.731.767;
;167;8;5.232.617;49;9.088.844;5.654.025;0;0;9.088.844;5.654.025;
;168;8;5.234.033;49;9.088.844;5.654.025;0;0;9.088.844;5.654.025;
;169;8;5.235.889;49;9.075.671;5.640.852;-0.1317291;-0.1317291;9.088.844;5.654.025;
;170;8;5.237.354;49;9.065.346;5.630.526;-0.1032562;-0.1032524;9.088.844;5.654.025;
;171;8;5.276.318;50;4.940.204;575.297;0;0;4.940.204;575.297;
