StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;11;0.9692383;0;4.933.136;6.028.604;0;0;4.933.136;6.028.604;
;1;11;0.9882813;0;4.945.359;6.040.826;0.1222229;0.1222191;4.933.136;6.028.604;
;2;11;1.005.371;0;495.562;6.051.087;0.1026115;0.1026154;4.933.136;6.028.604;
;3;11;1.021.484;0;4.954.339;6.061.444;-0.01280975;0.1035728;4.933.136;6.028.604;
;4;11;1.430.176;1;8.989.899;578.124;0;0;8.989.899;578.124;
;5;11;1.440.918;1;8.989.899;578.124;0;0;8.989.899;578.124;
;6;11;1.460.938;1;9.021.703;5.802.443;0.3180313;0.2120285;8.989.899;578.124;
;7;11;1.475.586;1;9.060.629;5.823.681;0.389267;0.2123833;8.989.899;578.124;
;8;11;1.491.699;1;907.104;5.834.111;0.1041107;0.1043053;8.989.899;578.124;
;9;11;1.812.012;2;8.777.873;9.717.854;0;0;8.777.873;9.717.854;
;10;11;1.830.566;2;8.777.873;9.717.854;0;0;8.777.873;9.717.854;
;11;11;1.844.727;2;8.792.489;9.725.403;0.1461563;0.07548523;8.777.873;9.717.854;
;12;11;1.861.328;2;8.813.211;9.735.523;0.207222;0.1012039;8.777.873;9.717.854;
;13;11;1.878.906;2;8.820.264;9.739.057;0.07053375;0.03533936;8.777.873;9.717.854;
;14;11;3.510.254;3;9.060.574;2.035.449;0;0;9.060.574;2.035.449;
;15;11;3.525.879;3;9.068.911;2.035.449;0.08336639;0;9.060.574;2.035.449;
;16;11;354.248;3;9.074.709;2.040.021;0.0579834;0.04571724;9.060.574;2.035.449;
;17;11;355.957;3;9.074.709;2.050.285;0;0.1026478;9.060.574;2.035.449;
;18;11;3.577.637;3;906.659;2.093.187;-0.08119202;0.4290199;9.060.574;2.035.449;
;19;11;391.748;4;8.940.426;5.964.996;0;0;8.940.426;5.964.996;
;20;11;3.929.199;4;8.940.426;5.964.996;0;0;8.940.426;5.964.996;
;21;11;3.946.289;4;8.961.519;5.976.738;0.2109299;0.1174202;8.940.426;5.964.996;
;22;11;3.962.402;4;8.984.459;5.987.012;0.2294006;0.1027374;8.940.426;5.964.996;
;23;11;397.998;4;8.994.051;5.986.198;0.09592438;-0.008140564;8.940.426;5.964.996;
;24;11;4.282.227;5;4.600.962;5.590.417;0;0;4.600.962;5.590.417;
;25;11;4.299.316;5;4.610.352;5.599.807;0.09389496;0.09389496;4.600.962;5.590.417;
;26;11;4.316.895;5;4.620.725;5.610.179;0.1037292;0.1037216;4.600.962;5.590.417;
;27;11;4.332.031;5;4.631.018;5.620.473;0.102932;0.1029396;4.600.962;5.590.417;
;28;11;587.207;6;9.279.668;1.710.342;0;0;9.279.668;1.710.342;
;29;11;5.882.324;6;9.279.668;1.710.342;0;0;9.279.668;1.710.342;
;30;11;5.896.484;6;9.286.736;1.725.524;0.07067871;0.1518154;9.279.668;1.710.342;
;31;11;5.916.504;6;9.269.493;1.757.409;-0.1724243;0.3188496;9.279.668;1.710.342;
;32;11;6.181.641;7;8.869.751;5.851.916;0;0;8.869.751;5.851.916;
;33;11;6.201.172;7;8.889.863;5.861.971;0.2011185;0.1005554;8.869.751;5.851.916;
;34;11;6.215.332;7;8.917.443;5.885.472;0.2758026;0.2350082;8.869.751;5.851.916;
;35;11;6.234.375;7;8.928.716;5.896.745;0.1127243;0.1127319;8.869.751;5.851.916;
;36;11;6.472.168;8;8.834.413;9.498.761;0;0;8.834.413;9.498.761;
;37;11;6.483.398;8;8.834.413;9.498.761;0;0;8.834.413;9.498.761;
;38;11;6.501.953;8;8.846.619;9.516.103;0.1220551;0.1734238;8.834.413;9.498.761;
;39;11;652.002;8;8.856.953;9.528.369;0.1033478;0.1226578;8.834.413;9.498.761;
;40;11;8.222.168;9;1.299.719;5.908.456;0;0;1.299.719;5.908.456;
;41;11;8.233.398;9;1.299.719;5.908.456;0;0;1.299.719;5.908.456;
;42;11;8.250.977;9;1.300.662;5.917.889;0.09434509;0.09432983;1.299.719;5.908.456;
;43;11;8.266.602;9;1.301.132;5.928.236;0.04701233;0.103466;1.299.719;5.908.456;
;44;11;8.282.227;9;1.301.132;5.938.555;0;0.1031914;1.299.719;5.908.456;
;45;11;8.600.586;10;8.601.185;5.583.349;0;0;8.601.185;5.583.349;
;46;11;8.621.582;10;8.611.605;5.593.769;0.1042023;0.1042023;8.601.185;5.583.349;
;47;11;8.637.695;10;8.629.066;5.604.163;0.174614;0.1039352;8.601.185;5.583.349;
;48;11;8.651.855;10;8.639.379;5.614.476;0.1031265;0.1031265;8.601.185;5.583.349;
;49;11;8.904.785;11;4.996.745;5.583.349;0;0;4.996.745;5.583.349;
;50;11;8.921.387;11;4.996.745;5.583.349;0;0;4.996.745;5.583.349;
