StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;7;0.8193359;0;9.060.574;9.576.504;0;0;9.060.574;9.576.504;
;1;7;0.8349609;0;9.060.574;9.584.381;0;0.0787735;9.060.574;9.576.504;
;2;7;0.8544922;0;9.060.574;9.583.572;0;-0.008094788;9.060.574;9.576.504;
;3;7;0.8681641;0;9.067.953;9.583.572;0.0737915;0;9.060.574;9.576.504;
;4;7;1.068.848;1;913.125;5.392.525;0;0;913.125;5.392.525;
;5;7;1.088.867;1;9.138.501;5.392.525;0.07250977;0;913.125;5.392.525;
;6;7;1.106.445;1;9.148.861;5.392.525;0.1035995;0;913.125;5.392.525;
;7;7;1.120.605;1;9.158.999;5.392.525;0.1013794;0;913.125;5.392.525;
;8;7;1.136.719;1;916.945;5.392.525;0.1045074;0;913.125;5.392.525;
;9;7;1.321.289;2;1.262.968;5.964.996;0;0;1.262.968;5.964.996;
;10;7;1.339.355;2;1.262.968;5.964.996;0;0;1.262.968;5.964.996;
;11;7;1.355.957;2;1.270.354;5.918.108;0.7386551;-0.4688873;1.262.968;5.964.996;
;12;7;1.373.047;2;1.272.674;5.909.398;0.2319489;-0.08709335;1.262.968;5.964.996;
;13;7;1.388.672;2;1.273.797;5.908.456;0.1123352;-0.009422302;1.262.968;5.964.996;
;14;7;2.852.051;3;4.996.745;5.717.632;0;0;4.996.745;5.717.632;
;15;7;2.868.164;3;4.996.745;5.717.632;0;0;4.996.745;5.717.632;
;16;7;2.884.277;3;5.012.514;5.717.632;0.157692;0;4.996.745;5.717.632;
;17;7;2.902.344;3;5.039.862;5.717.632;0.2734795;0;4.996.745;5.717.632;
;18;7;3.056.152;4;8.799.076;5.936.726;0;0;8.799.076;5.936.726;
;19;7;3.068.848;4;8.799.076;5.936.726;0;0;8.799.076;5.936.726;
;20;7;3.086.426;4;8.836.407;5.839.171;0.3733063;-0.975544;8.799.076;5.936.726;
;21;7;3.102.539;4;8.858.749;5.813.445;0.2234192;-0.2572594;8.799.076;5.936.726;
;22;7;3.121.094;4;8.862.683;5.804.678;0.03934479;-0.08766937;8.799.076;5.936.726;
;23;7;3.287.109;5;5.067.419;5.321.851;0;0;5.067.419;5.321.851;
;24;7;3.305.176;5;5.067.419;5.321.851;0;0;5.067.419;5.321.851;
;25;7;3.321.289;5;5.067.419;5.337.527;0;0.156765;5.067.419;5.321.851;
;26;7;3.338.867;5;5.067.419;5.347.849;0;0.1032181;5.067.419;5.321.851;
;27;7;5.018.555;6;8.996.967;1.971.841;0;0;8.996.967;1.971.841;
;28;7;5.034.668;6;9.005.008;1.971.841;0.08041382;0;8.996.967;1.971.841;
;29;7;5.053.711;6;9.011.102;198.321;0.06093597;0.1136913;8.996.967;1.971.841;
;30;7;5.220.703;7;9.173.655;5.731.767;0;0;9.173.655;5.731.767;
;31;7;523.584;7;9.173.655;5.731.767;0;0;9.173.655;5.731.767;
;32;7;525.293;7;9.173.655;5.746.777;0;0.1501007;9.173.655;5.731.767;
;33;7;5.269.531;7;9.169.464;5.757.161;-0.04190826;0.1038322;9.173.655;5.731.767;
;34;7;5.286.133;7;9.159.118;5.767.507;-0.1034622;0.103466;9.173.655;5.731.767;
;35;7;5.473.145;8;4.883.664;5.689.362;0;0;4.883.664;5.689.362;
;36;7;5.487.793;8;4.883.664;5.689.362;0;0;4.883.664;5.689.362;
;37;7;5.504.883;8;4.883.664;5.689.362;0;0;4.883.664;5.689.362;
;38;7;5.521.484;8;4.883.664;569.643;0;0.07067871;4.883.664;5.689.362;
;39;7;5.539.063;8;4.883.664;5.710.328;0;0.1389809;4.883.664;5.689.362;
;40;7;7.184.082;9;8.919.224;1.922.368;0;0;8.919.224;1.922.368;
;41;7;7.202.148;9;8.919.224;193.297;0;0.1060123;8.919.224;1.922.368;
;42;7;721.875;9;8.919.224;1.978.518;0;0.4554806;8.919.224;1.922.368;
;43;7;7.386.719;10;9.046.439;5.562.146;0;0;9.046.439;5.562.146;
;44;7;7.403.809;10;9.053.873;5.562.146;0.07433319;0;9.046.439;5.562.146;
;45;7;742.041;10;9.064.108;5.572.748;0.102356;0.1060143;9.046.439;5.562.146;
;46;7;74.375;10;9.060.574;5.583.205;-0.03533936;0.1045723;9.046.439;5.562.146;
;47;7;7.455.566;10;9.050.327;5.614.091;-0.102478;0.3088646;9.046.439;5.562.146;
;48;7;7.624.512;11;921.606;9.541.167;0;0;921.606;9.541.167;
;49;7;7.638.672;11;921.606;9.541.167;0;0;921.606;9.541.167;
;50;7;7.655.762;11;921.606;9.555.021;0;0.1385422;921.606;9.541.167;
;51;7;767.334;11;921.606;9.565.367;0;0.1034622;921.606;9.541.167;
;52;7;7.689.453;11;921.606;9.575.734;0;0.1036682;921.606;9.541.167;
;53;7;915.332;12;910.298;9.689.584;0;0;910.298;9.689.584;
;54;7;9.166.992;12;910.298;9.689.584;0;0;910.298;9.689.584;
;55;7;9.186.035;12;910.298;9.689.584;0;0;910.298;9.689.584;
;56;7;920.166;12;910.298;9.689.584;0;0;910.298;9.689.584;
;57;7;9.337.402;13;870.013;5.873.118;0;0;870.013;5.873.118;
;58;7;9.352.051;13;870.013;5.873.118;0;0;870.013;5.873.118;
;59;7;9.371.094;13;872.014;5.860.176;0.2000961;-0.129425;870.013;5.873.118;
;60;7;9.385.254;13;8.730.463;5.858.983;0.1032333;-0.01192856;870.013;5.873.118;
;61;7;940.332;13;87.284;5.858.983;-0.02062988;0;870.013;5.873.118;
;62;7;9.569.336;14;9.018.169;9.279.668;0;0;9.018.169;9.279.668;
;63;7;9.587.402;14;9.018.169;9.279.668;0;0;9.018.169;9.279.668;
;64;7;9.604.492;14;9.025.237;9.295.675;0.07067108;0.1600723;9.018.169;9.279.668;
;65;7;9.621.582;14;9.025.237;9.293.803;0;-0.01872253;9.018.169;9.279.668;
;66;7;1.111.279;15;5.484.404;5.858.983;0;0;5.484.404;5.858.983;
;67;7;1.111.816;15;5.484.404;5.858.983;0;0;5.484.404;5.858.983;
;68;7;111.333;15;5.484.404;5.858.983;0;0;5.484.404;5.858.983;
;69;7;1.114.941;15;5.484.404;5.869.584;0;0.1060143;5.484.404;5.858.983;
;70;7;1.116.602;15;5.491.411;586.605;0.07007217;-0.03533936;5.484.404;5.858.983;
;71;7;1.118.262;15;5.501.749;586.605;0.1033859;0;5.484.404;5.858.983;
;72;7;113.335;16;8.919.224;586.605;0;0;8.919.224;586.605;
;73;7;1.135.156;16;8.948.907;585.863;0.2968292;-0.07420731;8.919.224;586.605;
;74;7;1.136.914;16;8.979.298;5.848.381;0.3039093;-0.1024818;8.919.224;586.605;
;75;7;1.138.477;16;8.996.366;5.844.848;0.1706848;-0.03533554;8.919.224;586.605;
;76;7;1.140.234;16;9.017.454;5.834.604;0.2108765;-0.1024361;8.919.224;586.605;
;77;7;1.157.129;17;1.265.088;5.675.227;0;0;1.265.088;5.675.227;
