StudyID;LogID;UserID;Time;TouchID;TouchX;TouchY;TouchDeltaX;TouchDeltaY;FirstTouchX;FirstTouchY;Bug
;0;3;0.836792;0;8.989.899;9.456.356;0;0;8.989.899;9.456.356;
;1;3;0.8532715;0;8.989.899;9.456.356;0;0;8.989.899;9.456.356;
;2;3;1.171.631;1;9.166.587;5.646.957;0;0;9.166.587;5.646.957;
;3;3;1.190.186;1;9.202.999;5.606.475;0.3641205;-0.4048195;9.166.587;5.646.957;
;4;3;1.207.642;1;9.216.325;5.597.484;0.1332626;-0.0899086;9.166.587;5.646.957;
;5;3;1.495.117;2;5.116.892;5.880.185;0;0;5.116.892;5.880.185;
;6;3;1.509.155;2;5.116.892;5.880.185;0;0;5.116.892;5.880.185;
;7;3;1.526.733;2;5.149.851;5.814.269;0.3295898;-0.6591644;5.116.892;5.880.185;
;8;3;1.542.603;2;5.161.444;5.800.296;0.1159325;-0.1397247;5.116.892;5.880.185;
;9;3;3.141.846;3;1.325.162;5.689.362;0;0;1.325.162;5.689.362;
;10;3;3.157.349;3;1.325.162;5.689.362;0;0;1.325.162;5.689.362;
;11;3;3.173.706;3;1.320.947;570.486;-0.4214935;0.1549797;1.325.162;5.689.362;
;12;3;3.409.912;4;9.230.196;5.972.063;0;0;9.230.196;5.972.063;
;13;3;342.688;4;923.799;5.964.269;0.07794189;-0.07794571;9.230.196;5.972.063;
;14;3;3.442.993;4;9.233.221;5.964.996;-0.04769135;0.007274628;9.230.196;5.972.063;
;15;3;3.459.595;4;9.208.336;5.964.996;-0.248848;0;9.230.196;5.972.063;
;16;3;3.477.051;4;9.145.783;5.975.531;-0.6255264;0.1053467;9.230.196;5.972.063;
;17;3;3.711.792;5;8.961.629;9.866.273;0;0;8.961.629;9.866.273;
;18;3;3.728.882;5;8.971.844;9.866.273;0.10215;0;8.961.629;9.866.273;
;19;3;3.746.826;5;8.971.844;9.866.273;0;0;8.961.629;9.866.273;
;20;3;3.762.573;5;8.958.995;9.866.273;-0.1284866;0;8.961.629;9.866.273;
;21;3;5.236.206;6;8.968.697;9.625.977;0;0;8.968.697;9.625.977;
;22;3;5.243.896;6;8.968.697;9.625.977;0;0;8.968.697;9.625.977;
;23;3;5.259.644;6;8.979.298;9.615.376;0.1060104;-0.1060104;8.968.697;9.625.977;
;24;3;52.771;6;8.989.613;9.584.428;0.103157;-0.3094711;8.968.697;9.625.977;
;25;3;5.293.213;6;8.999.963;9.533.248;0.1035004;-0.5118027;8.968.697;9.625.977;
;26;3;5.450.317;7;9.286.736;6.021.536;0;0;9.286.736;6.021.536;
;27;3;546.106;7;9.286.736;6.021.536;0;0;9.286.736;6.021.536;
;28;3;5.478.638;7;9.297.337;5.979.131;0.1060104;-0.4240532;9.286.736;6.021.536;
;29;3;5.495.605;7;9.286.875;5.895.019;-0.1046143;-0.8411179;9.286.736;6.021.536;
;30;3;5.512.695;7;9.276.577;5.874.003;-0.1029816;-0.2101593;9.286.736;6.021.536;
;31;3;575.061;8;4.911.934;5.844.848;0;0;4.911.934;5.844.848;
;32;3;5.763.794;8;4.911.934;5.844.848;0;0;4.911.934;5.844.848;
;33;3;5.781.372;8;4.925.042;583.174;0.1310806;-0.1310768;4.911.934;5.844.848;
;34;3;5.798.828;8;4.926.069;5.821.347;0.01026917;-0.1039276;4.911.934;5.844.848;
;35;3;581.543;8;4.926.069;5.816.578;0;-0.04769516;4.911.934;5.844.848;
;36;3;5.831.177;8;4.917.214;5.825.433;-0.08855057;0.08855057;4.911.934;5.844.848;
;37;3;7.281.372;9;5.625.755;5.625.755;0;0;5.625.755;5.625.755;
;38;3;7.294.067;9;5.625.755;5.625.755;0;0;5.625.755;5.625.755;
;39;3;731.189;9;5.625.755;5.625.755;0;0;5.625.755;5.625.755;
;40;3;7.328.247;9;5.625.755;5.625.755;0;0;5.625.755;5.625.755;
;41;3;7.495.117;10;8.806.143;563.989;0;0;8.806.143;563.989;
;42;3;7.512.695;10;881.662;5.618.937;0.1047668;-0.2095222;8.806.143;563.989;
;43;3;7.529.907;10;8.813.211;5.604.996;-0.03408813;-0.1394081;8.806.143;563.989;
;44;3;7.546.509;10;8.813.211;5.594.614;0;-0.1038246;8.806.143;563.989;
;45;3;7.730.347;11;8.883.886;1.738.613;0;0;8.883.886;1.738.613;
;46;3;7.750.366;11;8.883.886;1.738.613;0;0;8.883.886;1.738.613;
;47;3;7.764.404;11;8.873.786;1.694.178;-0.1009979;-0.4443436;8.883.886;1.738.613;
;48;3;7.782.593;11;8.863.536;1.689.992;-0.1025009;-0.04186058;8.883.886;1.738.613;
;49;3;7.798.218;11;8.853.195;168.914;-0.1034088;-0.008522034;8.883.886;1.738.613;
;50;3;9.381.104;12;9.286.736;1.512.452;0;0;9.286.736;1.512.452;
;51;3;9.396.362;12;9.286.736;1.521.396;0;0.08944893;9.286.736;1.512.452;
;52;3;9.413.818;12;9.276.531;1.552.096;-0.1020432;0.3069963;9.286.736;1.512.452;
;53;3;9.580.322;13;9.046.439;5.632.822;0;0;9.046.439;5.632.822;
;54;3;9.599.121;13;9.046.439;5.632.822;0;0;9.046.439;5.632.822;
;55;3;9.614.502;13;9.062.566;5.648.948;0.1612625;0.1612663;9.046.439;5.632.822;
;56;3;963.208;13;9.072.933;5.659.316;0.1036758;0.1036758;9.046.439;5.632.822;
;57;3;964.856;13;9.074.709;5.678.157;0.01776123;0.1884155;9.046.439;5.632.822;
;58;3;9.833.984;14;8.664.793;8.954.562;0;0;8.664.793;8.954.562;
;59;3;9.852.295;14;8.671.861;8.967.056;0.07067871;0.124939;8.664.793;8.954.562;
;60;3;986.731;14;8.671.861;8.986.042;0;0.1898651;8.664.793;8.954.562;
;61;3;9.883.179;14;8.671.861;9.006.812;0;0.2077026;8.664.793;8.954.562;
;62;3;9.899.902;14;8.671.861;9.019.312;0;0.125;8.664.793;8.954.562;
;63;3;1.136.377;15;4.982.609;5.279.446;0;0;4.982.609;5.279.446;
;64;3;1.138.171;15;4.982.609;5.279.446;0;0;4.982.609;5.279.446;
;65;3;1.139.722;15;5.017.311;5.297.868;0.3470154;0.1842194;4.982.609;5.279.446;
;66;3;1.159.949;16;8.714.265;5.597.484;0;0;8.714.265;5.597.484;
;67;3;1.161.633;16;8.742.056;5.569.694;0.2779083;-0.2779045;8.714.265;5.597.484;
;68;3;1.163.391;16;875.511;553.149;0.1305389;-0.3820419;8.714.265;5.597.484;
;69;3;1.164.941;16;875.667;550.918;0.01560211;-0.2230988;8.714.265;5.597.484;
;70;3;1.185.059;17;8.933.359;1.752.748;0;0;8.933.359;1.752.748;
;71;3;1.186.853;17;8.933.359;1.726.337;0;-0.2641087;8.933.359;1.752.748;
;72;3;118.844;17;8.933.359;166.858;0;-0.5775661;8.933.359;1.752.748;
;73;3;1.190.125;17;8.933.359;1.652.474;0;-0.1610641;8.933.359;1.752.748;
;74;3;1.338.599;18;9.039.371;9.717.854;0;0;9.039.371;9.717.854;
;75;3;1.339.832;18;9.039.371;9.717.854;0;0;9.039.371;9.717.854;
;76;3;1.341.602;18;9.057.513;9.676.034;0.1814194;-0.4182053;9.039.371;9.717.854;
;77;3;1.343.201;18;9.069.336;9.624.572;0.1182251;-0.5146179;9.039.371;9.717.854;
;78;3;1.345.129;18;9.074.709;9.582.655;0.05373383;-0.4191666;9.039.371;9.717.854;
;79;3;134.657;18;9.074.709;955.182;0;-0.3083572;9.039.371;9.717.854;
;80;3;1.368.298;19;9.088.844;5.703.497;0;0;9.088.844;5.703.497;
;81;3;1.370.313;19;9.110.047;5.682.295;0.2120285;-0.2120247;9.088.844;5.703.497;
;82;3;137.179;19;9.117.126;5.675.216;0.07078552;-0.07079315;9.088.844;5.703.497;
;83;3;1.373.645;19;9.117.115;5.675.227;-0.0001068115;0.0001144409;9.088.844;5.703.497;
;84;3;1.396.948;20;1.274.276;5.745.902;0;0;1.274.276;5.745.902;
;85;3;1.398.718;20;1.276.357;5.725.091;0.2081146;-0.2081146;1.274.276;5.745.902;
;86;3;1.400.354;20;1.276.396;57.247;0.003913879;-0.00390625;1.274.276;5.745.902;
;87;3;1.402.136;20;1.276.396;57.247;0;0;1.274.276;5.745.902;
;88;3;1.550.281;21;9.152.452;9.661.314;0;0;9.152.452;9.661.314;
;89;3;1.551.721;21;9.152.452;9.661.314;0;0;9.152.452;9.661.314;
;90;3;1.553.503;21;9.152.452;9.675.396;0;0.1408157;9.152.452;9.661.314;
;91;3;1.555.042;21;9.152.452;9.678.983;0;0.03587341;9.152.452;9.661.314;
;92;3;1.556.799;21;9.152.452;9.678.983;0;0;9.152.452;9.661.314;
;93;3;1.575.159;22;8.855.616;6.085.144;0;0;8.855.616;6.085.144;
;94;3;1.576.941;22;8.865.993;6.074.767;0.1037674;-0.1037674;8.855.616;6.085.144;
;95;3;157.887;22;8.869.751;6.057.857;0.0375824;-0.1691055;8.855.616;6.085.144;
;96;3;1.580.237;22;8.869.751;6.017.007;0;-0.4085007;8.855.616;6.085.144;
;97;3;1.582.043;22;8.869.751;5.919.301;0;-0.9770584;8.855.616;6.085.144;
;98;3;1.605.408;23;8.940.426;1.540.722;0;0;8.940.426;1.540.722;
;99;3;1.607.385;23;8.940.426;1.540.722;0;0;8.940.426;1.540.722;
;100;3;1.608.875;23;8.956.477;1.549.704;0.1605072;0.08982754;8.940.426;1.540.722;
;101;3;161.051;23;8.954.562;1.560.024;-0.01914978;0.1031914;8.940.426;1.540.722;
;102;3;161.217;23;8.929.503;157.863;-0.2505875;0.1860666;8.940.426;1.540.722;
;103;3;1.768.787;24;130.82;5.434.931;0;0;130.82;5.434.931;
;104;3;1.770.251;24;130.82;5.434.931;0;0;130.82;5.434.931;
;105;3;1.771.985;24;1.308.907;5.434.931;0.07067871;0;130.82;5.434.931;
;106;3;1.773.669;24;1.308.907;5.434.931;0;0;130.82;5.434.931;
;107;3;1.775.305;24;1.308.907;5.434.931;0;0;130.82;5.434.931;
;108;3;1.795.593;25;8.834.413;5.858.983;0;0;8.834.413;5.858.983;
;109;3;1.797.205;25;8.834.413;5.858.983;0;0;8.834.413;5.858.983;
;110;3;1.798.816;25;8.841.481;5.851.916;0.07067871;-0.07067108;8.834.413;5.858.983;
;111;3;1.800.623;25;8.841.481;5.851.916;0;0;8.834.413;5.858.983;
;112;3;1.802.136;25;8.841.481;5.851.916;0;0;8.834.413;5.858.983;
;113;3;1.826.062;26;466.457;5.569.214;0;0;466.457;5.569.214;
;114;3;1.827.356;26;466.457;5.569.214;0;0;466.457;5.569.214;
;115;3;1.829.065;26;4.675.172;5.558.613;0.1060143;-0.1060143;466.457;5.569.214;
;116;3;183.075;26;4.675.172;5.558.613;0;0;466.457;5.569.214;
;117;3;1.832.654;26;4.671.638;5.566.865;-0.03533554;0.08252335;466.457;5.569.214;
;118;3;1.973.621;27;5.335.986;57.247;0;0;5.335.986;57.247;
;119;3;1.975.403;27;5.335.986;57.247;0;0;5.335.986;57.247;
;120;3;1.977.112;27;5.352.811;5.734.457;0.1682549;0.09757233;5.335.986;57.247;
;121;3;1.994.055;28;9.180.722;5.632.822;0;0;9.180.722;5.632.822;
;122;3;199.552;28;9.180.722;5.632.822;0;0;9.180.722;5.632.822;
;123;3;1.997.229;28;9.200.869;558.599;0.2014694;-0.4683151;9.180.722;5.632.822;
;124;3;199.884;28;9.201.925;5.553.898;0.01055908;-0.3209229;9.180.722;5.632.822;
