ID;StudyID;UserID;Age;Gender;PlayingHand;DominantHand;LongNails;DominantEye;TargetID;TargetSize;TargetDistance;ColliderSize;HitType;Outset;Goal;MistakeOccured;TargetCombition;RoundID;Repetition;Clockwise;TouchID;CrossTargets;Delay;ConditionID;TouchTime;LiftTime;DeltaHitTime;TargetX;TargetY;TouchX;TouchY;TouchOffsetX;TouchOffsetY;LiftX;LiftY;LiftOffsetX;LiftOffsetY;TouchDuration;TouchDeltaX;TouchDeltaY;RotationDegreeX;RotationDegreeY;RotationDegreeZ;TimeStamp;Potition
 ;12;4;19;M;L;L;No;L;0;7.2;-1;21.6;Outset;S;N;No;SN; ; ; ;0;False;1; ;4.134277;4.20166;4.134277;98.52122;33.89091;99.38712;32.42348;0.8658981;-1.467422;99.29091;32.23106;0.7696915;-1.659847;0.06738281; ; ;89.13171;88.24922;178.0456;2019/08/06 12:52:50;C
 ;12;4;19;M;L;L;No;L;0;7.2;40;21.6;Center;S;N;No;SN; ; ; ;1;False;1; ;5.008789;5.042969;0.8745117;98.52122;73.89091;96.8856;73.60227;-1.635612;-0.2886353;96.8856;73.50607;-1.635612;-0.3848419;0.03417969; ; ;89.1727;88.33108;178.1372;2019/08/06 12:52:50;C
 ;12;4;19;M;L;L;No;L;0;7.2;40.00001;21.6;Goal;S;N;No;SN; ; ; ;2;False;1; ;5.580566;5.647949;0.5717773;98.52122;113.8909;100.5417;113.8189;2.020447;-0.07198334;100.5417;113.6265;2.020447;-0.2643967;0.06738281; ; ;89.00658;88.24919;177.9868;2019/08/06 12:52:51;C
 ;12;4;19;M;L;L;No;L;1;7.2;-1;21.6;Outset;S;E;No;SE; ; ; ;3;False;1; ;7.664551;7.698242;2.083984;98.52122;33.89091;100.6379;33.3837;2.116661;-0.507206;100.5417;33.09697;2.020447;-0.7939377;0.03369141; ; ;89.03603;87.91335;177.7012;2019/08/06 12:52:53;C
 ;12;4;19;M;L;L;No;L;1;7.2;40;21.6;Center;S;E;No;SE; ; ; ;4;False;1; ;8.23584;8.269531;0.5712891;98.52122;73.89091;96.8856;70.33106;-1.635612;-3.559845;96.8856;70.10752;-1.635612;-3.783386;0.03369141; ; ;89.23901;88.21706;178.0613;2019/08/06 12:52:54;C
 ;12;4;19;M;L;L;No;L;1;7.2;39.99999;21.6;Goal;S;E;No;SE; ; ; ;5;False;1; ;8.84082;8.874512;0.6049805;138.5212;73.89091;139.0265;74.17954;0.5053101;0.2886353;139.0265;73.95106;0.5053101;0.06015015;0.03369141; ; ;89.15596;88.20878;178.0199;2019/08/06 12:52:54;C
 ;12;4;19;M;L;L;No;L;2;7.2;-1;21.6;Outset;E;N;No;EN; ; ; ;6;False;1; ;10.89209;10.92578;2.05127;138.5212;73.89091;138.8341;72.73636;0.3128815;-1.154549;138.8341;72.73636;0.3128815;-1.154549;0.03369141; ; ;89.00311;88.09019;177.8454;2019/08/06 12:52:56;C
 ;12;4;19;M;L;L;No;L;2;7.2;39.99999;21.6;Center;E;N;No;EN; ; ; ;7;False;1; ;11.42969;11.49658;0.5375977;98.52122;73.89091;96.50076;71.67803;-2.020462;-2.212875;96.50076;71.58182;-2.020462;-2.30909;0.06689453; ; ;89.00252;88.25774;177.9923;2019/08/06 12:52:57;C
 ;12;4;19;M;L;L;No;L;2;7.2;40.00001;21.6;Goal;E;N;No;EN; ; ; ;8;False;1; ;12.03467;12.06836;0.6049805;98.52122;113.8909;98.23257;111.8947;-0.2886429;-1.996223;98.23257;111.7985;-0.2886429;-2.092438;0.03369141; ; ;89.13087;88.43827;178.2127;2019/08/06 12:52:57;C
 ;12;4;19;M;L;L;No;L;3;7.2;-1;21.6;Outset;E;W;No;EW; ; ; ;9;False;1; ;13.81592;13.8833;1.78125;138.5212;73.89091;139.6038;75.23788;1.082581;1.34697;139.1194;75.23788;0.5982208;1.34697;0.06738281; ; ;89.0127;88.2383;177.9803;2019/08/06 12:52:59;C
 ;12;4;19;M;L;L;No;L;3;7.2;39.99999;21.6;Center;E;W;No;EW; ; ; ;10;False;1; ;14.28662;14.354;0.4707031;98.52122;73.89091;97.84772;72.44772;-0.6734924;-1.443184;97.6553;72.35151;-0.8659134;-1.539398;0.06738281; ; ;88.93435;88.0858;177.809;2019/08/06 12:53:00;C
 ;12;4;19;M;L;L;No;L;3;7.2;40.00001;21.6;Goal;E;W;No;EW; ; ; ;11;False;1; ;14.79102;14.82568;0.5043945;58.52121;73.89091;56.681;71.29318;-1.84021;-2.597725;55.75357;71.16055;-2.767643;-2.730362;0.03466797; ; ;89.09143;88.13332;177.9238;2019/08/06 12:53:00;C
 ;12;4;19;M;L;L;No;L;4;7.2;-1;21.6;Outset;N;S;No;NS; ; ; ;12;False;1; ;16.80957;16.84277;2.018555;98.52122;113.8909;97.94393;114.7811;-0.5772858;0.8901443;97.75151;114.5886;-0.7697067;0.6977158;0.03320313; ; ;88.967;88.09537;177.8331;2019/08/06 12:53:02;C
 ;12;4;19;M;L;L;No;L;4;7.2;40.00001;21.6;Center;N;S;No;NS; ; ; ;13;False;1; ;17.31348;17.38086;0.5039063;98.52122;73.89091;98.23257;72.54394;-0.2886429;-1.34697;98.00927;72.09734;-0.5119476;-1.793564;0.06738281; ; ;88.89051;88.34969;178.0112;2019/08/06 12:53:03;C
 ;12;4;19;M;L;L;No;L;4;7.2;40;21.6;Goal;N;S;No;NS; ; ; ;14;False;1; ;17.91895;17.95264;0.6054688;98.52122;33.89091;98.52122;32.32727;0;-1.563637;98.425;32.32727;-0.09622192;-1.563637;0.03369141; ; ;89.13408;88.1167;177.9271;2019/08/06 12:53:03;C
 ;12;4;19;M;L;L;No;L;5;7.2;-1;21.6;Outset;E;W;No;EW; ; ; ;15;False;1; ;19.76807;19.90234;1.849121;138.5212;73.89091;137.4871;72.44772;-1.034088;-1.443184;137.9201;72.64015;-0.6011353;-1.250755;0.1342773; ; ;89.15668;88.37644;178.1704;2019/08/06 12:53:05;C
 ;12;4;19;M;L;L;No;L;5;7.2;39.99999;21.6;Center;E;W;No;EW; ; ; ;16;False;1; ;20.33984;20.40674;0.5717773;98.52122;73.89091;96.0678;71.96667;-2.453415;-1.92424;95.91589;71.86286;-2.605324;-2.028046;0.06689453; ; ;89.10683;88.13606;177.9329;2019/08/06 12:53:06;C
 ;12;4;19;M;L;L;No;L;5;7.2;40.00001;21.6;Goal;E;W;No;EW; ; ; ;17;False;1; ;20.84424;20.91113;0.5043945;58.52121;73.89091;58.49697;73.31364;-0.0242424;-0.5772705;58.40076;73.025;-0.1204529;-0.8659058;0.06689453; ; ;89.07504;88.20635;177.9818;2019/08/06 12:53:06;C
 ;12;4;19;M;L;L;No;L;6;7.2;-1;21.6;Outset;E;E;No;EE; ; ; ;18;False;1; ;22.72656;22.79395;1.882324;138.5212;73.89091;140.9508;73.31364;2.42955;-0.5772705;140.6621;73.12122;2.140915;-0.7696915;0.06738281; ; ;89.08336;88.2855;178.0557;2019/08/06 12:53:08;C
 ;12;4;19;M;L;L;No;L;6;7.2;39.99999;21.6;Center;E;E;No;EE; ; ; ;19;False;1; ;23.49951;23.5332;0.7729492;98.52122;73.89091;102.7545;72.73636;4.233322;-1.154549;102.6322;72.614;4.110962;-1.276909;0.03369141; ; ;89.1446;88.20619;178.0127;2019/08/06 12:53:09;C
 ;12;4;19;M;L;L;No;L;6;7.2;39.99999;21.6;Goal;E;E;No;EE; ; ; ;20;False;1; ;24.40771;24.44141;0.9082031;138.5212;73.89091;138.9121;73.56583;0.3908691;-0.3250809;138.9121;73.56583;0.3908691;-0.3250809;0.03369141; ; ;89.20728;88.27282;178.0995;2019/08/06 12:53:10;C
 ;12;4;19;M;L;L;No;L;7;7.2;-1;21.6;Outset;E;E;No;EE; ; ; ;21;False;1; ;26.4585;26.52588;2.050781;138.5212;73.89091;138.7379;71.38939;0.2166595;-2.501518;138.353;71.29318;-0.1681824;-2.597725;0.06738281; ; ;89.39082;88.36832;178.2583;2019/08/06 12:53:12;C
 ;12;4;19;M;L;L;No;L;7;7.2;39.99999;21.6;Center;E;E;No;EE; ; ; ;22;False;1; ;27.16455;27.19824;0.7060547;98.52122;73.89091;99.67576;72.64015;1.154541;-1.250755;99.38712;72.64015;0.8658981;-1.250755;0.03369141; ; ;89.26357;88.20824;178.0627;2019/08/06 12:53:13;C
 ;12;4;19;M;L;L;No;L;7;7.2;39.99999;21.6;Goal;E;E;No;EE; ; ; ;23;False;1; ;27.77002;27.80322;0.6054688;138.5212;73.89091;140.2773;71.00454;1.756073;-2.886368;140.0848;70.90833;1.563629;-2.982574;0.03320313; ; ;89.38513;88.09721;178.0003;2019/08/06 12:53:13;C
 ;12;4;19;M;L;L;No;L;8;7.2;-1;21.6;Outset;E;N;No;EN; ; ; ;24;False;1; ;29.65234;29.71973;1.882324;138.5212;73.89091;140.3735;71.87045;1.852264;-2.020454;140.0697;71.75909;1.548492;-2.131813;0.06738281; ; ;89.24127;88.1521;178.0023;2019/08/06 12:53:15;C
 ;12;4;19;M;L;L;No;L;8;7.2;39.99999;21.6;Center;E;N;No;EN; ; ; ;25;False;1; ;30.25781;30.32471;0.6054688;98.52122;73.89091;98.52122;71.00454;0;-2.886368;98.32878;70.81212;-0.1924362;-3.078789;0.06689453; ; ;89.15981;88.04626;177.8732;2019/08/06 12:53:16;C
 ;12;4;19;M;L;L;No;L;8;7.2;40.00001;21.6;Goal;E;N;No;EN; ; ; ;26;False;1; ;30.93018;30.96338;0.6723633;98.52122;113.8909;96.78939;113.4341;-1.731827;-0.4568253;96.69318;113.3379;-1.828033;-0.5530396;0.03320313; ; ;89.08582;88.2643;178.0381;2019/08/06 12:53:16;C
 ;12;4;19;M;L;L;No;L;9;7.2;-1;21.6;Outset;W;N;No;WN; ; ; ;27;False;1; ;32.94873;33.01563;2.018555;58.52121;73.89091;57.34242;72.06288;-1.178787;-1.828026;57.34242;72.06288;-1.178787;-1.828026;0.06689453; ; ;89.14928;88.03812;177.8615;2019/08/06 12:53:18;C
 ;12;4;19;M;L;L;No;L;9;7.2;40.00001;21.6;Center;W;N;No;WN; ; ; ;28;False;1; ;33.68799;33.72168;0.7392578;98.52122;73.89091;97.46288;71.77424;-1.058342;-2.116669;97.46288;71.77424;-1.058342;-2.116669;0.03369141; ; ;89.14807;88.16212;177.9742;2019/08/06 12:53:19;C
 ;12;4;19;M;L;L;No;L;9;7.2;40.00001;21.6;Goal;W;N;No;WN; ; ; ;29;False;1; ;34.42773;34.46143;0.7397461;98.52122;113.8909;96.98181;114.5886;-1.539406;0.6977158;96.78939;114.3962;-1.731827;0.5052948;0.03369141; ; ;89.27844;88.1888;178.0503;2019/08/06 12:53:20;C
 ;12;4;19;M;L;L;No;L;10;7.2;-1;21.6;Outset;E;E;No;EE; ; ; ;30;False;1; ;36.41162;36.47852;1.983887;138.5212;73.89091;140.2773;71.29318;1.756073;-2.597725;139.6038;71.10076;1.082581;-2.790146;0.06689453; ; ;89.01407;87.97148;177.7444;2019/08/06 12:53:22;C
 ;12;4;19;M;L;L;No;L;10;7.2;39.99999;21.6;Center;E;E;No;EE; ; ; ;31;False;1; ;37.0166;37.05029;0.6049805;98.52122;73.89091;99.09849;71.96667;0.5772705;-1.92424;98.90606;71.96667;0.3848419;-1.92424;0.03369141; ; ;88.96097;87.9216;177.6761;2019/08/06 12:53:22;C
 ;12;4;19;M;L;L;No;L;10;7.2;39.99999;21.6;Goal;E;E;No;EE; ; ; ;32;False;1; ;37.68896;37.75635;0.6723633;138.5212;73.89091;139.7962;72.44772;1.275009;-1.443184;139.4083;72.34997;0.8870697;-1.540939;0.06738281; ; ;89.04282;88.18395;177.947;2019/08/06 12:53:23;C
 ;12;4;19;M;L;L;No;L;11;7.2;-1;21.6;Outset;E;W;No;EW; ; ; ;33;False;1; ;39.77344;39.83984;2.084473;138.5212;73.89091;137.7758;72.54394;-0.7454529;-1.34697;137.7758;72.54394;-0.7454529;-1.34697;0.06640625; ; ;89.10815;88.34958;178.1239;2019/08/06 12:53:25;C
 ;12;4;19;M;L;L;No;L;11;7.2;39.99999;21.6;Center;E;W;No;EW; ; ; ;34;False;1; ;40.57959;40.64697;0.8061523;98.52122;73.89091;96.40454;72.54394;-2.116676;-1.34697;96.28666;72.44772;-2.234558;-1.443184;0.06738281; ; ;89.06537;88.28517;178.0469;2019/08/06 12:53:26;C
 ;12;4;19;M;L;L;No;L;11;7.2;40.00001;21.6;Goal;E;W;No;EW; ; ; ;35;False;1; ;41.35254;41.41943;0.7729492;58.52121;73.89091;56.28409;70.90833;-2.237122;-2.982574;56.18788;70.90833;-2.333332;-2.982574;0.06689453; ; ;88.93969;88.29351;177.9907;2019/08/06 12:53:27;C
 ;12;4;19;M;L;L;No;L;12;7.2;-1;21.6;Outset;N;S;No;NS; ; ; ;36;False;1; ;43.40381;43.4375;2.05127;98.52122;113.8909;96.40454;111.2212;-2.116676;-2.669701;96.40454;111.125;-2.116676;-2.765915;0.03369141; ; ;89.05122;88.24985;178.009;2019/08/06 12:53:29;C
